Frequency,Density
0,293.8
1,293.8
2,293.8
3,293.8
4,293.8
5,293.8
6,293.8
7,293.8
8,293.8
9,293.8
10,293.8
11,293.8
12,293.8
13,293.8
14,293.8
15,293.8
16,293.8
17,293.8
18,293.8
19,293.8
20,293.8
21,293.8
22,293.8
23,293.8
24,293.8
25,293.8
26,293.8
27,293.8
28,293.8
29,293.8
30,293.8
31,293.8
32,293.8
33,293.8
34,293.8
35,293.8
36,293.8
37,293.8
38,293.8
39,293.8
40,293.8
41,293.8
42,293.8
43,293.8
44,293.8
45,293.8
46,293.8
47,293.8
48,293.8
49,293.8
50,293.8
51,293.8
52,293.8
53,293.8
54,293.8
55,293.8
56,293.8
57,293.8
58,293.8
59,293.8
60,293.8
61,293.8
62,293.8
63,293.8
64,293.8
65,293.8
66,293.8
67,293.8
68,293.8
69,293.8
70,293.8
71,293.8
72,293.8
73,293.8
74,293.8
75,293.8
76,293.8
77,293.8
78,293.8
79,293.8
80,293.8
81,293.8
82,293.8
83,293.8
84,293.8
85,293.8
86,293.8
87,293.8
88,293.8
89,293.8
90,293.8
91,293.8
92,293.8
93,293.8
94,293.8
95,293.8
96,293.8
97,293.8
98,293.8
99,293.8
100,293.8
101,293.8
102,293.8
103,293.8
104,293.8
105,293.8
106,293.8
107,293.8
108,293.8
109,293.8
110,293.8
111,293.8
112,293.8
113,293.8
114,293.8
115,293.8
116,293.8
117,293.8
118,293.8
119,293.8
120,293.8
121,293.8
122,293.8
123,293.8
124,293.8
125,293.8
126,293.8
127,293.8
128,293.8
129,293.8
130,293.8
131,293.8
132,293.8
133,293.8
134,293.8
135,293.8
136,293.8
137,293.8
138,293.8
139,293.8
140,293.8
141,293.8
142,293.8
143,293.8
144,293.8
145,293.8
146,293.8
147,293.8
148,293.8
149,293.8
150,293.8
151,293.8
152,293.8
153,293.8
154,293.8
155,293.8
156,293.8
157,293.8
158,293.8
159,293.8
160,293.8
161,293.8
162,293.8
163,293.8
164,293.8
165,293.8
166,293.8
167,293.8
168,293.8
169,293.8
170,293.8
171,293.8
172,293.8
173,293.8
174,293.8
175,293.8
176,293.8
177,293.8
178,293.8
179,293.8
180,293.8
181,293.8
182,293.8
183,293.8
184,293.8
185,293.8
186,293.8
187,293.8
188,293.8
189,293.8
190,293.8
191,293.8
192,293.8
193,293.8
194,293.8
195,293.8
196,293.8
197,293.8
198,293.8
199,310.196933
200,367.5763367
201,424.9557434
202,443.6884277
203,446.0903198
204,448.0868164
205,447.1565064
206,446.2261841
207,447.5654846
208,450.8234985
209,454.0815064
210,448.5904236
211,442.7691284
212,441.0028015
213,445.6625793
214,450.3223572
215,450.3169861
216,449.2290588
217,449.1955261
218,452.5389648
219,455.8823975
220,457.9322937
221,459.3326965
222,460.6739868
223,461.4524414
224,462.230896
225,461.5350464
226,459.5098755
227,457.4846924
228,455.9811157
229,454.5002991
230,451.6129028
231,446.5439941
232,441.4750916
233,442.1493897
234,444.0220886
235,445.2762268
236,444.807782
237,444.3393311
238,440.6324463
239,435.5545959
240,431.4338135
241,433.0753113
242,434.7168152
243,437.5003906
244,441.0981873
245,444.4538696
246,438.9757568
247,433.4976318
248,431.0426331
249,431.9822876
250,432.9219482
251,432.5689453
252,432.0988403
253,429.6293701
254,423.6711914
255,417.713031
256,416.9827332
257,417.4533997
258,418.5861328
259,421.5687256
260,424.5513245
261,423.5457703
262,420.9541016
263,418.9592163
264,419.9021851
265,420.845166
266,421.003833
267,420.6893249
268,420.6016296
269,423.1192078
270,425.6367737
271,424.1743958
272,419.2937317
273,414.4130676
274,413.6144409
275,412.82677
276,413.9166687
277,417.2268067
278,420.5369751
279,419.202948
