Frequency,Density
0,207.2
1,207.2
2,207.2
3,207.2
4,207.2
5,207.2
6,207.2
7,207.2
8,207.2
9,207.2
10,207.2
11,207.2
12,207.2
13,207.2
14,207.2
15,207.2
16,207.2
17,207.2
18,207.2
19,207.2
20,207.2
21,207.2
22,207.2
23,207.2
24,207.2
25,207.2
26,207.2
27,207.2
28,207.2
29,207.2
30,207.2
31,207.2
32,207.2
33,207.2
34,207.2
35,207.2
36,207.2
37,207.2
38,207.2
39,207.2
40,207.2
41,207.2
42,207.2
43,207.2
44,207.2
45,207.2
46,207.2
47,207.2
48,207.2
49,207.2
50,207.2
51,207.2
52,207.2
53,207.2
54,207.2
55,207.2
56,207.2
57,207.2
58,207.2
59,207.2
60,207.2
61,207.2
62,207.2
63,207.2
64,207.2
65,207.2
66,207.2
67,207.2
68,207.2
69,207.2
70,207.2
71,207.2
72,207.2
73,207.2
74,207.2
75,207.2
76,207.2
77,207.2
78,207.2
79,207.2
80,207.2
81,207.2
82,207.2
83,207.2
84,207.2
85,207.2
86,207.2
87,207.2
88,207.2
89,207.2
90,207.2
91,207.2
92,207.2
93,207.2
94,207.2
95,207.2
96,207.2
97,207.2
98,207.2
99,207.2
100,207.2
101,207.2
102,207.2
103,207.2
104,207.2
105,207.2
106,207.2
107,207.2
108,207.2
109,207.2
110,207.2
111,207.2
112,207.2
113,207.2
114,207.2
115,207.2
116,207.2
117,207.2
118,207.2
119,207.2
120,207.2
121,207.2
122,207.2
123,207.2
124,207.2
125,207.2
126,207.2
127,207.2
128,207.2
129,207.2
130,207.2
131,207.2
132,207.2
133,207.2
134,207.2
135,207.2
136,207.2
137,207.2
138,207.2
139,207.2
140,207.2
141,207.2
142,207.2
143,207.2
144,207.2
145,207.2
146,207.2
147,207.2
148,207.2
149,207.2
150,207.2
151,207.2
152,207.2
153,207.2
154,207.2
155,207.2
156,207.2
157,207.2
158,207.2
159,207.2
160,207.2
161,207.2
162,207.2
163,207.2
164,207.2
165,207.2
166,207.2
167,207.2
168,207.2
169,207.2
170,207.2
171,207.2
172,207.2
173,207.2
174,207.2
175,207.2
176,207.2
177,207.2
178,207.2
179,207.2
180,207.2
181,207.2
182,207.2
183,207.2
184,207.2
185,207.2
186,207.2
187,207.2
188,207.2
189,207.2
190,207.2
191,207.2
192,207.2
193,207.2
194,207.2
195,207.2
196,207.2
197,207.2
198,207.2
199,221.7160461
200,272.5134521
201,323.3108826
202,339.0535889
203,339.9833496
204,340.6396545
205,339.3217041
206,338.0037598
207,338.9553039
208,341.8254639
209,344.6956116
210,341.733429
211,338.551123
212,337.8619568
213,341.1238098
214,344.3856507
215,342.4770996
216,339.3687622
217,338.4060486
218,344.3153748
219,350.224707
220,352.6661499
221,353.3663391
222,354.0961731
223,355.1081726
224,356.120166
225,355.330249
226,352.9156189
227,350.5009827
228,350.1759643
229,349.9421509
230,345.8869507
231,335.9051025
232,325.9232544
233,327.3633484
234,331.1867737
235,334.0206238
236,334.0987061
237,334.1767761
238,330.1933716
239,324.4905456
240,319.5888611
241,319.5106995
242,319.4325317
243,319.4913269
244,319.6477539
245,319.7624207
246,318.3537659
247,316.9450989
248,314.6507934
249,311.3619934
250,308.0731934
251,310.4581604
252,313.3571411
253,312.8008728
254,306.2155273
255,299.6301819
256,301.3343078
257,304.9426941
258,306.8966186
259,304.2279846
260,301.5593445
261,301.9237793
262,303.4944763
263,305.0122864
264,306.2695862
265,307.5268921
266,307.2643738
267,306.084967
268,305.044104
269,305.5948242
270,306.1455444
271,304.2825806
272,300.3465576
273,296.4105347
274,299.5422424
275,302.6929138
276,303.8583313
277,302.6761352
278,301.4939331
279,301.4000061
280,301.4
281,301.9156189
282,303.257019
283,304.5984192
284,308.3556579
285,312.5401306
286,313.9495667
287,309.3676269
288,304.7856873
289,305.9093872
290,308.596936
291,310.3582763
292,309.4091675
293,308.4600769
294,311.4173889
295,315.8491455
296,319.2583374
297,318.5456726
298,317.8330139
299,319.4131104
300,322.1069946
301,324.1050659
302,322.1231079
303,320.1411438
304,320.8401977
305,323.1406189
306,325.632489
307,329.7598327
308,333.8871643
309,331.976123
310,325.7814636
311,319.8674866
312,317.8808594
313,315.89422
314,313.2948303
315,310.1938599
316,307.0268554
317,302.0146301
318,297.002417
319,296.2994446
320,299.5632874
321,302.8006592
322,302.8803101
323,302.959967
324,301.7313965
325,299.1810059
326,296.6306152
327,294.866626
328,293.1121948
329,293.3108643
330,295.6248779
331,297.9388916
332,298.6218628
333,299.2605835
334,300.9476807
335,303.823645
336,306.6996033
337,304.099939
338,301.3022217
339,299.5037109
340,298.8638611
341,298.223999
342,296.0432434
343,293.8024231
344,294.1213928
345,297.4045227
346,300.6876404
347,299.7166565
348,298.5949341
349,297.7364441
350,297.1752502
351,296.6140564
352,294.8012085
353,292.9561951
354,291.6906555
355,291.0485413
356,290.4064209
357,289.922937
358,289.4410645
359,288.1157226
360,285.9460083
361,283.871167
362,290.3841553
363,296.8971436
364,298.2307373
365,294.8516418
366,291.5635681
367,290.5975403
368,289.6315186
369,288.8434509
370,288.199054
371,287.9856568
372,293.4662537
373,298.9468506
374,299.490332
375,296.5871338
376,293.6310364
377,290.2419678
378,286.8528992
379,285.2946533
380,284.8102112
381,284.1029297
382,282.1640259
383,280.2251221
384,277.4091003
385,274.1757019
386,271.4190246
387,270.5293213
388,269.6396118
389,272.4158936
390,276.5433472
391,279.7890747
392,280.5178833
393,281.2466736
394,281.2720398
395,281.1099792
396,282.1721436
397,285.820459
398,289.4687744
399,294.4358154
400,299.627594
401,301.6318543
402,298.628595
403,295.6253235
404,296.076123
405,296.8070678
406,297.3879028
407,297.7942322
408,298.2147827
409,309.0294312
410,319.8440796
411,330.2214172
412,340.2288452
413,349.1414856
414,346.0479431
415,342.9544006
416,339.9618164
417,337.029364
418,332.6143921
419,321.0406433
420,309.4668884
421,301.1661133
422,294.1525208
423,288.2204895
424,285.2828369
425,282.3451782
426,285.5238342
427,290.0962097
428,292.4633545
429,290.9927918
430,289.5222229
431,288.6504822
432,287.83302
433,285.5151367
