Frequency,Density
0,132.4
1,132.4
2,132.4
3,132.4
4,132.4
5,132.4
6,132.4
7,132.4
8,132.4
9,132.4
10,132.4
11,132.4
12,132.4
13,132.4
14,132.4
15,132.4
16,132.4
17,132.4
18,132.4
19,132.4
20,132.4
21,132.4
22,132.4
23,132.4
24,132.4
25,132.4
26,132.4
27,132.4
28,132.4
29,132.4
30,132.4
31,132.4
32,132.4
33,132.4
34,132.4
35,132.4
36,132.4
37,132.4
38,132.4
39,132.4
40,132.4
41,132.4
42,132.4
43,132.4
44,132.4
45,132.4
46,132.4
47,132.4
48,132.4
49,132.4
50,132.4
51,132.4
52,132.4
53,132.4
54,132.4
55,132.4
56,132.4
57,132.4
58,132.4
59,132.4
60,132.4
61,132.4
62,132.4
63,132.4
64,132.4
65,132.4
66,132.4
67,132.4
68,132.4
69,132.4
70,132.4
71,132.4
72,132.4
73,132.4
74,132.4
75,132.4
76,132.4
77,132.4
78,132.4
79,132.4
80,132.4
81,132.4
82,132.4
83,132.4
84,132.4
85,132.4
86,132.4
87,132.4
88,132.4
89,132.4
90,132.4
91,132.4
92,132.4
93,132.4
94,132.4
95,132.4
96,132.4
97,132.4
98,132.4
99,132.4
100,132.4
101,132.4
102,132.4
103,132.4
104,132.4
105,132.4
106,132.4
107,132.4
108,132.4
109,132.4
110,132.4
111,132.4
112,132.4
113,132.4
114,132.4
115,132.4
116,132.4
117,132.4
118,132.4
119,132.4
120,132.4
121,132.4
122,132.4
123,132.4
124,132.4
125,132.4
126,132.4
127,132.4
128,132.4
129,132.4
130,132.4
131,132.4
132,132.4
133,132.4
134,132.4
135,132.4
136,132.4
137,132.4
138,132.4
139,132.4
140,132.4
141,132.4
142,132.4
143,132.4
144,132.4
145,132.4
146,132.4
147,132.4
148,132.4
149,132.4
150,132.4
151,132.4
152,132.4
153,132.4
154,132.4
155,132.4
156,132.4
157,132.4
158,132.4
159,132.4
160,132.4
161,132.4
162,132.4
163,132.4
164,132.4
165,132.4
166,132.4
167,132.4
168,132.4
169,132.4
170,132.4
171,132.4
172,132.4
173,132.4
174,132.4
175,132.4
176,132.4
177,132.4
178,132.4
179,132.4
180,132.4
181,132.4
182,132.4
183,132.4
184,132.4
185,132.4
186,132.4
187,132.4
188,132.4
189,132.4
190,132.4
191,132.4
192,132.4
193,132.4
194,132.4
195,132.4
196,132.4
197,132.4
198,132.4
199,149.1509857
200,207.7693482
201,266.3877106
202,278.081134
203,269.9456696
204,263.3753601
205,268.1044586
206,272.833551
207,276.3030914
208,278.7078156
209,281.1125366
210,281.2747894
211,281.3524109
212,283.8037293
213,290.0167725
214,296.2298035
215,294.2463684
216,290.3609436
217,284.9209198
218,274.5018372
219,264.0827667
220,263.5522553
221,267.9868561
222,271.9926025
223,271.9147553
224,271.836911
225,273.1516693
226,275.7220856
227,278.2925171
228,275.7115906
229,272.9058441
230,273.4010986
231,279.0158752
232,284.6306702
233,282.3720917
234,278.470639
235,274.6717224
236,271.1583496
237,267.644986
238,267.1488556
239,267.9300598
240,268.4441315
241,267.3497925
242,266.2554627
243,263.4712951
244,259.4824432
245,255.6
246,255.6
247,255.6
248,255.0098266
249,253.7569519
250,252.5040711
251,249.9573547
252,247.2934265
253,246.3711456
254,248.4878662
255,250.6045837
256,247.8743164
257,244.030603
258,241.2620636
259,241.4975342
260,241.7329956
261,245.3960785
262,250.4223511
263,253.1405823
264,244.4965942
265,235.8526123
266,236.8175537
267,243.5795563
268,249.2392242
269,242.2372162
270,235.2352142
271,235.0067322
272,240.5958893
273,246.1850464
274,241.0152954
275,235.816687
276,233
277,233.000003
278,233
279,237.0652222
280,241.4813629
281,241.9252258
282,236.0072754
283,230.0893219
284,233.2923615
285,238.1084595
286,241.8501312
287,243.2721191
288,244.6940918
289,243.0767334
290,240.6263244
291,239.0618652
292,240.0900635
293,241.1182617
294,244.330127
295,248.3661926
296,252.3397766
297,256.0614746
298,259.7831787
299,262.3864899
300,264.446524
301,265.9404633
302,264.1963379
303,262.4522064
304,260.4591278
305,258.3173493
306,256.3750488
307,256.1369263
308,255.898822
309,255.2889404
310,254.415332
311,253.4197937
312,250.7179688
313,248.0161407
314,246.7125549
315,246.5535309
316,246.3505249
317,244.9184723
318,243.4864044
319,243.7119049
320,245.4632233
321,247.1615906
322,242.5417358
323,237.9218689
324,236.8289642
325,239.2996552
326,241.7703461
327,238.4908417
328,235.1414734
329,234.5108582
330,236.8248749
331,239.1388946
332,241.4542358
333,243.7696197
334,246.9092194
335,250.9834961
336,255.0577789
337,250.9570526
338,246.5606384
339,243.0148468
340,240.455423
341,237.8960052
342,237.3378357
343,236.8576599
344,233.5943237
345,227.1081452
346,220.6219757
347,226.9774201
348,233.787915
349,235.2915741
350,230.8020172
351,226.3124603
352,228.5462585
353,230.9527954
354,229.8026306
355,224.8261902
356,219.8497498
357,223.0598938
358,226.35271
359,229.0842773
360,231.2539917
361,233.3543121
362,229.1731354
363,224.9919556
364,224.5586334
365,227.5354584
366,230.3332031
367,228.5621551
368,226.7911072
