Frequency,Density
0,258.8
1,258.8
2,258.8
3,258.8
4,258.8
5,258.8
6,258.8
7,258.8
8,258.8
9,258.8
10,258.8
11,258.8
12,258.8
13,258.8
14,258.8
15,258.8
16,258.8
17,258.8
18,258.8
19,258.8
20,258.8
21,258.8
22,258.8
23,258.8
24,258.8
25,258.8
26,258.8
27,258.8
28,258.8
29,258.8
30,258.8
31,258.8
32,258.8
33,258.8
34,258.8
35,258.8
36,258.8
37,258.8
38,258.8
39,258.8
40,258.8
41,258.8
42,258.8
43,258.8
44,258.8
45,258.8
46,258.8
47,258.8
48,258.8
49,258.8
50,258.8
51,258.8
52,258.8
53,258.8
54,258.8
55,258.8
56,258.8
57,258.8
58,258.8
59,258.8
60,258.8
61,258.8
62,258.8
63,258.8
64,258.8
65,258.8
66,258.8
67,258.8
68,258.8
69,258.8
70,258.8
71,258.8
72,258.8
73,258.8
74,258.8
75,258.8
76,258.8
77,258.8
78,258.8
79,258.8
80,258.8
81,258.8
82,258.8
83,258.8
84,258.8
85,258.8
86,258.8
87,258.8
88,258.8
89,258.8
90,258.8
91,258.8
92,258.8
93,258.8
94,258.8
95,258.8
96,258.8
97,258.8
98,258.8
99,258.8
100,258.8
101,258.8
102,258.8
103,258.8
104,258.8
105,258.8
106,258.8
107,258.8
108,258.8
109,258.8
110,258.8
111,258.8
112,258.8
113,258.8
114,258.8
115,258.8
116,258.8
117,258.8
118,258.8
119,258.8
120,258.8
121,258.8
122,258.8
123,258.8
124,258.8
125,258.8
126,258.8
127,258.8
128,258.8
129,258.8
130,258.8
131,258.8
132,258.8
133,258.8
134,258.8
135,258.8
136,258.8
137,258.8
138,258.8
139,258.8
140,258.8
141,258.8
142,258.8
143,258.8
144,258.8
145,258.8
146,258.8
147,258.8
148,258.8
149,258.8
150,258.8
151,258.8
152,258.8
153,258.8
154,258.8
155,258.8
156,258.8
157,258.8
158,258.8
159,258.8
160,258.8
161,258.8
162,258.8
163,258.8
164,258.8
165,258.8
166,258.8
167,258.8
168,258.8
169,258.8
170,258.8
171,258.8
172,258.8
173,258.8
174,258.8
175,258.8
176,258.8
177,258.8
178,258.8
179,258.8
180,258.8
181,258.8
182,258.8
183,258.8
184,258.8
185,258.8
186,258.8
187,258.8
188,258.8
189,258.8
190,258.8
191,258.8
192,258.8
193,258.8
194,258.8
195,258.8
196,258.8
197,258.8
198,258.8
199,274.665863
200,330.1868225
201,385.7077759
202,394.2480591
203,382.9358826
204,373.9809448
205,382.0436585
206,390.1063782
207,394.7247803
208,396.4313537
209,398.1379334
210,398.5739685
211,398.9620606
212,401.2732178
213,406.6319519
214,411.9906982
215,411.2970459
216,409.1989075
217,404.8804077
218,393.450531
219,382.0206482
220,379.9609985
221,382.606189
222,385.1775635
223,387.0458557
224,388.9141541
225,391.7250976
226,395.3860108
227,399.0469055
228,394.2712463
229,389.1273743
230,390.1270508
231,400.6547791
232,411.1825012
233,410.5467895
234,407.5816894
235,404.6986328
236,402.0440796
237,399.3895386
238,397.008313
239,394.7428223
240,392.933606
241,393.8716064
242,394.8096008
243,390.6339172
244,382.8126404
245,375.2605347
246,377.5300537
247,379.7995544
248,380.3729431
249,379.0417603
250,377.7105835
251,376.2349915
252,374.7463257
253,373.7143188
254,373.479126
255,373.243927
256,371.732843
257,369.9286499
258,368.5586243
259,368.4016419
260,368.2446716
261,372.1893982
262,377.7654175
263,380.7813721
264,371.1944031
265,361.6074402
266,363.1983887
267,371.5329407
268,378.7526367
269,373.1667725
270,367.5809021
271,367.2021179
272,371.2955872
273,375.3890381
274,372.3363098
275,369.2644104
276,368.1416626
277,369.3238647
278,370.5060608
279,374.0844788
280,377.8697327
281,375.9234192
282,364.7976685
283,353.6719238
284,357.970813
285,364.997583
286,370.2751465
287,371.776123
288,373.2771057
289,373.6
290,373.6
291,373.7208679
292,374.1954163
293,374.6699646
294,376.7534119
295,379.4441284
296,382.213855
297,385.3020752
298,388.3902954
299,393.7727905
300,400.2697937
301,405.2809265
302,401.7926697
303,398.3044189
304,393.2256958
305,387.1969849
306,381.9746643
307,383.6414673
308,385.3082702
309,385.3495606
310,384.2376953
311,382.9932861
312,379.8941406
313,376.7949829
314,376.4493347
315,378.3576294
316,380.2357239
317,381.2700012
318,382.3042664
319,382.758551
320,382.6789429
321,382.5669006
322,378.5842529
323,374.6016113
324,372.9964356
325,373.7934326
326,374.5904297
327,372.1575256
328,369.6853821
329,369.6640869
330,372.2972717
331,374.9304626
332,378.9643494
333,383.0362243
