Frequency,Density
0,266.2
1,266.2
2,266.2
3,266.2
4,266.2
5,266.2
6,266.2
7,266.2
8,266.2
9,266.2
10,266.2
11,266.2
12,266.2
13,266.2
14,266.2
15,266.2
16,266.2
17,266.2
18,266.2
19,266.2
20,266.2
21,266.2
22,266.2
23,266.2
24,266.2
25,266.2
26,266.2
27,266.2
28,266.2
29,266.2
30,266.2
31,266.2
32,266.2
33,266.2
34,266.2
35,266.2
36,266.2
37,266.2
38,266.2
39,266.2
40,266.2
41,266.2
42,266.2
43,266.2
44,266.2
45,266.2
46,266.2
47,266.2
48,266.2
49,266.2
50,266.2
51,266.2
52,266.2
53,266.2
54,266.2
55,266.2
56,266.2
57,266.2
58,266.2
59,266.2
60,266.2
61,266.2
62,266.2
63,266.2
64,266.2
65,266.2
66,266.2
67,266.2
68,266.2
69,266.2
70,266.2
71,266.2
72,266.2
73,266.2
74,266.2
75,266.2
76,266.2
77,266.2
78,266.2
79,266.2
80,266.2
81,266.2
82,266.2
83,266.2
84,266.2
85,266.2
86,266.2
87,266.2
88,266.2
89,266.2
90,266.2
91,266.2
92,266.2
93,266.2
94,266.2
95,266.2
96,266.2
97,266.2
98,266.2
99,266.2
100,266.2
101,266.2
102,266.2
103,266.2
104,266.2
105,266.2
106,266.2
107,266.2
108,266.2
109,266.2
110,266.2
111,266.2
112,266.2
113,266.2
114,266.2
115,266.2
116,266.2
117,266.2
118,266.2
119,266.2
120,266.2
121,266.2
122,266.2
123,266.2
124,266.2
125,266.2
126,266.2
127,266.2
128,266.2
129,266.2
130,266.2
131,266.2
132,266.2
133,266.2
134,266.2
135,266.2
136,266.2
137,266.2
138,266.2
139,266.2
140,266.2
141,266.2
142,266.2
143,266.2
144,266.2
145,266.2
146,266.2
147,266.2
148,266.2
149,266.2
150,266.2
151,266.2
152,266.2
153,266.2
154,266.2
155,266.2
156,266.2
157,266.2
158,266.2
159,266.2
160,266.2
161,266.2
162,266.2
163,266.2
164,266.2
165,266.2
166,266.2
167,266.2
168,266.2
169,266.2
170,266.2
171,266.2
172,266.2
173,266.2
174,266.2
175,266.2
176,266.2
177,266.2
178,266.2
179,266.2
180,266.2
181,266.2
182,266.2
183,266.2
184,266.2
185,266.2
186,266.2
187,266.2
188,266.2
189,266.2
190,266.2
191,266.2
192,266.2
193,266.2
194,266.2
195,266.2
196,266.2
197,266.2
198,266.2
199,281.247113
200,333.9029785
201,386.558844
202,407.8643982
203,415.9223816
204,422.2359985
205,415.9563782
206,409.6767639
207,409.5322937
208,414.5744568
209,419.6166138
210,413.2180969
211,406.3877686
212,402.7408386
213,404.1387756
214,405.5367066
215,403.9708923
216,401.7173462
217,402.0535706
218,410.6842895
219,419.3150208
220,422.925116
221,424.0143128
222,424.9556091
223,424.4885437
224,424.0214539
225,421.6700989
226,417.6197388
227,413.5693787
228,412.8772522
229,412.3316894
230,410.1657532
231,405.4867676
232,400.8077759
233,397.9341431
234,395.4372131
235,393.5587403
236,393.402594
237,393.2464416
238,392.1571838
239,390.6728821
240,389.0993957
241,386.9888855
242,384.8783936
243,388.1551392
244,395.2724976
245,402.0977112
246,398.2630188
247,394.4283386
248,389.8179993
249,384.3366699
250,378.8553284
251,381.4892212
252,384.8583069
253,384.2295899
254,376.6250733
255,369.020575
256,369.2585266
257,371.298053
258,372.1586792
259,369.7255127
260,367.2923401
261,365.8695435
262,364.8485901
263,364.9287231
264,370.4294373
265,375.9301575
266,377.6567078
267,377.1063171
268,376.7008118
269,377.9596008
270,379.2183899
271,377.2167419
272,372.4147949
273,367.612854
274,369.0140076
275,370.4318176
276,371.9222168
277,373.4984802
278,375.0747437
279,370.5540283
280,365.5070068
281,364.432135
282,369.7188354
283,375.0055359
284,378.8860352
285,382.5178528
286,383.9997009
287,380.8397461
288,377.6797791
289,378.3028503
290,379.9628113
291,381.7841675
292,384.0778381
293,386.3714966
294,387.57453
295,388.3659119
296,388.4805786
297,385.8674683
298,383.2543701
299,383.6265137
300,385.4488525
301,387.7432312
302,392.7377686
303,397.7323181
304,399.6993225
305,399.8579773
306,400.1829773
307,401.9291565
308,403.6753357
309,401.4730225
310,396.4696411
311,391.5773926
312,388.2398438
313,384.9022949
314,380.5143249
315,375.2665222
316,370.0818176
317,366.6607849
318,363.2397461
319,361.1440491
320,360.2683899
321,359.4165589
