Frequency,Density
0,158.8
1,158.8
2,158.8
3,158.8
4,158.8
5,158.8
6,158.8
7,158.8
8,158.8
9,158.8
10,158.8
11,158.8
12,158.8
13,158.8
14,158.8
15,158.8
16,158.8
17,158.8
18,158.8
19,158.8
20,158.8
21,158.8
22,158.8
23,158.8
24,158.8
25,158.8
26,158.8
27,158.8
28,158.8
29,158.8
30,158.8
31,158.8
32,158.8
33,158.8
34,158.8
35,158.8
36,158.8
37,158.8
38,158.8
39,158.8
40,158.8
41,158.8
42,158.8
43,158.8
44,158.8
45,158.8
46,158.8
47,158.8
48,158.8
49,158.8
50,158.8
51,158.8
52,158.8
53,158.8
54,158.8
55,158.8
56,158.8
57,158.8
58,158.8
59,158.8
60,158.8
61,158.8
62,158.8
63,158.8
64,158.8
65,158.8
66,158.8
67,158.8
68,158.8
69,158.8
70,158.8
71,158.8
72,158.8
73,158.8
74,158.8
75,158.8
76,158.8
77,158.8
78,158.8
79,158.8
80,158.8
81,158.8
82,158.8
83,158.8
84,158.8
85,158.8
86,158.8
87,158.8
88,158.8
89,158.8
90,158.8
91,158.8
92,158.8
93,158.8
94,158.8
95,158.8
96,158.8
97,158.8
98,158.8
99,158.8
100,158.8
101,158.8
102,158.8
103,158.8
104,158.8
105,158.8
106,158.8
107,158.8
108,158.8
109,158.8
110,158.8
111,158.8
112,158.8
113,158.8
114,158.8
115,158.8
116,158.8
117,158.8
118,158.8
119,158.8
120,158.8
121,158.8
122,158.8
123,158.8
124,158.8
125,158.8
126,158.8
127,158.8
128,158.8
129,158.8
130,158.8
131,158.8
132,158.8
133,158.8
134,158.8
135,158.8
136,158.8
137,158.8
138,158.8
139,158.8
140,158.8
141,158.8
142,158.8
143,158.8
144,158.8
145,158.8
146,158.8
147,158.8
148,158.8
149,158.8
150,158.8
151,158.8
152,158.8
153,158.8
154,158.8
155,158.8
156,158.8
157,158.8
158,158.8
159,158.8
160,158.8
161,158.8
162,158.8
163,158.8
164,158.8
165,158.8
166,158.8
167,158.8
168,158.8
169,158.8
170,158.8
171,158.8
172,158.8
173,158.8
174,158.8
175,158.8
176,158.8
177,158.8
178,158.8
179,158.8
180,158.8
181,158.8
182,158.8
183,158.8
184,158.8
185,158.8
186,158.8
187,158.8
188,158.8
189,158.8
190,158.8
191,158.8
192,158.8
193,158.8
194,158.8
195,158.8
196,158.8
197,158.8
198,158.8
199,173.8471191
200,226.5029816
201,279.158844
202,294.4187378
203,293.8763794
204,293.0415771
205,290.0955871
206,287.1495911
207,288.7424744
208,294.1724915
209,299.6025086
210,296.8082215
211,293.7035339
212,292.2206604
213,293.3079285
214,294.3952148
215,294.4738525
216,294.3184387
217,295.0695252
218,298.7239807
219,302.3784302
220,301.1656921
221,297.5090821
222,294.2591858
223,294.8819519
224,295.504718
225,295.3494446
226,294.4926392
227,293.6358337
228,294.8695312
229,296.1944641
230,295.5631714
231,291.8979614
232,288.2327637
233,284.8885498
234,281.6113403
235,278.8286865
236,277.4233429
237,276.0179962
238,274.1180969
239,272.0088318
240,270.0552612
241,269.039093
242,268.0229248
243,268.6502045
244,270.4491028
245,272.1248505
246,269.3075226
247,266.4902069
248,264.741803
249,264.1936645
250,263.6455322
251,264.8931671
252,266.3034821
253,265.8576386
254,262.1729736
255,258.4883148
256,256.332843
257,254.5286468
258,253.4896301
259,254.5884796
260,255.6873322
261,257.1237762
262,258.6944794
263,259.6550415
264,257.6119293
265,255.5687988
266,254.6528748
267,254.4169922
268,254.4394318
269,257.4290558
270,260.4186707
271,260.0637116
272,256.8361786
273,253.6086334
274,252.1074402
275,250.6108612
276,250.6666657
277,252.5581818
278,254.4496979
279,251.6236786
280,248.3904327
281,248.0985016
282,252.5172363
283,256.9359741
284,257.8012695
285,258.0381226
286,257.8248871
287,256.6398987
288,255.4549255
289,256.999176
290,259.2915039
291,261.5841644
292,263.877832
293,266.1715088
294,266.8
295,266.8
296,267.1147949
297,268.6984985
298,270.2822022
299,270.3200592
300,269.6069702
301,269.2595367
302,271.0036621
303,272.7477905
304,272.5060791
305,271.0782257
306,270.0328766
307,272.2552918
308,274.4777069
309,275.7252197
310,276.2811524
311,276.4448761
312,271.1207001
313,265.7965027
314,261.7385529
315,258.7170898
316,255.7890076
317,255.4707703
318,255.1525329
319,254.378244
320,253.1841614
321,251.9966888
322,251.5984253
323,251.2001587
324,250.3260528
325,248.9711578
326,247.6162628
327,249.2545837
328,250.9292572
329,252.2213623
330,253.0990906
331,253.9768158
332,252.0566895
333,250.060672
334,250.8343567
335,254.7488525
336,258.6633515
337,255.0199219
338,251.1031189
339,246.9259888
340,242.4469971
341,237.9680115
342,240.1108154
343,242.5116882
344,244.5421387
345,246.1436676
346,247.7451935
347,249.1928619
348,250.6350891
349,251.2117523
350,250.8108917
351,250.4100403
352,249.2268738
353,248.0236084
354,247.3613312
355,247.2810669
356,247.2007996
357,243.6220703
358,240.0079986
359,238.1196869
360,237.958963
361,237.8219665
362,239.8321472
363,241.842334
364,243.3476288
365,244.3935364
366,245.2937286
367,242.4761535
368,239.6585846
369,239.4250824
370,241.2777252
371,242.9716461
372,242.5686615
373,242.1656738
374,240.5752838
375,238.1559448
376,235.7979492
377,233.9420258
378,232.0861053
379,233.3847626
380,236.5336151
381,238.7791412
382,236.03237
383,233.2855988
384,230.9759155
385,228.8742035
386,227.200003
387,227.2
388,227.2
389,228.8557861
390,231.1218353
391,232.5689087
392,231.6781494
393,230.7873901
394,233.6710632
395,237.5603088
396,240.9553864
397,243.3065216
398,245.6576599
399,246.4158569
400,246.9025818
401,248.0839966
402,250.3567413
403,252.62948
404,251.2975128
405,249.6731781
406,251.468222
407,257.2380585
408,263.0152222
409,274.15513
410,285.2950317
411,299.0390198
412,314.9858032
413,329.6476257
414,330.2174866
415,330.7873535
416,321.7580444
417,307.0142883
418,292.6046448
419,279.8083069
420,267.0119781
421,256.2003723
422,246.1693023
423,238.2586731
424,236.218634
425,234.178598
426,233.9994903
427,234.2444397
428,234.1316772
429,233.3963959
430,232.6611114
431,230.8011627
432,228.8392487
433,228.5693298
434,230.2052185
435,231.7444702
436,229.5347229
437,227.3249695
438,227.3522522
439,228.9900696
440,230.2175781
441,228.9065552
442,227.595517
443,225.0243866
444,221.9088531
445,220.2584686
446,222.801593
447,225.3447083
448,226.0695526
449,226.3978943
450,225.3053497
451,221.9378998
452,218.5704437
453,220.5846161
454,222.8856933
455,224.5937408
456,225.7449616
457,226.3738037
458,221.2725281
459,216.1712555
460,212.7340057
461,210.1818603
462,208.7153961
463,211.0219208
464,213.3284454
465,213.8655731
466,213.9479981
467,213.421637
468,211.8546478
469,210.2876526
470,208.797699
471,207.3123047
472,208.0181702
473,210.7430053
474,213.1025482
475,212.1111176
476,211.1196808
477,210.7439881
478,210.661319
479,209.9805176
480,207.5817291
481,205.1829315
482,204.4522339
483,204.0384003
484,204.9234039
485,207.5734802
486,210.1955841
487,209.6983978
488,209.2012176
489,208.5064331
490,207.6773041
491,206.6202179
492,204.5461731
493,202.4721283
494,202.2564575
495,202.588501
496,203.1618439
497,204.1585632
498,205.1552796
499,203.1361175
500,200.9752838
501,202.3268677
502,206.567926
503,210.2597382
504,210.6757751
505,211.0918121
506,208.6125549
507,205.1157837
508,203.1094849
509,204.0258484
510,204.9422089
511,207.4210388
512,210.0050354
513,209.6308044
514,206.7116577
515,204.3980346
516,205.816742
517,207.2354492
518,202.8845093
519,196.5383026
520,193.7371521
521,197.5805511
522,201.4239471
523,200.6427368
524,199.6395172
525,202.3021789
526,207.8231384
527,212.2854919
528,211.6158935
529,210.946289
530,212.6981293
531,215.1268768
532,216.3691925
533,215.7825989
534,215.1720184
535,211.0634155
536,206.9548248
537,203.9398315
538,201.5906738
539,199.6602967
540,199.0726624
541,198.485022
542,199.8368896
543,201.5168457
544,201.6425934
545,200.0456909
546,198.9424164
547,202.5585968
548,206.1747803
549,206.2956421
550,205.0334412
551,204.1141968
552,203.8616058
553,203.609021
554,200.5129089
555,197.3115448
556,196.5473816
557,197.4746338
558,198.1265381
559,197.7891571
560,197.45177
561,197.3285553
562,197.2441589
563,196.7973816
564,195.9529205
565,195.3831879
566,197.0731079
567,198.763028
568,200.0775848
569,201.2612274
570,200.6646027
571,197.1115692
572,193.6246918
573,195.7408417
574,197.8569977
575,197.1161255
576,194.8293274
577,193.7360352
578,195.6004486
579,197.4648682
580,195.7910431
581,193.8407257
582,192.0345642
583,190.3376373
584,188.9640472
585,188.7942566
586,188.6244629
587,189.6179199
588,190.8071808
589,189.6522492
590,186.1673553
591,183.3136719
592,184.0791016
593,184.8445282
594,188.1194061
595,192.0339111
596,192.5646423
597,188.9032623
598,185.8333313
599,188.2188965
600,190.6044556
