Frequency,Density
0,230
1,230
2,230
3,230
4,230
5,230
6,230
7,230
8,230
9,230
10,230
11,230
12,230
13,230
14,230
15,230
16,230
17,230
18,230
19,230
20,230
21,230
22,230
23,230
24,230
25,230
26,230
27,230
28,230
29,230
30,230
31,230
32,230
33,230
34,230
35,230
36,230
37,230
38,230
39,230
40,230
41,230
42,230
43,230
44,230
45,230
46,230
47,230
48,230
49,230
50,230
51,230
52,230
53,230
54,230
55,230
56,230
57,230
58,230
59,230
60,230
61,230
62,230
63,230
64,230
65,230
66,230
67,230
68,230
69,230
70,230
71,230
72,230
73,230
74,230
75,230
76,230
77,230
78,230
79,230
80,230
81,230
82,230
83,230
84,230
85,230
86,230
87,230
88,230
89,230
90,230
91,230
92,230
93,230
94,230
95,230
96,230
97,230
98,230
99,230
100,230
101,230
102,230
103,230
104,230
105,230
106,230
107,230
108,230
109,230
110,230
111,230
112,230
113,230
114,230
115,230
116,230
117,230
118,230
119,230
120,230
121,230
122,230
123,230
124,230
125,230
126,230
127,230
128,230
129,230
130,230
131,230
132,230
133,230
134,230
135,230
136,230
137,230
138,230
139,230
140,230
141,230
142,230
143,230
144,230
145,230
146,230
147,230
148,230
149,230
150,230
151,230
152,230
153,230
154,230
155,230
156,230
157,230
158,230
159,230
160,230
161,230
162,230
163,230
164,230
165,230
166,230
167,230
168,230
169,230
170,230
171,230
172,230
173,230
174,230
175,230
176,230
177,230
178,230
179,230
180,230
181,230
182,230
183,230
184,230
185,230
186,230
187,230
188,230
189,230
190,230
191,230
192,230
193,230
194,230
195,230
196,230
197,230
198,230
199,248.3478979
200,312.5544968
201,376.761083
202,397.2403463
203,399.2419332
204,400.3082988
205,394.6230571
206,388.9378052
207,390.0464478
208,396.8986206
209,403.7507833
210,399.0137177
211,393.8392334
212,391.593099
213,393.9877217
214,396.3823242
215,396.4654083
216,396.0121104
217,397.5783997
218,405.6130066
219,413.6476135
220,413.7868042
221,409.9616292
222,406.6726329
223,408.489034
224,410.3054352
225,410.5522665
226,409.3839111
227,408.2155152
228,408.5400645
229,408.9297384
230,407.1540883
231,402.0202128
232,396.8863118
233,392.8258972
234,388.9894663
235,386.0463359
236,385.5908915
237,385.1354675
238,383.6735992
239,381.7856903
240,380.0182139
241,378.9759979
242,377.9337718
243,378.299057
244,379.6677857
245,380.9286703
246,378.254837
247,375.5809835
248,374.0437164
249,373.7826996
250,373.5216878
251,373.320399
252,373.1245219
253,370.5485128
254,363.8194377
255,357.0903676
256,357.4812266
257,359.5076803
258,360.7414042
259,359.7602895
260,358.7791647
261,360.7943726
262,364.0012411
263,366.456604
264,365.2123922
265,363.9681753
266,362.1922353
267,360.0954946
268,358.4187063
269,361.5656688
270,364.7126363
271,364.0492503
272,360.1132253
273,356.1772054
274,358.523351
275,360.8863526
276,361.4745382
277,359.9639587
278,358.4533641
279,355.7925618
280,353.032486
281,353.3806407
282,358.7067922
283,364.0329386
284,366.1191864
285,367.6324412
286,367.7288819
287,364.7664185
288,361.8039652
289,362.6142833
290,364.4586894
291,366.8237356
292,370.7124125
293,374.6011149
294,375.7145386
295,375.7804871
296,375.7546336
297,375.3586934
298,374.9627838
299,375.9443054
300,377.5949707
301,379.0196635
302,379.1517945
303,379.2839152
304,380.2024129
305,381.5906016
306,383.1660207
307,386.3408966
308,389.5157623
309,390.3300171
310,389.4696452
311,388.0571238
312,378.9186045
313,369.7800802
314,363.6991628
315,360.1211192
316,356.6483358
317,356.1179556
318,355.58756
319,356.1968689
320,357.8553264
321,359.4889679
322,358.1614075
323,356.8338674
324,355.3407491
325,353.6803385
326,352.019928
327,354.4293518
328,356.8882039
329,356.9217377
330,354.3284454
331,351.7351481
332,354.7111867
333,357.8382772
334,360.9974365
335,364.1929423
336,367.3884481
337,362.7427623
338,357.8134461
339,352.9445038
340,348.1455943
341,343.3466746
342,343.7443695
343,344.3445892
344,346.6766408
345,351.0141042
346,355.3515574
347,354.4682515
348,353.3999329
349,353.3039653
350,354.3061015
351,355.3082275
352,350.1846059
353,344.9035899
354,343.9711304
355,347.7168426
356,351.4625549
357,346.0005824
358,340.4456329
359,338.8714116
360,341.2822164
361,343.6725235
362,344.2085673
363,344.7446238
364,345.0702057
365,345.2042948
366,345.2346598
367,342.6183268
368,340.0020142
369,338.6476339
370,338.3120041
371,338.1512324
372,340.3004837
373,342.4497401
374,342.4626694
375,340.9841919
376,339.7252299
377,340.2631836
378,340.8011322
379,341.2544632
380,341.6581523
381,341.185112
382,335.8666
383,330.5480983
384,328.3768972
385,327.7032674
386,327.2626343
387,327.7344538
388,328.2062709
389,330.5509033
390,333.5857824
391,335.8858541
392,336.0883052
393,336.2907486
394,337.0264511
395,337.9042333
396,338.6953583
397,339.3034109
398,339.911466
399,341.2706782
400,342.7579066
