Frequency,Density
0,246.2
1,246.2
2,246.2
3,246.2
4,246.2
5,246.2
6,246.2
7,246.2
8,246.2
9,246.2
10,246.2
11,246.2
12,246.2
13,246.2
14,246.2
15,246.2
16,246.2
17,246.2
18,246.2
19,246.2
20,246.2
21,246.2
22,246.2
23,246.2
24,246.2
25,246.2
26,246.2
27,246.2
28,246.2
29,246.2
30,246.2
31,246.2
32,246.2
33,246.2
34,246.2
35,246.2
36,246.2
37,246.2
38,246.2
39,246.2
40,246.2
41,246.2
42,246.2
43,246.2
44,246.2
45,246.2
46,246.2
47,246.2
48,246.2
49,246.2
50,246.2
51,246.2
52,246.2
53,246.2
54,246.2
55,246.2
56,246.2
57,246.2
58,246.2
59,246.2
60,246.2
61,246.2
62,246.2
63,246.2
64,246.2
65,246.2
66,246.2
67,246.2
68,246.2
69,246.2
70,246.2
71,246.2
72,246.2
73,246.2
74,246.2
75,246.2
76,246.2
77,246.2
78,246.2
79,246.2
80,246.2
81,246.2
82,246.2
83,246.2
84,246.2
85,246.2
86,246.2
87,246.2
88,246.2
89,246.2
90,246.2
91,246.2
92,246.2
93,246.2
94,246.2
95,246.2
96,246.2
97,246.2
98,246.2
99,246.2
100,246.2
101,246.2
102,246.2
103,246.2
104,246.2
105,246.2
106,246.2
107,246.2
108,246.2
109,246.2
110,246.2
111,246.2
112,246.2
113,246.2
114,246.2
115,246.2
116,246.2
117,246.2
118,246.2
119,246.2
120,246.2
121,246.2
122,246.2
123,246.2
124,246.2
125,246.2
126,246.2
127,246.2
128,246.2
129,246.2
130,246.2
131,246.2
132,246.2
133,246.2
134,246.2
135,246.2
136,246.2
137,246.2
138,246.2
139,246.2
140,246.2
141,246.2
142,246.2
143,246.2
144,246.2
145,246.2
146,246.2
147,246.2
148,246.2
149,246.2
150,246.2
151,246.2
152,246.2
153,246.2
154,246.2
155,246.2
156,246.2
157,246.2
158,246.2
159,246.2
160,246.2
161,246.2
162,246.2
163,246.2
164,246.2
165,246.2
166,246.2
167,246.2
168,246.2
169,246.2
170,246.2
171,246.2
172,246.2
173,246.2
174,246.2
175,246.2
176,246.2
177,246.2
178,246.2
179,246.2
180,246.2
181,246.2
182,246.2
183,246.2
184,246.2
185,246.2
186,246.2
187,246.2
188,246.2
189,246.2
190,246.2
191,246.2
192,246.2
193,246.2
194,246.2
195,246.2
196,246.2
197,246.2
198,246.2
199,262.442041
200,319.2793884
201,376.1167542
202,394.63396
203,396.958374
204,398.2548645
205,392.130304
206,386.0057312
207,383.5362793
208,384.1568542
209,384.7774292
210,385.1739746
211,385.5620605
212,387.2121887
213,390.8623535
214,394.5125183
215,391.100293
216,386.0492249
217,384.0685608
218,391.9217468
219,399.7749267
220,402.8143494
221,403.4367554
222,404.0221924
223,404.2557312
224,404.48927
225,404.6409546
226,404.7188538
227,404.7967407
228,404.2772644
229,403.7316834
230,399.7315124
231,390.3735229
232,381.0155579
233,380.0455811
234,380.8258728
235,382.4726807
236,386.5325745
237,390.5924621
238,386.7505432
239,379.5634216
240,373.2441223
241,372.1497925
242,371.0554566
243,371.284906
244,372.4581055
245,373.5812134
246,372.8768799
247,372.1725586
248,369.5868652
249,364.8885681
250,360.1902832
251,362.5300171
252,365.5073486
253,366.0290771
254,362.2660156
255,358.5029602
256,358.6930481
257,359.7912537
258,359.1311767
259,353.5584229
260,347.985675
261,349.6589478
262,354.2139954
263,357.9601929
264,357.7244507
265,357.4887024
266,355.4383484
267,352.2932251
268,349.5638184
269,351.6093506
270,353.6548828
271,353.3718933
272,351.0890015
273,348.8061096
274,349.4284546
275,350.0585816
276,351.3749939
277,353.5029541
278,355.6309143
279,351.5895935
280,347.0157348
281,347.5363342
282,356.2159973
283,364.8956665
284,366.4683472
285,366.7841614
286,364.7493225
287,357.6394226
288,350.5295227
289,354.7077576
290,361.9799316
291,367.6820129
292,368.7893005
293,369.8965882
294,370.7170776
295,371.4293274
296,372.1888733
297,373.1390991
298,374.089325
299,373.2801331
300,371.616272
301,370.7662659
302,374.571637
303,378.377002
304,380.3959412
305,381.3478455
306,382.4328735
307,384.6552979
308,386.8776978
309,383.061084
310,374.960376
311,367.2674866
312,365.2808594
313,363.29422
314,359.3831543
315,353.8968262
316,348.6027527
317,348.6823059
318,348.7618591
319,350.6237976
320,354.1264648
321,357.5761597
322,354.708667
323,351.841156
324,349.2899658
325,347.058374
326,344.8267822
327,346.4545837
328,348.1292664
329,348.7318604
330,348.1733094
331,347.6147461
332,349.1546509
333,350.7514587
334,352.049231
335,353.0078857
336,353.9665405
337,350.7599365
338,347.4026733
339,346.2666504
340,347.7063171
341,349.14599
342,347.7364868
343,346.2159363
344,346.2163635
345,347.9780334
346,349.7397095
347,351.8892944
348,354.0526306
349,354.3716858
350,352.6079285
351,350.8441833
352,347.6716553
353,344.4629394
354,344.30802
355,347.4383667
356,350.5687073
357,347.4991272
358,344.3669373
359,341.3944641
360,338.5818665
361,335.7841797
362,334.336853
363,332.8895264
364,334.9381409
365,340.1676941
366,345.0633606
367,341.4407715
368,337.8181762
369,337.3587891
370,339.4530762
371,341.5247681
372,343.2979065
373,345.0710388
374,345.6575317
375,345.4155945
376,345.2087891
377,345.2894775
378,345.370166
379,344.4839539
380,343.0306396
381,340.9830444
382,335.6510742
383,330.3191101
384,327.668866
385,326.2946716
386,325.0519287
387,324.3239868
388,323.5960449
389,324.9375183
390,327.0416992
391,329.020166
392,330.6397339
393,332.2592896
394,332.1521423
395,331.5849609
396,332.5023804
397,336.556073
398,340.6097534
399,344.873407
400,349.1728516
401,350.6002869
402,347.5158508
403,344.4314148
404,345.5522217
405,347.0141419
406,348.9650024
407,351.4842163
408,354.0174438
409,366.7836121
410,379.5497803
411,388.5735168
412,394.4315186
413,399.5006775
414,395.9186707
415,392.3366699
416,388.9065185
417,385.5667663
418,380.9821899
419,370.386499
420,359.7908142
421,350.8881165
422,342.6512207
423,336.859845
424,337.8390564
425,338.8182739
426,340.4629272
427,342.2592224
428,342.475769
429,339.9431335
430,337.4105041
431,336.6003845
432,335.9464111
433,335.792334
434,336.2013062
435,336.6102844
436,337.0194946
437,337.4287048
438,335.4098206
439,331.6428345
440,328.6622314
441,330.5468323
442,332.4314392
443,328.1334839
