Frequency,Density
0,213.6
1,213.6
2,213.6
3,213.6
4,213.6
5,213.6
6,213.6
7,213.6
8,213.6
9,213.6
10,213.6
11,213.6
12,213.6
13,213.6
14,213.6
15,213.6
16,213.6
17,213.6
18,213.6
19,213.6
20,213.6
21,213.6
22,213.6
23,213.6
24,213.6
25,213.6
26,213.6
27,213.6
28,213.6
29,213.6
30,213.6
31,213.6
32,213.6
33,213.6
34,213.6
35,213.6
36,213.6
37,213.6
38,213.6
39,213.6
40,213.6
41,213.6
42,213.6
43,213.6
44,213.6
45,213.6
46,213.6
47,213.6
48,213.6
49,213.6
50,213.6
51,213.6
52,213.6
53,213.6
54,213.6
55,213.6
56,213.6
57,213.6
58,213.6
59,213.6
60,213.6
61,213.6
62,213.6
63,213.6
64,213.6
65,213.6
66,213.6
67,213.6
68,213.6
69,213.6
70,213.6
71,213.6
72,213.6
73,213.6
74,213.6
75,213.6
76,213.6
77,213.6
78,213.6
79,213.6
80,213.6
81,213.6
82,213.6
83,213.6
84,213.6
85,213.6
86,213.6
87,213.6
88,213.6
89,213.6
90,213.6
91,213.6
92,213.6
93,213.6
94,213.6
95,213.6
96,213.6
97,213.6
98,213.6
99,213.6
100,213.6
101,213.6
102,213.6
103,213.6
104,213.6
105,213.6
106,213.6
107,213.6
108,213.6
109,213.6
110,213.6
111,213.6
112,213.6
113,213.6
114,213.6
115,213.6
116,213.6
117,213.6
118,213.6
119,213.6
120,213.6
121,213.6
122,213.6
123,213.6
124,213.6
125,213.6
126,213.6
127,213.6
128,213.6
129,213.6
130,213.6
131,213.6
132,213.6
133,213.6
134,213.6
135,213.6
136,213.6
137,213.6
138,213.6
139,213.6
140,213.6
141,213.6
142,213.6
143,213.6
144,213.6
145,213.6
146,213.6
147,213.6
148,213.6
149,213.6
150,213.6
151,213.6
152,213.6
153,213.6
154,213.6
155,213.6
156,213.6
157,213.6
158,213.6
159,213.6
160,213.6
161,213.6
162,213.6
163,213.6
164,213.6
165,213.6
166,213.6
167,213.6
168,213.6
169,213.6
170,213.6
171,213.6
172,213.6
173,213.6
174,213.6
175,213.6
176,213.6
177,213.6
178,213.6
179,213.6
180,213.6
181,213.6
182,213.6
183,213.6
184,213.6
185,213.6
186,213.6
187,213.6
188,213.6
189,213.6
190,213.6
191,213.6
192,213.6
193,213.6
194,213.6
195,213.6
196,213.6
197,213.6
198,213.6
199,228.8683991
200,282.2986084
201,335.7288269
202,355.7393677
203,361.6278931
204,365.6587036
205,356.2780395
206,346.8973816
207,344.5756531
208,348.2215271
209,351.8674011
210,349.9805542
211,347.8848816
212,346.6901428
213,346.9231262
214,347.1561157
215,346.3169922
216,345.2290588
217,345.7690552
218,351.5228638
219,357.2766846
220,361.0645813
221,363.8653747
222,365.9117126
223,360.7738953
224,355.6360779
225,353.8553467
226,355.1016174
227,356.3478821
228,356.4746765
229,356.5526184
230,354.7351807
231,349.9782166
232,345.2212341
233,342.0113465
234,339.1242737
235,337.1237671
236,337.5922241
237,338.0606689
238,337.2669495
239,335.9388977
240,334.0874511
241,329.0847656
242,324.0820984
243,323.1871826
244,325.2207153
245,327.2167053
246,327.8427673
247,328.4688354
248,327.4352295
249,324.5379517
250,321.6406738
251,321.2563171
252,321.0996155
253,318.829364
254,312.8711914
255,306.913031
256,307.8412659
257,310.3514404
258,311.9310608
259,310.9106995
260,309.890332
261,308.307666
262,306.5013367
263,305.4908935
264,308.3984192
265,311.3059448
266,312.4490417
267,312.5276733
268,312.7008118
269,313.9596009
270,315.218396
271,314.2754578
272,311.4415161
273,308.6075928
274,309.3855591
275,310.17323
276,311.6833313
277,314.0477295
278,316.4121216
279,312.5347778
280,308.1186401
281,307.3411438
282,312.3911194
283,317.4411072
284,317.3278626
285,316.301477
286,315.6250061
287,315.7040039
288,315.7830078
289,318.0334656
290,320.8791077
291,321.9525329
292,317.8397522
293,313.7269653
294,318.5751587
295,326.8055664
296,333.5574036
297,334.3492554
298,335.1411011
299,332.7336609
300,328.7720703
301,325.6713379
302,327.4947388
303,329.3181397
304,332.5824158
305,336.7073303
306,340.4998047
307,341.4522705
308,342.4047241
309,340.0124023
310,335.247284
311,330.5455811
312,326.73125
313,322.9169006
314,317.9645386
315,312.0806458
316,306.421991
317,307.0584595
318,307.694928
319,307.875647
320,307.6368347
321,307.3960266
322,306.918103
323,306.4401917
324,305.2088928
325,303.2164002
326,301.2239075
327,301.5151611
328,301.8341431
329,302.2681396
330,302.8267029
331,303.3852539
332,304.0218567
333,304.6605835
334,306.1979431
335,308.7543518
336,311.3107544
337,307.1570617
338,302.7606384
