,"Scan 00913"
"400","12119.29"
"401","12113.32"
"402","12083.29"
"403","12052.4"
"404","12043.67"
"405","12076.37"
"406","12138.44"
"407","12202.04"
"408","12239.39"
"409","12225.39"
"410","12166.91"
"411","12093.02"
"412","12033.02"
"413","12014.8"
"414","12040.94"
"415","12090.47"
"416","12141.65"
"417","12173.31"
"418","12178.62"
"419","12168.33"
"420","12154.22"
"421","12147.86"
"422","12152.63"
"423","12158.72"
"424","12155.21"
"425","12131.33"
"426","12084.6"
"427","12029.9"
"428","11984.17"
"429","11964.24"
"430","11979.83"
"431","12021.69"
"432","12077.51"
"433","12135.03"
"434","12183.6"
"435","12217.82"
"436","12233.44"
"437","12226.25"
"438","12194.53"
"439","12147.38"
"440","12096.8"
"441","12054.72"
"442","12031"
"443","12024.46"
"444","12030.22"
"445","12043.41"
"446","12059.3"
"447","12073.7"
"448","12082.68"
"449","12082.32"
"450","12069.49"
"451","12047.25"
"452","12021.68"
"453","11998.85"
"454","11984.24"
"455","11977.8"
"456","11976.29"
"457","11976.45"
"458","11975.34"
"459","11973.46"
"460","11973.56"
"461","11978.43"
"462","11990.26"
"463","12002.85"
"464","12003.78"
"465","11980.51"
"466","11921.82"
"467","11836.92"
"468","11752.02"
"469","11693.72"
"470","11687.02"
"471","11728.9"
"472","11790.63"
"473","11842.76"
"474","11857.1"
"475","11831.18"
"476","11787.98"
"477","11751.46"
"478","11744.65"
"479","11771.09"
"480","11813.59"
"481","11854.09"
"482","11875.04"
"483","11870.53"
"484","11847.66"
"485","11814.18"
"486","11777.72"
"487","11743.68"
"488","11714.88"
"489","11693.97"
"490","11683.5"
"491","11682.26"
"492","11684.65"
"493","11684.82"
"494","11677.01"
"495","11657.51"
"496","11625.07"
"497","11578.59"
"498","11517.17"
"499","11446.83"
"500","11381.93"
"501","11337.23"
"502","11326.88"
"503","11347.87"
"504","11376.86"
"505","11389.44"
"506","11362.06"
"507","11293.18"
"508","11206.62"
"509","11127.5"
"510","11080.12"
"511","11070.16"
"512","11082.74"
"513","11101.97"
"514","11112.41"
"515","11107.49"
"516","11089.96"
"517","11062.96"
"518","11029.73"
"519","10995.02"
"520","10965.14"
"521","10946.41"
"522","10944.71"
"523","10958.34"
"524","10978.71"
"525","10997.02"
"526","11004.82"
"527","10998.38"
"528","10977.86"
"529","10943.53"
"530","10896.2"
"531","10844.37"
"532","10802.16"
"533","10783.76"
"534","10801.49"
"535","10846.55"
"536","10896.42"
"537","10928.48"
"538","10922.72"
"539","10883.99"
"540","10831.16"
"541","10783.2"
"542","10756.99"
"543","10753.33"
"544","10765.21"
"545","10785.62"
"546","10808.08"
"547","10829.53"
"548","10848.32"
"549","10862.83"
"550","10871.28"
"551","10871.22"
"552","10859.94"
"553","10834.76"
"554","10795.2"
"555","10750.38"
"556","10712.04"
"557","10691.83"
"558","10697.57"
"559","10723.67"
"560","10761.67"
"561","10803.17"
"562","10839.64"
"563","10862.22"
"564","10862.02"
"565","10830.26"
"566","10769.01"
"567","10703.63"
"568","10662.44"
"569","10673.27"
"570","10740.27"
"571","10827.86"
"572","10896.82"
"573","10908.87"
"574","10856.33"
"575","10771.18"
"576","10687.96"
"577","10639.94"
"578","10635.46"
"579","10657.95"
"580","10689.84"
"581","10714.34"
"582","10725.42"
"583","10725.22"
"584","10716.07"
"585","10700.45"
"586","10682.57"
"587","10667.56"
"588","10660.58"
"589","10665.54"
"590","10678.4"
"591","10691.82"
"592","10698.47"
"593","10693.09"
"594","10679.81"
"595","10665.51"
"596","10657.02"
"597","10659.3"
"598","10671.37"
"599","10691.06"
"600","10716.19"
"601","10742.77"
"602","10762.75"
"603","10767.56"
"604","10748.78"
"605","10705.94"
"606","10650.67"
"607","10595.6"
"608","10553.13"
"609","10530.6"
"610","10530.01"
"611","10553.09"
"612","10600.75"
"613","10662.77"
"614","10720.76"
"615","10756.21"
"616","10753.57"
"617","10721.41"
"618","10680.15"
"619","10650.22"
"620","10647.21"
"621","10662.1"
"622","10678.08"
"623","10678.4"
"624","10652.54"
"625","10609.87"
"626","10563.7"
"627","10527.24"
"628","10508.94"
"629","10507.64"
"630","10521.04"
"631","10546.76"
"632","10579.49"
"633","10610.12"
"634","10629.32"
"635","10628.47"
"636","10610.8"
"637","10589.27"
"638","10577.09"
"639","10585.59"
"640","10610.15"
"641","10637.88"
"642","10655.88"
"643","10654.09"
"644","10636.5"
"645","10611.44"
"646","10587.21"
"647","10570.44"
"648","10563"
"649","10565.94"
"650","10580.26"
"651","10604.54"
"652","10633.28"
"653","10660.62"
"654","10680.87"
"655","10692.52"
"656","10698.28"
"657","10701.04"
"658","10703.49"
"659","10706.38"
"660","10709.27"
"661","10711.73"
"662","10713.32"
"663","10713.85"
"664","10713.15"
"665","10711.1"
"666","10707.53"
"667","10702.23"
"668","10695.01"
"669","10685.68"
"670","10676.02"
"671","10671"
"672","10675.89"
"673","10695.48"
"674","10725.52"
"675","10753.3"
"676","10765.84"
"677","10752.28"
"678","10720.27"
"679","10687.1"
"680","10670.05"
"681","10681.32"
"682","10710.93"
"683","10742.84"
"684","10761.12"
"685","10757.34"
"686","10739.92"
"687","10719.5"
"688","10706.57"
"689","10706.96"
"690","10720.94"
"691","10748.45"
"692","10788.87"
"693","10835.02"
"694","10875.52"
"695","10898.98"
"696","10896.79"
"697","10875.1"
"698","10844.87"
"699","10816.99"
"700","10799.23"
"701","10791.43"
"702","10792.18"
"703","10800.05"
"704","10812.76"
"705","10826.95"
"706","10839.17"
"707","10846.33"
"708","10849.31"
"709","10851.62"
"710","10856.82"
"711","10866.96"
"712","10876.67"
"713","10878.14"
"714","10863.61"
"715","10830.94"
"716","10791.22"
"717","10757.43"
"718","10742.22"
"719","10749.65"
"720","10773.84"
"721","10808.38"
"722","10846.83"
"723","10882.12"
"724","10906.83"
"725","10913.58"
"726","10898.43"
"727","10871.64"
"728","10847.05"
"729","10838.44"
"730","10852.04"
"731","10880.29"
"732","10914.18"
"733","10944.89"
"734","10966.81"
"735","10977.14"
"736","10973.17"
"737","10953.58"
"738","10926.07"
"739","10901.93"
"740","10892.42"
"741","10903.56"
"742","10927.18"
"743","10952.74"
"744","10969.91"
"745","10975.21"
"746","10973.42"
"747","10969.81"
"748","10969.25"
"749","10972.67"
"750","10978.93"
"751","10986.82"
"752","10995.47"
"753","11005.25"
"754","11016.77"
"755","11030.67"
"756","11048.19"
"757","11071.48"
"758","11102.79"
"759","11143.9"
"760","11191.29"
"761","11237.76"
"762","11276.09"
"763","11299.86"
"764","11306.28"
"765","11293.56"
"766","11259.98"
"767","11209.23"
"768","11154.66"
"769","11110.58"
"770","11090.47"
"771","11095.56"
"772","11117.82"
"773","11148.99"
"774","11181.74"
"775","11213.19"
"776","11241.83"
"777","11266.13"
"778","11285.14"
"779","11298.95"
"780","11307.74"
"781","11311.94"
"782","11315.62"
"783","11325.61"
"784","11348.84"
"785","11388.87"
"786","11433.12"
"787","11464.15"
"788","11464.7"
"789","11430.79"
"790","11382.25"
"791","11341.42"
"792","11329.17"
"793","11347.59"
"794","11385.19"
"795","11430.21"
"796","11472.56"
"797","11509.19"
"798","11539"
"799","11560.87"
"800","11574.35"
"801","11579.98"
"802","11578.44"
"803","11570.28"
"804","11555.21"
"805","11532.42"
"806","11501.08"
"807","11463.48"
"808","11432.64"
"809","11423.91"
"810","11452.17"
"811","11516.46"
"812","11595.93"
"813","11668.5"
"814","11714.59"
"815","11734.19"
"816","11736.47"
"817","11730.65"
"818","11722.71"
"819","11710.46"
"820","11690.43"
"821","11659.52"
"822","11622"
"823","11588.89"
"824","11571.51"
"825","11578.8"
"826","11607.62"
"827","11650.84"
"828","11701.35"
"829","11751.09"
"830","11790.35"
"831","11809.29"
"832","11799.69"
"833","11771.49"
"834","11745.83"
"835","11744.05"
"836","11777.61"
"837","11826.29"
"838","11863.52"
"839","11863.63"
"840","11825.06"
"841","11772.63"
"842","11732.43"
"843","11725.66"
"844","11743.77"
"845","11767.13"
"846","11776.25"
"847","11764.88"
"848","11751.44"
"849","11757.02"
"850","11800.28"
"851","11871.94"
"852","11944.92"
"853","11991.86"
"854","11995.31"
"855","11969.05"
"856","11933"
"857","11906.58"
"858","11896.65"
"859","11897.3"
"860","11902.02"
"861","11905.8"
"862","11911.56"
"863","11924.82"
"864","11951"
"865","11988.51"
"866","12024.74"
"867","12046.07"
"868","12040.97"
"869","12015.98"
"870","11986.94"
"871","11969.79"
"872","11975.87"
"873","12005.56"
"874","12057.61"
"875","12130.09"
"876","12211.32"
"877","12282.17"
