,"Scan 01049"
"400","11640.87"
"401","11606.47"
"402","11581.73"
"403","11564.09"
"404","11551.03"
"405","11540.19"
"406","11530.76"
"407","11522.72"
"408","11516.02"
"409","11510.73"
"410","11508.05"
"411","11509.98"
"412","11518.52"
"413","11535.49"
"414","11559.13"
"415","11584.38"
"416","11606.1"
"417","11619.3"
"418","11623.45"
"419","11623.53"
"420","11624.81"
"421","11632.44"
"422","11645.64"
"423","11654.17"
"424","11646.94"
"425","11613.05"
"426","11551.54"
"427","11482.23"
"428","11427.39"
"429","11409.15"
"430","11438.18"
"431","11494.64"
"432","11553.69"
"433","11590.7"
"434","11589.08"
"435","11559.73"
"436","11519.37"
"437","11484.61"
"438","11468.95"
"439","11472.62"
"440","11492.24"
"441","11524.45"
"442","11565.08"
"443","11605.37"
"444","11635.09"
"445","11644.05"
"446","11624.44"
"447","11584.04"
"448","11537.01"
"449","11497.44"
"450","11477.53"
"451","11474.43"
"452","11477.89"
"453","11477.71"
"454","11464.74"
"455","11439.92"
"456","11410.01"
"457","11381.79"
"458","11361.4"
"459","11348.1"
"460","11336.54"
"461","11321.34"
"462","11297.51"
"463","11264.86"
"464","11226.89"
"465","11187.11"
"466","11149.16"
"467","11118.65"
"468","11102.86"
"469","11109.05"
"470","11143.77"
"471","11199.4"
"472","11255.44"
"473","11291.03"
"474","11286.39"
"475","11243.66"
"476","11186.68"
"477","11140.08"
"478","11127.49"
"479","11149.7"
"480","11183.4"
"481","11204.22"
"482","11188.7"
"483","11134.88"
"484","11064.82"
"485","11001.73"
"486","10968.06"
"487","10967.28"
"488","10980.84"
"489","10989.04"
"490","10972.78"
"491","10928.64"
"492","10871.87"
"493","10818.76"
"494","10785"
"495","10771.4"
"496","10760.7"
"497","10734.7"
"498","10675.81"
"499","10584.49"
"500","10482.88"
"501","10394.29"
"502","10341.32"
"503","10327.71"
"504","10334.8"
"505","10342.73"
"506","10332.2"
"507","10297.16"
"508","10246.91"
"509","10191.51"
"510","10140.86"
"511","10100.67"
"512","10072.05"
"513","10055.88"
"514","10052.86"
"515","10058.9"
"516","10065.02"
"517","10061.98"
"518","10041.01"
"519","10001.25"
"520","9949.63"
"521","9893.359"
"522","9839.509"
"523","9793.081"
"524","9757.225"
"525","9734.994"
"526","9729.048"
"527","9735.587"
"528","9745.53"
"529","9749.69"
"530","9739.661"
"531","9717.378"
"532","9692.381"
"533","9674.329"
"534","9671.934"
"535","9683.2"
"536","9699.187"
"537","9710.88"
"538","9709.926"
"539","9694.054"
"540","9664.441"
"541","9622.302"
"542","9569.852"
"543","9517.567"
"544","9479.906"
"545","9471.271"
"546","9502.254"
"547","9558.313"
"548","9614.712"
"549","9646.793"
"550","9635.345"
"551","9590.184"
"552","9530.883"
"553","9476.932"
"554","9443.593"
"555","9427.935"
"556","9422.069"
"557","9418.146"
"558","9410.771"
"559","9403.024"
"560","9399.82"
"561","9406.047"
"562","9423.272"
"563","9444.014"
"564","9459.272"
"565","9460.122"
"566","9443.227"
"567","9417.221"
"568","9392.258"
"569","9378.352"
"570","9378.368"
"571","9383.21"
"572","9382.681"
"573","9366.87"
"574","9335.53"
"575","9300.947"
"576","9276.198"
"577","9273.79"
"578","9294.292"
"579","9326.364"
"580","9358.188"
"581","9378.563"
"582","9384.524"
"583","9379.353"
"584","9366.474"
"585","9349.239"
"586","9330.397"
"587","9312.349"
"588","9297.481"
"589","9287.645"
"590","9281.103"
"591","9274.658"
"592","9265.121"
"593","9250.62"
"594","9235.384"
"595","9225.402"
"596","9226.644"
"597","9242.107"
"598","9265.35"
"599","9288.041"
"600","9301.909"
"601","9301.927"
"602","9290.201"
"603","9269.796"
"604","9243.749"
"605","9214.595"
"606","9184.101"
"607","9153.961"
"608","9125.934"
"609","9103.588"
"610","9092.431"
"611","9098.041"
"612","9125.011"
"613","9164.334"
"614","9197.062"
"615","9204.072"
"616","9169.73"
"617","9106.701"
"618","9041.557"
"619","9000.872"
"620","9004.722"
"621","9040.24"
"622","9084.094"
"623","9113.023"
"624","9111.246"
"625","9086.684"
"626","9051.97"
"627","9019.656"
"628","8997.511"
"629","8983.698"
"630","8975.248"
"631","8969.235"
"632","8964.774"
"633","8963.579"
"634","8967.533"
"635","8978.36"
"636","8995.131"
"637","9014.746"
"638","9034.04"
"639","9049.913"
"640","9059.624"
"641","9060.639"
"642","9050.426"
"643","9027.801"
"644","8998.224"
"645","8969.198"
"646","8948.205"
"647","8940.541"
"648","8945.3"
"649","8960.47"
"650","8984.02"
"651","9011.772"
"652","9035.92"
"653","9048.326"
"654","9041.217"
"655","9014.899"
"656","8977.87"
"657","8938.959"
"658","8906.782"
"659","8887.904"
"660","8887.644"
"661","8911.293"
"662","8960.762"
"663","9019.453"
"664","9064.459"
"665","9072.952"
"666","9034.38"
"667","8974.519"
"668","8925.783"
"669","8920.172"
"670","8966.73"
"671","9036.849"
"672","9098.499"
"673","9121.093"
"674","9101.731"
"675","9063.284"
"676","9029.554"
"677","9021.512"
"678","9035.727"
"679","9056.102"
"680","9066.474"
"681","9054.993"
"682","9028.529"
"683","8999.047"
"684","8978.453"
"685","8972.869"
"686","8975.527"
"687","8977.912"
"688","8971.785"
"689","8956.835"
"690","8942.232"
"691","8937.681"
"692","8951.839"
"693","8981.48"
"694","9015.764"
"695","9043.748"
"696","9056.437"
"697","9054.945"
"698","9043.689"
"699","9027.076"
"700","9009.48"
"701","8995.218"
"702","8988.589"
"703","8993.77"
"704","9010.76"
"705","9034.209"
"706","9058.429"
"707","9077.993"
"708","9090.429"
"709","9095.222"
"710","9091.89"
"711","9080.66"
"712","9065.441"
"713","9051.306"
"714","9043.308"
"715","9043.661"
"716","9047.894"
"717","9050.571"
"718","9046.456"
"719","9035.818"
"720","9025.265"
"721","9021.736"
"722","9031.252"
"723","9050.917"
"724","9072.819"
"725","9089.009"
"726","9093.705"
"727","9090.024"
"728","9083.354"
"729","9079.039"
"730","9079.854"
"731","9083.831"
"732","9088.51"
"733","9091.546"
"734","9092.766"
"735","9093.874"
"736","9096.643"
"737","9102.145"
"738","9106.993"
"739","9106.03"
"740","9094.097"
"741","9070.407"
"742","9045.981"
"743","9033.801"
"744","9046.459"
"745","9084.032"
"746","9131.476"
"747","9172.862"
"748","9193.654"
"749","9192.221"
"750","9174.015"
"751","9144.549"
"752","9110.352"
"753","9081.661"
"754","9069.552"
"755","9084.91"
"756","9128.076"
"757","9183.234"
"758","9233.212"
"759","9262.094"
"760","9269.309"
"761","9264.666"
"762","9258.158"
"763","9258.15"
"764","9265.75"
"765","9280.046"
"766","9300.11"
"767","9323.393"
"768","9344.476"
"769","9357.641"
"770","9357.667"
"771","9346.401"
"772","9331.051"
"773","9318.945"
"774","9316.04"
"775","9321.581"
"776","9332.767"
"777","9346.809"
"778","9362.24"
"779","9380.049"
"780","9401.498"
"781","9427.61"
"782","9455.879"
"783","9481.065"
"784","9497.874"
"785","9502.42"
"786","9497.662"
"787","9488.619"
"788","9480.289"
"789","9475.48"
"790","9473.111"
"791","9471.689"
"792","9469.832"
"793","9467.59"
"794","9466.048"
"795","9466.308"
"796","9469.174"
"797","9474.164"
