Frequent,Density
-31.722347,12429
-29.886687,14637
-28.051868,16924
-26.217889,19469
-24.384749,23216
-22.552448,26320
-20.720985,30389
-18.890361,34769
-17.060575,36585
-15.231626,44645
-13.403514,42287
-11.576239,47126
-9.749799,47332
-7.924195,45251
-6.099426,36793
-4.275492,36398
-2.452392,40922
-0.630127,36455
1.191306,33316
3.011906,32167
4.831672,37744
6.650607,40548
8.46871,31738
10.285982,25847
12.102423,23368
13.918034,20760
15.732815,19603
17.546766,19610
19.359888,17880
21.172181,15987
22.983647,13149
24.794284,11580
26.604094,11132
28.413077,9953
30.221233,8693
32.028563,6999
33.835068,5683
35.640747,5027
37.445602,4711
39.249632,4567
41.052838,4389
42.855221,4294
44.656781,4087
46.457517,3718
48.257432,3687
50.056525,3358
51.854796,3190
53.652246,3424
55.448876,3254
57.244685,3412
59.039675,3402
60.833846,3728
62.627197,3805
64.41973,4026
66.211446,4167
68.002343,4270
69.792423,4281
71.581687,4751
73.370134,4680
75.157765,5034
76.944581,5924
78.730581,6420
80.515767,7356
82.300139,7865
84.083697,9376
85.866441,10413
87.648372,11233
89.429491,12805
91.209797,14454
92.989292,16675
94.767976,19354
96.545848,22720
98.32291,26800
100.099162,32620
101.874604,27607
103.649237,31726
105.423061,31744
107.196077,36747
108.968284,35400
110.739684,34556
112.510277,32800
114.280063,32643
116.049042,32034
117.817216,35979
119.584584,43113
121.351147,38451
123.116905,36594
124.881859,37764
126.646009,28738
128.409356,41653
130.171899,40630
131.93364,38072
133.694578,27369
135.454715,34544
137.21405,33171
138.972584,29238
140.730317,43647
142.48725,36133
144.243384,25461
145.998718,34870
147.753252,29012
149.506989,34994
151.259927,36465
153.012067,42841
154.76341,33216
156.513956,40077
158.263705,35952
160.012659,36575
161.760816,30163
163.508178,36319
165.254745,33483
167.000518,36985
168.745496,38284
170.489681,35412
172.233072,35938
173.975671,42752
175.717476,28269
177.45849,37069
179.198712,29581
180.938142,35836
182.676782,29857
184.414631,37003
186.15169,33935
187.887959,28729
189.623439,39849
191.35813,30755
193.092032,34892
194.825147,33750
196.557473,33135
198.289012,34933
