Wave shift,Intensity
-31.722347,9663
-29.886687,11000
-28.051868,12331
-26.217889,14116
-24.384749,16681
-22.552448,18552
-20.720985,21338
-18.890361,23802
-17.060575,26930
-15.231626,30736
-13.403514,35220
-11.576239,41159
-9.749799,47872
-7.924195,45653
-6.099426,37567
-4.275492,37168
-2.452392,41508
-0.630127,37150
1.191306,33972
3.011906,33137
4.831672,38586
6.650607,41362
8.46871,25255
10.285982,21519
12.102423,19890
13.918034,17761
15.732815,16605
17.546766,16455
19.359888,15826
21.172181,13399
22.983647,11118
24.794284,9738
26.604094,8922
28.413077,8799
30.221233,7819
32.028563,6201
33.835068,5435
35.640747,4657
37.445602,4190
39.249632,4168
41.052838,3739
42.855221,3712
44.656781,3511
46.457517,3623
48.257432,3474
50.056525,3418
51.854796,4052
53.652246,3282
55.448876,3288
57.244685,3493
59.039675,3647
60.833846,3874
62.627197,3955
64.41973,4052
66.211446,3883
68.002343,4255
69.792423,4667
71.581687,4577
73.370134,5080
75.157765,5306
76.944581,6249
78.730581,6673
80.515767,7498
82.300139,7850
84.083697,8925
85.866441,9972
87.648372,10982
89.429491,12421
91.209797,14503
92.989292,16100
94.767976,18834
96.545848,21901
98.32291,25453
100.099162,30918
101.874604,28747
103.649237,32718
105.423061,32770
107.196077,37484
108.968284,36410
110.739684,35461
112.510277,33839
114.280063,33197
116.049042,33224
117.817216,36823
119.584584,43738
121.351147,39289
123.116905,37666
124.881859,38538
126.646009,29709
128.409356,42459
130.171899,41316
131.93364,39007
133.694578,28255
135.454715,35254
137.21405,34175
138.972584,30044
140.730317,44207
142.48725,37131
144.243384,26863
145.998718,35755
147.753252,30260
149.506989,35803
151.259927,37447
153.012067,43403
154.76341,33789
156.513956,40868
158.263705,36743
160.012659,37721
161.760816,31301
163.508178,37096
165.254745,34908
167.000518,37621
168.745496,38938
170.489681,36406
172.233072,36788
173.975671,43242
175.717476,29508
177.45849,38135
179.198712,30829
180.938142,36656
182.676782,31159
184.414631,37912
186.15169,34923
187.887959,30084
189.623439,40524
191.35813,31547
193.092032,36070
194.825147,34639
196.557473,34008
198.289012,35816
200.019764,34017
201.74973,32579
203.478909,36089
205.207303,36492
206.934911,38542
208.661735,39126
210.387773,33301
212.113028,32024
213.837499,31646
215.561186,35067
217.28409,35751
219.006212,33276
220.727552,33868
222.44811,38381
224.167886,38107
225.886881,34015
227.605096,35292
229.32253,32612
231.039185,32814
232.75506,31043
