Waveshift,Intensity
499.115033,35683
500.709597,39526
502.303442,38165
503.896568,36636
505.488976,34954
507.080665,38561
508.671635,37705
510.261889,28984
511.851424,36578
513.440243,32987
515.028345,38216
516.615731,39294
518.202401,37006
519.788355,35173
521.373593,42253
522.958117,35776
524.541926,29419
526.125021,36663
527.707402,29904
529.28907,37060
530.870024,25310
532.450265,30509
534.029794,35465
535.60861,34486
537.186715,42184
538.764108,32515
540.340789,29636
541.91676,38796
543.492021,39545
545.066571,33138
546.640411,35179
548.213542,32086
549.785964,31128
551.357676,40156
552.928681,35453
554.498977,44095
556.068565,32411
557.637446,41410
559.20562,44054
560.773087,40282
562.339847,35828
563.905901,33479
565.47125,32061
567.035893,30921
568.599831,32337
570.163064,36792
571.725593,36321
573.287417,37654
574.848538,41743
576.408955,35920
577.968669,33562
579.52768,36074
581.085989,31643
582.643596,39391
584.200501,36986
585.756704,32091
587.312207,40569
588.867008,38769
590.42111,38899
591.974511,34079
593.527212,35199
595.079214,30561
596.630516,38886
598.18112,39213
599.731025,24455
601.280232,36081
602.828742,38846
604.376554,36785
605.923668,38760
607.470086,32931
609.015808,39137
610.560833,36125
612.105162,38860
613.648796,35800
615.191735,34851
616.733979,33193
618.275528,38368
619.816383,32472
621.356544,31236
622.896012,37239
624.434787,37897
625.972868,33092
627.510257,33266
629.046954,37817
630.582959,32933
632.118272,33346
633.652894,37604
635.186825,37047
636.720066,37091
638.252616,33194
639.784476,36644
641.315647,31061
642.846128,29411
644.37592,32657
645.905024,33099
647.433439,27874
648.961166,35725
650.488206,35966
652.014558,30868
653.540223,32331
655.065201,35500
656.589493,35455
658.113099,34960
659.636019,35177
661.158253,34729
662.679803,35180
664.200668,34833
665.720848,34856
667.240344,34489
668.759156,34269
670.277284,34441
671.79473,34394
673.311492,34174
674.827572,34199
676.34297,33467
677.857686,33465
679.37172,33305
680.885072,28277
682.397744,33392
683.909735,32813
685.421046,33245
686.931677,32767
688.441628,30708
689.950899,32384
691.459492,32705
692.967406,32551
694.474641,32547
695.981198,32491
697.487078,16573
698.992279,32538
700.496804,31865
702.000652,31842
703.503823,29281
705.006318,30040
706.508137,31723
708.00928,31963
709.509748,31653
711.009541,31815
712.50866,31250
714.007104,31004
715.504874,29635
717.00197,30964
718.498393,30834
719.994142,31133
721.489219,30835
722.983624,30847
724.477356,30874
725.970416,29205
727.462805,30385
728.954522,30532
730.445569,25416
731.935944,30531
733.42565,30622
734.914685,30456
736.403051,30640
737.890748,30506
739.377775,30435
740.864133,27686
742.349823,30268
743.834845,29860
745.319199,30181
746.802886,29815
748.285905,30038
749.768257,29930
751.249943,30204
752.730962,29824
754.211315,29759
755.691003,29639
757.170025,29555
758.648382,29283
760.126075,29602
761.603102,29118
763.079466,29436
764.555166,29002
766.030202,29406
767.504575,28999
768.978285,29163
770.451332,28816
771.923717,28919
773.39544,28959
774.866501,28506
776.3369,28611
777.806639,28304
779.275716,28569
780.744134,28662
782.21189,28075
783.678987,27609
785.145425,27666
786.611203,27965
788.076322,27217
789.540782,27713
791.004583,26845
792.467727,27053
793.930213,26707
795.392041,26528
796.853212,26244
798.313726,26364
799.773584,26409
801.232785,25989
802.69133,26098
804.14922,25814
805.606454,25718
807.063032,25982
808.518956,25456
809.974226,25145
811.428841,25129
812.882802,24995
814.33611,24801
815.788764,24964
817.240766,24608
818.692114,24256
820.14281,24262
821.592854,24251
823.042246,24170
824.490986,23774
825.939075,23902
827.386514,23641
828.833301,23181
830.279438,23327
831.724925,23317
833.169762,23381
834.61395,22802
836.057488,22985
837.500378,23413
838.942619,22520
840.384212,22578
841.825156,22689
843.265453,22477
844.705102,16618
846.144105,22454
847.58246,22161
849.020169,22173
850.457231,21475
851.893648,21666
853.329418,21909
854.764544,21818
856.199024,21564
857.632859,21677
859.06605,21681
860.498597,21121
861.9305,21021
863.361759,21280
864.792374,21214
866.222347,20775
867.651677,20786
869.080364,21142
870.508409,20670
871.935812,20985
873.362574,20716
874.788694,20525
876.214173,20167
877.639011,20389
879.063209,20190
880.486766,19796
881.909684,20231
883.331962,19629
884.753601,20246
886.174601,19841
887.594961,19466
889.014684,18714
890.433768,19727
891.852214,19293
893.270023,19108
894.687194,19121
896.103729,18785
897.519626,18716
898.934887,18570
900.349512,18780
901.763501,18315
903.176854,18573
904.589572,17914
906.001655,18077
907.413103,17634
908.823917,18013
910.234096,17841
911.643642,17701
913.052554,17436
914.460832,17349
915.868477,17530
917.27549,17740
918.68187,17157
920.087618,17032
921.492734,17204
922.897218,17361
924.301071,17318
925.704292,17038
927.106883,16974
928.508844,16748
929.910174,16889
931.310874,16725
932.710944,16509
934.110385,16673
935.509197,16714
936.907379,16834
938.304934,16823
939.70186,16333
941.098158,15988
942.493828,16447
943.88887,16243
945.283286,16456
946.677075,16419
948.070236,15996
949.462772,16468
950.854681,16198
952.245965,16688
953.636623,16074
955.026656,16054
956.416064,16026
957.804847,15913
959.193006,16218
960.58054,16379
961.967451,15813
963.353738,15883
964.739402,16456
966.124442,15677
967.50886,16155
968.892656,16016
970.275829,15741
971.65838,15734
973.04031,15408
974.421618,15894
975.802305,15660
977.182371,15940
978.561816,15711
979.940641,15192
981.318846,15849
982.696432,15468
984.073398,15602
985.449744,15588
986.825472,14978
988.200581,15573
989.575072,15688
990.948944,15855
992.322199,15332
993.694836,15225
995.066855,15287
996.438258,15664
997.809044,15158
999.179213,15292
1000.548766,15256
1001.917703,15385
1003.286024,14900
1004.65373,14643
1006.020821,15294
1007.387297,14904
1008.753158,15157
1010.118405,15264
1011.483038,14917
1012.847057,14839
1014.210462,15006
1015.573254,14379
1016.935433,14290
1018.296999,14721
1019.657953,14704
1021.018295,14643
1022.378025,14637
1023.737143,14191
1025.095649,14398
1026.453544,14552
1027.810829,14533
1029.167503,14645
1030.523566,14192
1031.87902,14385
1033.233863,14348
1034.588097,14175
1035.941722,14047
1037.294738,14640
1038.647145,14168
1039.998943,14342
1041.350133,14025
1042.700716,14450
1044.05069,14026
1045.400057,14068
1046.748817,14559
1048.09697,13849
1049.444516,14327
1050.791456,14295
1052.13779,14094
1053.483518,14231
1054.82864,14427
1056.173157,14153
1057.517069,14330
1058.860376,14113
1060.203079,14260
1061.545177,14174
1062.886671,14365
1064.227562,14219
1065.567848,14352
1066.907532,14676
1068.246613,14533
1069.585091,14577
1070.922966,14291
1072.260239,13786
1073.596911,13768
1074.93298,14259
1076.268448,13845
1077.603315,13597
1078.937581,13933
1080.271247,13818
1081.604312,13769
1082.936776,13558
1084.268641,13748
1085.599907,13901
1086.930573,13489
1088.260639,13964
1089.590107,13245
1090.918977,13436
1092.247248,13958
1093.574921,13263
1094.901996,13226
1096.228474,13699
1097.554354,13488
1098.879637,13427
1100.204323,13665
1101.528413,13601
1102.851907,13519
1104.174804,13980
1105.497106,13533
1106.818812,13555
1108.139923,13524
1109.460439,13185
1110.78036,13332
1112.099687,13425
1113.41842,13266
1114.736558,13528
1116.054103,13305
1117.371054,13540
1118.687412,12942
1120.003177,13015
1121.318349,13010
1122.632929,13040
1123.946916,12502
1125.260312,13147
1126.573116,12973
1127.885328,13097
1129.196949,12924
1130.507979,12687
1131.818419,13312
1133.128268,12649
1134.437527,12982
1135.746195,12642
1137.054275,12956
1138.361764,12912
1139.668665,12323
1140.974976,12539
1142.280699,12681
1143.585833,12564
1144.890379,12568
1146.194337,12358
1147.497708,12438
1148.800491,12658
1150.102687,12086
1151.404295,12602
1152.705318,12323
1154.005753,12401
1155.305603,12631
1156.604866,12349
1157.903544,12613
1159.201636,12610
1160.499143,12481
1161.796065,12487
1163.092402,12279
1164.388155,12594
1165.683324,12543
1166.977908,12046
1168.271909,12251
1169.565326,12705
1170.85816,12377
1172.150411,12811
1173.44208,12203
1174.733165,12359
1176.023669,12606
1177.31359,12722
1178.60293,12848
1179.891688,12688
1181.179865,12285
1182.467461,12609
1183.754476,11905
1185.04091,12510
1186.326765,12338
1187.612039,12501
1188.896733,12418
1190.180848,12546
1191.464383,12609
1192.747339,12393
1194.029717,12772
1195.311515,12147
1196.592736,12711
1197.873378,12174
1199.153442,12445
1200.432929,12538
1201.711838,12312
1202.990171,12366
1204.267926,12831
1205.545105,12505
1206.821707,12601
1208.097733,12454
1209.373183,12243
1210.648057,12759
1211.922356,12267
1213.196079,12371
1214.469228,12569
1215.741802,12308
1217.013801,12156
1218.285226,12444
1219.556077,12444
1220.826355,12433
1222.096058,12814
1223.365189,12492
1224.633746,11694
1225.90173,12290
1227.169142,12510
1228.435982,12307
1229.702249,12562
1230.967945,12215
1232.233069,12215
1233.497621,12575
1234.761602,11939
1236.025013,11977
1237.287852,12258
1238.550121,11878
1239.81182,11797
1241.072949,11552
1242.333509,11958
1243.593498,11939
1244.852919,11981
1246.11177,11851
1247.370053,11912
1248.627767,11927
1249.884912,12178
1251.14149,12008
1252.397499,11835
1253.652942,11512
1254.907816,11866
1256.162124,11801
1257.415864,11688
1258.669038,12001
1259.921646,11678
1261.173687,11543
1262.425162,11568
1263.676071,11968
1264.926415,12085
1266.176194,11801
1267.425408,11970
1268.674056,11498
1269.92214,12040
1271.16966,12078
1272.416616,12165
1273.663008,12289
1274.908836,11767
1276.1541,11956
1277.398802,11999
1278.64294,11776
1279.886516,11714
1281.129529,11886
1282.37198,11770
1283.613869,11718
1284.855196,11948
1286.095962,11665
1287.336166,11553
1288.575809,11693
1289.814891,11345
1291.053413,11586
1292.291374,11320
1293.528775,11569
1294.765616,11302
1296.001897,11827
1297.237618,11469
1298.472781,11564
1299.707384,11659
1300.941428,11853
1302.174914,11461
1303.407842,11523
1304.640211,11080
1305.872022,11377
1307.103276,11482
1308.333972,11211
1309.564111,11290
1310.793693,11192
1312.022719,11526
1313.251187,11555
1314.4791,11703
1315.706456,11271
1316.933256,11374
1318.159501,11275
1319.38519,11419
1320.610324,11512
1321.834903,11104
1323.058928,10897
1324.282398,11692
1325.505313,11110
1326.727675,11192
1327.949482,11542
1329.170736,11003
1330.391437,11510
1331.611584,10799
1332.831179,11366
1334.050221,11645
1335.26871,11317
1336.486647,11285
1337.704032,11634
1338.920865,11361
1340.137147,11327
1341.352877,11001
1342.568056,11257
1343.782684,10983
1344.996761,11548
1346.210288,10992
1347.423265,10766
1348.635691,11035
1349.847568,10754
1351.058895,10936
1352.269673,10722
1353.479901,10721
1354.689581,10542
1355.898712,10919
1357.107294,10522
1358.315329,10571
1359.522815,10703
1360.729753,10685
1361.936144,10646
1363.141987,10725
1364.347283,10685
1365.552032,10482
1366.756235,10810
1367.959891,10361
1369.163,10818
1370.365564,10868
1371.567582,10597
1372.769054,10997
1373.96998,10551
1375.170362,10735
1376.370198,10642
1377.56949,10714
1378.768237,10903
1379.96644,10639
1381.164099,10534
1382.361214,10391
1383.557785,10657
1384.753813,10491
1385.949297,10724
1387.144239,10861
1388.338637,10785
1389.532493,10860
1390.725807,9996
1391.918579,10756
1393.110808,10751
1394.302496,10418
1395.493643,10804
1396.684248,10162
1397.874312,10502
1399.063835,10613
1400.252818,10351
1401.44126,10432
1402.629162,10211
1403.816524,10055
1405.003346,10282
1406.189629,10321
1407.375372,10044
1408.560576,10128
1409.745241,10284
1410.929368,10087
1412.112956,9711
1413.296006,10310
1414.478517,9936
1415.660491,9880
1416.841927,9825
1418.022826,10007
1419.203188,10181
1420.383012,10342
1421.5623,10096
1422.741051,9969
1423.919266,10284
1425.096945,10341
1426.274088,10349
1427.450695,10150
1428.626766,10108
1429.802302,10274
1430.977303,9998
1432.15177,9898
1433.325701,10259
1434.499098,10334
1435.671961,10363
1436.84429,10363
1438.016085,10467
1439.187347,10290
1440.358075,10081
1441.528269,10061
1442.697931,10041
1443.86706,10349
1445.035657,10467
1446.203721,10101
1447.371253,10309
1448.538253,10166
1449.704721,10238
1450.870658,10219
1452.036064,10052
1453.200938,9922
1454.365282,9791
1455.529094,9997
1456.692377,10184
1457.855129,9734
1459.017351,9843
1460.179043,9552
1461.340206,10049
1462.500839,9878
1463.660943,9835
1464.820517,9557
1465.979563,9740
1467.138081,276
1468.29607,9463
1469.453531,9830
1470.610464,9488
1471.766869,9184
1472.922746,9828
1474.078096,9251
1475.232919,9313
1476.387215,9776
1477.540985,9646
1478.694227,9236
1479.846944,9876
1480.999134,9329
1482.150798,9514
1483.301937,9567
1484.45255,9696
1485.602637,9528
1486.7522,9453
1487.901238,9835
1489.049751,10005
1490.197739,9724
1491.345203,9138
1492.492144,9737
1493.63856,9774
1494.784452,9818
1495.929821,9672
1497.074667,9499
1498.21899,10158
1499.36279,9665
1500.506067,9945
1501.648821,9868
1502.791054,9435
1503.932764,9815
1505.073953,9844
1506.21462,9761
1507.354765,9698
1508.494389,9759
1509.633492,9947
1510.772074,9478
1511.910136,9536
1513.047677,9849
1514.184698,9595
1515.321198,9613
1516.457179,9897
1517.592641,10068
1518.727582,9422
1519.862005,9672
1520.995909,9785
1522.129293,9893
1523.262159,9952
1524.394507,9821
1525.526336,9520
1526.657647,9922
1527.788441,10298
1528.918717,9640
1530.048475,10064
1531.177716,10082
1532.30644,9807
1533.434647,10165
1534.562338,10430
1535.689512,10232
1536.816169,10525
1537.942311,10418
1539.067937,10071
1540.193047,10371
1541.317642,10842
1542.441721,10395
1543.565285,10423
1544.688335,10549
1545.81087,10421
1546.93289,10743
1548.054396,10328
1549.175388,10476
1550.295866,10783
1551.41583,10838
1552.535281,10723
1553.654218,10744
1554.772643,11314
1555.890554,10956
1557.007953,10673
1558.124839,10941
1559.241213,11080
1560.357075,11067
1561.472424,11312
1562.587262,11116
1563.701589,11083
1564.815404,11004
1565.928708,11528
1567.041501,11034
1568.153783,11434
1569.265555,11249
1570.376816,11428
1571.487567,11382
1572.597808,11447
1573.707539,11865
1574.816761,11994
1575.925473,11734
1577.033676,11687
1578.14137,12047
1579.248555,11512
1580.355231,11671
1581.461399,11953
1582.567059,11687
1583.672211,11572
1584.776854,12052
1585.88099,12185
1586.984619,12264
1588.08774,12546
1589.190354,11856
1590.292462,12484
1591.394062,12275
1592.495156,13022
1593.595744,12511
1594.695825,13090
1595.795401,13092
1596.89447,13130
1597.993034,13059
1599.091093,13304
1600.188647,13469
1601.285695,13654
1602.382239,13595
1603.478278,13806
1604.573812,13936
1605.668843,14224
1606.763369,13825
1607.857391,14127
1608.95091,14411
1610.043925,14434
1611.136437,14676
1612.228446,14666
1613.319952,14839
1614.410955,14608
1615.501455,14951
1616.591453,15290
1617.680949,15117
1618.769943,15873
1619.858435,15698
1620.946426,15641
1622.033915,15697
1623.120903,15780
1624.20739,15851
1625.293376,15025
1626.378861,16335
1627.463845,16001
1628.54833,15494
1629.632314,15865
1630.715799,15521
1631.798783,16431
1632.881268,15841
1633.963254,15775
1635.04474,16327
1636.125728,16101
1637.206216,16109
1638.286206,15968
1639.365698,15917
1640.444691,15963
1641.523187,15963
1642.601184,15660
1643.678683,15724
1644.755686,16026
1645.83219,16076
1646.908198,15974
1647.983708,15684
1649.058722,16016
1650.133239,15959
1651.20726,15200
1652.280785,14983
1653.353813,15128
1654.426346,15228
1655.498383,14709
1656.569924,14894
1657.64097,14692
1658.711521,15272
1659.781577,14834
1660.851139,14790
1661.920205,14669
1662.988777,14450
1664.056855,14700
1665.124439,14025
1666.191529,13943
1667.258126,13913
1668.324229,13883
1669.389838,13960
1670.454955,13838
1671.519578,13158
1672.583709,13424
1673.647347,13049
1674.710493,12700
1675.773147,13035
1676.835308,12517
1677.896978,12716
1678.958155,12024
1680.018842,12334
1681.079037,11604
1682.138741,11653
1683.197954,11668
1684.256676,11198
1685.314908,10717
1686.372649,10924
1687.4299,10750
1688.48666,10850
1689.542931,10307
1690.598713,10263
1691.654004,10242
1692.708807,10173
1693.76312,10509
1694.816944,9721
1695.870279,9820
1696.923126,9605
1697.975484,9302
1699.027354,9087
1700.078736,9438
1701.12963,9172
1702.180036,8701
1703.229955,8947
1704.279386,9096
1705.32833,8487
1706.376787,8358
1707.424757,8362
1708.47224,8306
1709.519237,8604
1710.565748,8108
1711.611772,7933
1712.65731,7779
1713.702363,7927
1714.74693,7760
1715.791011,7882
1716.834608,7926
1717.877719,7835
1718.920345,8007
1719.962486,7704
1721.004143,7163
1722.045316,7285
1723.086004,7253
1724.126208,7078
1725.165929,7248
1726.205165,7535
1727.243918,6896
1728.282188,6948
1729.319975,6865
1730.357278,6638
1731.394099,6587
1732.430437,6630
1733.466293,6530
1734.501666,6569
1735.536557,5983
1736.570967,7131
1737.604894,6295
1738.63834,5961
1739.671304,6333
1740.703787,6093
1741.735789,6213
1742.767311,6122
1743.798351,5996
1744.828911,5936
1745.85899,5685
1746.888589,5747
1747.917708,5791
1748.946348,5610
1749.974507,5730
1751.002187,5472
1752.029388,5696
1753.056109,6062
1754.082351,5581
1755.108115,5023
1756.1334,5276
1757.158206,5320
1758.182534,5465
1759.206384,5381
1760.229755,5282
1761.252649,4602
1762.275065,5622
1763.297004,5366
1764.318466,5338
1765.33945,4787
1766.359957,4997
1767.379988,5031
1768.399542,4751
1769.418619,4879
1770.43722,4729
1771.455345,4707
1772.472994,4569
1773.490167,4579
1774.506865,4922
1775.523087,4424
1776.538834,4557
1777.554106,4541
1778.568902,4650
1779.583224,4579
1780.597072,4960
1781.610444,4677
1782.623343,4650
1783.635768,4371
1784.647718,4651
1785.659195,4176
1786.670198,4068
1787.680728,4497
1788.690784,4363
1789.700368,4383
1790.709478,4284
1791.718116,4310
1792.726281,4382
1793.733973,4300
1794.741194,4466
1795.747942,4248
1796.754218,4147
1797.760023,4183
1798.765356,4274
1799.770217,4497
1800.774607,4298
1801.778526,4496
1802.781974,4043
1803.784952,4189
1804.787458,4227
1805.789495,4429
1806.791061,4306
1807.792156,4094
1808.792782,4281
1809.792938,3718
1810.792625,4403
1811.791842,4033
1812.79059,3949
1813.788868,4125
1814.786678,3837
1815.784019,4216
1816.780891,3956
1817.777295,3938
1818.77323,4171
1819.768697,4373
1820.763697,4442
1821.758228,4126
1822.752292,4397
1823.745888,4262
1824.739017,3986
1825.731679,4063
1826.723874,3681
1827.715602,3902
1828.706863,4123
1829.697658,4195
1830.687986,3944
1831.677848,3984
1832.667244,3751
1833.656175,3946
1834.644639,4019
1835.632638,4010
1836.620172,3734
1837.60724,3913
1838.593844,3925
1839.579982,3821
1840.565656,3823
1841.550865,3869
1842.53561,3724
1843.51989,3845
1844.503706,3980
1845.487059,4108
1846.469947,3636
1847.452372,4040
1848.434334,3961
1849.415832,3948
1850.396867,3592
1851.377439,3886
1852.357549,3698
1853.337195,3491
1854.31638,3732
1855.295101,4326
1856.273361,3455
1857.251159,3761
1858.228494,3608
1859.205369,3590
1860.181781,3555
1861.157732,3689
1862.133222,3624
1863.108251,3530
1864.082819,3629
1865.056926,3922
1866.030573,3997
1867.003759,3520
1867.976485,3661
1868.948751,3872
1869.920556,3637
1870.891902,3556
1871.862789,3412
1872.833216,3599
1873.803183,3502
1874.772691,3367
1875.741741,3658
1876.710331,3712
1877.678463,3690
1878.646136,3813
1879.613351,3274
1880.580108,3325
1881.546406,3808
1882.512247,3385
1883.47763,3334
1884.442555,3731
1885.407023,3258
1886.371033,3254
1887.334586,3869
1888.297683,3769
1889.260322,3515
1890.222505,3599
1891.184231,3469
1892.145501,3617
1893.106315,2936
1894.066673,3746
1895.026574,3134
1895.98602,3381
1896.945011,3621
1897.903546,3270
1898.861626,3455
1899.81925,3307
1900.77642,3390
1901.733135,3037
1902.689395,3119
1903.6452,3301
1904.600551,3545
1905.555448,3293
1906.509891,3505
1907.46388,3320
1908.417416,3480
1909.370498,3317
1910.323126,3095
1911.275301,3538
1912.227023,3770
1913.178292,3306
1914.129108,3303
1915.079471,3251
1916.029382,3563
1916.97884,3797
1917.927846,3187
1918.876401,3472
1919.824503,3466
1920.772153,3024
1921.719352,3320
1922.6661,3636
1923.612396,3666
1924.558241,3283
1925.503635,3488
1926.448578,3274
1927.39307,3636
1928.337112,3753
1929.280703,3051
1930.223844,3346
1931.166535,3567
1932.108776,3346
1933.050568,3421
1933.991909,3961
1934.932801,3493
1935.873244,3243
1936.813238,3525
1937.752782,3380
1938.691878,3528
1939.630525,3465
1940.568723,3467
1941.506473,3285
1942.443774,3596
1943.380627,3182
1944.317033,3738
1945.25299,3509
1946.1885,3732
1947.123562,3344
1948.058177,3391
1948.992344,3645
1949.926065,3473
1950.859338,3498
1951.792165,3648
1952.724545,3351
1953.656478,3721
1954.587965,3322
1955.519006,3613
1956.4496,3558
1957.379749,3590
1958.309452,3451
1959.238709,3235
1960.167521,3486
1961.095888,3729
1962.023809,3397
1962.951285,3557
1963.878317,3487
1964.804903,3411
1965.731045,3369
1966.656743,3682
1967.581996,3350
1968.506805,3576
1969.43117,3767
1970.355091,3339
1971.278568,3927
1972.201602,3263
1973.124192,3780
1974.046339,3581
1974.968043,3410
1975.889304,3428
1976.810122,3403
1977.730498,3848
1978.65043,3550
1979.569921,3677
1980.488969,3384
1981.407574,3704
1982.325738,3570
1983.24346,3253
1984.160741,3802
1985.077579,3694
1985.993977,3522
1986.909933,3513
1987.825448,3655
1988.740522,3227
1989.655155,3577
1990.569347,3535
1991.483099,3497
1992.396411,3656
1993.309282,3493
1994.221713,3704
1995.133704,3307
1996.045256,3280
1996.956367,3820
1997.867039,3470
1998.777272,3674
1999.687065,3724
2000.596419,3696
2001.505335,3270
2002.413811,3459
2003.321849,4053
2004.229448,3434
2005.136609,3296
2006.043331,3629
2006.949616,4103
2007.855462,3729
2008.760871,3583
2009.665841,3350
2010.570375,3870
2011.47447,3826
2012.378129,3841
2013.281351,3862
2014.184135,3423
2015.086483,4251
2015.988393,3821
2016.889868,3352
2017.790906,3757
2018.691507,3326
2019.591673,3468
2020.491402,3914
2021.390695,3488
2022.289553,3281
2023.187975,3667
2024.085962,3520
2024.983514,3687
2025.88063,3618
2026.777311,4011
2027.673557,3601
2028.569369,3640
2029.464746,3903
2030.359688,3653
2031.254197,3629
2032.148271,3625
2033.04191,4112
2033.935116,3901
2034.827889,3848
2035.720227,3439
2036.612132,3643
2037.503604,3438
2038.394642,3825
2039.285248,3664
2040.17542,3893
2041.06516,3702
2041.954466,3397
2042.843341,4035
2043.731783,3700
2044.619792,3800
2045.50737,3787
2046.394516,3639
2047.281229,3484
2048.167511,4110
2049.053362,3684
2049.938781,3922
2050.823768,3739
2051.708325,3580
2052.59245,3915
2053.476145,3812
2054.359409,3807
2055.242242,3353
2056.124645,3486
2057.006617,3718
2057.888159,3644
2058.769271,3543
2059.649953,3923
2060.530206,3285
2061.410028,4037
2062.289421,3492
2063.168385,3790
2064.046919,3259
2064.925025,3536
2065.802701,3827
2066.679949,3180
2067.556767,3989
2068.433157,3827
2069.309119,3762
2070.184652,3541
2071.059758,3668
2071.934435,3879
2072.808684,3639
2073.682505,3481
2074.555899,3334
2075.428865,3966
2076.301404,3603
