Frequent,Density
-31.722347,12011
-29.886687,13985
-28.051868,16344
-26.217889,18732
-24.384749,22403
-22.552448,25597
-20.720985,29034
-18.890361,33466
-17.060575,36570
-15.231626,43689
-13.403514,42272
-11.576239,47111
-9.749799,47317
-7.924195,45236
-6.099426,36778
-4.275492,36383
-2.452392,40907
-0.630127,36440
1.191306,33301
3.011906,32152
4.831672,37729
6.650607,40533
8.46871,31745
10.285982,25807
12.102423,22721
13.918034,20388
15.732815,19189
17.546766,19202
19.359888,18099
21.172181,15402
22.983647,12657
24.794284,10950
26.604094,10863
28.413077,9721
30.221233,8799
32.028563,7042
33.835068,5718
35.640747,4925
37.445602,4396
39.249632,4443
41.052838,4311
42.855221,4232
44.656781,4010
46.457517,3875
48.257432,3649
50.056525,3541
51.854796,3337
53.652246,3290
55.448876,3337
57.244685,3440
59.039675,3658
60.833846,3662
62.627197,3670
64.41973,4068
66.211446,4300
68.002343,4175
69.792423,4332
71.581687,4840
73.370134,4902
75.157765,5297
76.944581,5843
78.730581,6486
80.515767,7357
82.300139,7995
84.083697,9282
85.866441,10515
87.648372,11148
89.429491,13038
91.209797,14633
92.989292,17050
94.767976,19559
96.545848,22786
98.32291,26713
100.099162,32544
101.874604,27592
103.649237,31711
105.423061,31729
107.196077,36732
108.968284,35385
110.739684,34541
112.510277,32785
114.280063,32628
116.049042,32019
117.817216,35964
119.584584,43098
121.351147,38436
123.116905,36579
124.881859,37749
126.646009,28723
128.409356,41638
130.171899,40615
131.93364,38057
133.694578,27354
135.454715,34529
137.21405,33156
138.972584,29223
140.730317,43632
142.48725,36118
144.243384,25446
145.998718,34855
147.753252,28997
149.506989,34979
151.259927,36450
153.012067,42826
154.76341,33201
156.513956,40062
158.263705,35937
160.012659,36560
161.760816,30148
163.508178,36304
165.254745,33468
167.000518,36970
168.745496,38269
170.489681,35397
172.233072,35923
173.975671,42737
175.717476,28254
177.45849,37054
179.198712,29566
180.938142,35821
182.676782,29842
184.414631,36988
186.15169,33920
187.887959,28714
189.623439,39834
191.35813,30740
193.092032,34877
194.825147,33735
196.557473,33120
198.289012,34918
200.019764,33145
201.74973,31642
203.478909,35527
205.207303,35593
206.934911,37462
208.661735,38350
210.387773,31906
212.113028,31195
213.837499,30660
215.561186,34274
217.28409,34652
219.006212,32392
220.727552,32787
222.44811,37565
224.167886,37130
225.886881,33115
227.605096,34489
229.32253,31687
231.039185,31700
232.75506,30202
234.470156,23963
236.184473,32632
237.898012,28669
239.610773,29009
241.322757,36978
243.033964,36203
244.744393,28459
246.454047,34062
248.162924,31356
249.871026,31226
251.578353,34277
253.284905,30827
254.990683,40236
256.695686,31799
258.399916,35258
260.103373,36094
261.806057,35777
263.507968,38791
265.209107,32667
266.909475,31802
268.609071,32928
270.307897,28316
272.005952,33715
273.703236,34759
275.399751,33500
277.095497,31957
278.790473,38101
280.484681,30657
282.178121,33645
283.870793,38399
285.562697,30132
287.253835,40010
288.944205,38268
290.633809,30292
292.322648,31837
294.010721,35961
295.698028,38126
297.384571,39793
299.070349,37533
300.755364,39062
302.439614,34474
304.123102,34532
305.805826,36716
307.487788,34848
309.168988,34718
310.849426,39612
312.529103,32695
314.208018,32557
315.886173,21833
317.563568,35834
319.240203,36895
320.916079,39757
322.591195,35986
324.265552,38104
325.939151,34548
327.611993,34871
329.284076,35136
330.955402,36234
332.625972,41801
334.295785,36915
335.964841,34219
337.633142,31491
339.300688,37992
340.967479,29774
342.633515,37741
344.298796,35497
345.963324,36053
347.627098,34999
349.29012,39988
350.952388,35152
352.613904,36826
354.274668,33778
355.93468,33401
357.593941,37959
359.252451,38155
360.910211,30776
362.56722,36318
364.22348,33026
365.87899,30135
367.533751,40593
369.187763,34805
370.841027,33304
372.493543,36182
374.145311,42157
375.796332,37280
377.446607,22406
379.096134,42041
380.744916,34018
382.392952,31256
384.040242,37209
385.686787,46498
387.332588,36606
388.977645,39654
390.621957,35941
392.265526,41502
393.908351,31074
395.550434,39898
397.191775,37438
398.832373,28294
400.472229,39222
402.111344,43060
403.749718,42836
405.387351,39128
407.024244,29732
408.660397,37624
410.295811,39975
411.930485,41015
413.56442,39819
415.197617,47507
416.830076,25705
418.461796,40637
420.09278,40015
421.723026,36515
423.352536,29477
424.981309,31572
426.609346,37452
428.236648,35731
429.863214,41267
431.489046,43744
433.114143,29619
434.738505,39839
436.362134,32615
437.98503,31297
439.607192,35657
441.228621,32693
442.849318,38439
444.469283,30787
446.088516,37140
447.707018,32432
449.324789,27956
450.941829,35251
452.558139,31749
454.173719,38277
455.78857,6243
457.402691,36333
459.016083,38023
460.628747,37832
462.240682,39324
463.85189,38917
465.46237,36028
467.072124,39231
468.68115,31395
470.28945,39571
471.897024,33508
473.503872,33705
475.109995,39781
476.715393,34953
478.320066,40237
479.924015,34329
481.52724,36246
483.129741,35268
484.731519,32736
486.332575,38432
487.932907,26846
489.532517,37194
491.131406,30643
492.729573,30559
494.327019,36585
495.923744,36720
497.519748,28370
499.115033,35209
500.709597,39103
502.303442,37936
503.896568,36297
505.488976,34804
507.080665,38212
508.671635,37369
510.261889,28821
511.851424,36294
513.440243,32507
515.028345,37979
516.615731,38860
518.202401,36718
519.788355,34838
521.373593,41689
522.958117,35585
524.541926,28925
526.125021,36048
527.707402,29770
529.28907,36648
530.870024,24912
532.450265,30150
534.029794,35059
535.60861,34328
537.186715,41693
538.764108,32047
540.340789,29452
541.91676,38619
543.492021,39251
545.066571,33082
546.640411,34873
548.213542,31665
549.785964,30705
551.357676,39753
552.928681,34914
554.498977,44330
556.068565,31918
557.637446,40792
559.20562,43580
560.773087,39782
562.339847,35724
563.905901,33138
565.47125,31643
567.035893,30815
568.599831,31896
570.163064,36899
571.725593,35960
573.287417,37299
574.848538,41275
576.408955,35261
577.968669,33171
579.52768,35941
581.085989,31121
582.643596,39185
584.200501,36792
585.756704,31939
587.312207,41800
588.867008,38596
590.42111,38608
591.974511,34029
593.527212,34973
595.079214,30283
596.630516,38551
598.18112,39417
599.731025,24118
601.280232,35808
602.828742,38649
604.376554,36399
605.923668,38436
607.470086,32472
609.015808,41183
610.560833,36050
612.105162,38459
613.648796,35349
615.191735,34427
616.733979,32761
618.275528,42990
619.816383,32129
621.356544,30950
622.896012,36811
624.434787,38320
625.972868,32770
627.510257,33322
629.046954,38452
630.582959,32641
632.118272,32887
633.652894,40478
635.186825,36704
636.720066,37307
638.252616,32914
639.784476,39815
641.315647,30822
642.846128,29279
644.37592,32481
645.905024,32740
647.433439,27669
648.961166,40358
650.488206,40965
652.014558,30204
653.540223,32117
655.065201,35328
656.589493,37018
658.113099,34874
659.636019,35267
661.158253,34386
662.679803,37991
664.200668,35436
665.720848,38668
667.240344,37921
668.759156,34666
670.277284,33919
671.79473,37531
673.311492,35148
674.827572,37168
676.34297,37403
677.857686,33245
679.37172,36853
680.885072,27869
682.397744,35104
683.909735,36253
685.421046,33458
686.931677,35624
688.441628,30178
689.950899,36268
691.459492,35492
692.967406,35570
694.474641,35668
695.981198,35417
697.487078,16088
698.992279,35361
700.496804,35224
702.000652,35188
703.503823,28938
705.006318,29941
706.508137,35208
708.00928,32110
709.509748,35096
711.009541,34354
712.50866,34642
714.007104,30972
715.504874,29362
717.00197,34215
718.498393,33968
719.994142,34526
721.489219,34412
722.983624,33408
724.477356,34045
725.970416,29249
727.462805,33595
728.954522,31781
730.445569,25175
731.935944,33402
733.42565,32884
734.914685,33489
736.403051,33058
737.890748,33298
739.377775,33103
740.864133,27343
742.349823,32244
743.834845,32664
745.319199,32949
746.802886,32905
748.285905,33315
749.768257,32928
751.249943,32605
752.730962,32910
754.211315,32254
755.691003,32491
757.170025,32744
758.648382,29225
760.126075,31818
761.603102,32082
763.079466,32363
764.555166,32054
766.030202,32277
767.504575,30818
768.978285,32165
770.451332,32051
771.923717,32009
773.39544,31750
774.866501,31889
