Frequent,Density
-31.722347,9207
-29.886687,10773
-28.051868,12620
-26.217889,14453
-24.384749,16641
-22.552448,19432
-20.720985,22161
-18.890361,25725
-17.060575,28685
-15.231626,33427
-13.403514,38605
-11.576239,45287
-9.749799,47275
-7.924195,45194
-6.099426,36736
-4.275492,36341
-2.452392,40865
-0.630127,36398
1.191306,33259
3.011906,32110
4.831672,37687
6.650607,40491
8.46871,27208
10.285982,22269
12.102423,19677
13.918034,17811
15.732815,16613
17.546766,16605
19.359888,15181
21.172181,13389
22.983647,11006
24.794284,9791
26.604094,9081
28.413077,8575
30.221233,7513
32.028563,5995
33.835068,4774
35.640747,3965
37.445602,3864
39.249632,3773
41.052838,3682
42.855221,3685
44.656781,3307
46.457517,3264
48.257432,3081
50.056525,2814
51.854796,2465
53.652246,2912
55.448876,2729
57.244685,2913
59.039675,3067
60.833846,3197
62.627197,3294
64.41973,3603
66.211446,3465
68.002343,3878
69.792423,3695
71.581687,4127
73.370134,4278
75.157765,4797
76.944581,5326
78.730581,5950
80.515767,6818
82.300139,7154
84.083697,8459
85.866441,9663
87.648372,10285
89.429491,12310
91.209797,13788
92.989292,16106
94.767976,18394
96.545848,21845
98.32291,25802
100.099162,31469
101.874604,27550
103.649237,31669
105.423061,31687
107.196077,36690
108.968284,35343
110.739684,34499
112.510277,32743
114.280063,32586
116.049042,31977
117.817216,35922
119.584584,43056
121.351147,38394
123.116905,36537
124.881859,37707
126.646009,28681
128.409356,41596
130.171899,40573
131.93364,38015
133.694578,27312
135.454715,34487
137.21405,33114
138.972584,29181
140.730317,43590
142.48725,36076
144.243384,25404
145.998718,34813
147.753252,28955
149.506989,34937
151.259927,36408
153.012067,42784
154.76341,33159
156.513956,40020
158.263705,35895
160.012659,36518
161.760816,30106
163.508178,36262
165.254745,33426
167.000518,36928
168.745496,38227
170.489681,35355
172.233072,35881
173.975671,42695
175.717476,28212
177.45849,37012
179.198712,29524
180.938142,35779
182.676782,29800
184.414631,36946
186.15169,33878
187.887959,28672
189.623439,39792
191.35813,30698
193.092032,34835
194.825147,33693
196.557473,33078
198.289012,34876
200.019764,33103
201.74973,31600
203.478909,35485
205.207303,35551
206.934911,37420
208.661735,38308
210.387773,31864
212.113028,31153
213.837499,30618
215.561186,34232
217.28409,34610
219.006212,32350
220.727552,32745
222.44811,37523
224.167886,37088
225.886881,33073
227.605096,34447
229.32253,31645
231.039185,31658
232.75506,30160
234.470156,23921
236.184473,32590
237.898012,28627
239.610773,28967
241.322757,36936
243.033964,36161
244.744393,28417
246.454047,34020
248.162924,31314
249.871026,31184
251.578353,34235
253.284905,30785
254.990683,40194
256.695686,31757
258.399916,35216
260.103373,36052
261.806057,35735
263.507968,38749
265.209107,32625
266.909475,31760
268.609071,32886
270.307897,28274
272.005952,33673
273.703236,34717
275.399751,33458
277.095497,31915
278.790473,38059
280.484681,30615
282.178121,33603
283.870793,38357
285.562697,30090
287.253835,39968
288.944205,38226
290.633809,30250
292.322648,31795
294.010721,35919
295.698028,38084
297.384571,39751
299.070349,37491
300.755364,39020
302.439614,34432
304.123102,34490
305.805826,36674
307.487788,34806
309.168988,34676
310.849426,39570
312.529103,32653
314.208018,32515
315.886173,21791
317.563568,35792
319.240203,36853
320.916079,39715
322.591195,35944
324.265552,38062
325.939151,34506
327.611993,34829
329.284076,35094
330.955402,36192
332.625972,41759
334.295785,36873
335.964841,34177
337.633142,31449
339.300688,37950
340.967479,29732
342.633515,37699
344.298796,35455
345.963324,36011
347.627098,34957
349.29012,39946
350.952388,35110
352.613904,36784
354.274668,33736
355.93468,33359
357.593941,37917
359.252451,38113
360.910211,30734
362.56722,36276
364.22348,32984
365.87899,30093
367.533751,40551
369.187763,34763
370.841027,33262
372.493543,36140
374.145311,42115
375.796332,37238
377.446607,22364
379.096134,41999
380.744916,33976
382.392952,31214
384.040242,37167
385.686787,46456
387.332588,36564
388.977645,39612
390.621957,35899
392.265526,41460
393.908351,31032
395.550434,39856
397.191775,37396
398.832373,28252
400.472229,39180
402.111344,43018
403.749718,42794
405.387351,39086
407.024244,29690
408.660397,37582
410.295811,39933
411.930485,40973
413.56442,39777
415.197617,47465
416.830076,25663
418.461796,40595
420.09278,39973
421.723026,36473
423.352536,29435
424.981309,31530
426.609346,37410
428.236648,35689
429.863214,41225
431.489046,43702
433.114143,29577
434.738505,39797
436.362134,32573
437.98503,31255
439.607192,35615
441.228621,32651
442.849318,38397
444.469283,30745
446.088516,37098
447.707018,32390
449.324789,27914
450.941829,35209
452.558139,31707
454.173719,38235
455.78857,6201
457.402691,36291
459.016083,37981
460.628747,37790
462.240682,39282
463.85189,38875
465.46237,35986
467.072124,39189
468.68115,31353
470.28945,39529
471.897024,33466
473.503872,33663
475.109995,39739
476.715393,34911
478.320066,40195
479.924015,34287
481.52724,36204
483.129741,35226
484.731519,32694
486.332575,38390
487.932907,26804
489.532517,37152
491.131406,30601
492.729573,30517
494.327019,36543
495.923744,36678
497.519748,28328
499.115033,35167
500.709597,39061
502.303442,37894
503.896568,36255
505.488976,34762
507.080665,38170
508.671635,37327
510.261889,28779
511.851424,36252
513.440243,32465
515.028345,37937
516.615731,38818
518.202401,36676
519.788355,34796
521.373593,41647
522.958117,35543
524.541926,28883
526.125021,36006
527.707402,29728
529.28907,36606
530.870024,24870
532.450265,30108
534.029794,35017
535.60861,34286
537.186715,41651
538.764108,32005
540.340789,29410
541.91676,38577
543.492021,39209
545.066571,33040
546.640411,34831
548.213542,31623
549.785964,30663
551.357676,39711
552.928681,34872
554.498977,44288
556.068565,31876
557.637446,40750
559.20562,43538
560.773087,39740
562.339847,35682
563.905901,33096
565.47125,31601
567.035893,30773
568.599831,31854
570.163064,36857
571.725593,35918
573.287417,37257
574.848538,41233
576.408955,35219
577.968669,33129
579.52768,35899
581.085989,31079
582.643596,39143
584.200501,36750
585.756704,31897
587.312207,41758
588.867008,38554
590.42111,38566
591.974511,33987
593.527212,34931
595.079214,30241
596.630516,38509
598.18112,39375
599.731025,24076
601.280232,35766
602.828742,38607
604.376554,36357
605.923668,38394
607.470086,32430
609.015808,41141
610.560833,36008
612.105162,38417
613.648796,35307
615.191735,34385
616.733979,32719
618.275528,42452
619.816383,32087
621.356544,30908
622.896012,36769
624.434787,38278
625.972868,32728
627.510257,33280
629.046954,38410
630.582959,32599
632.118272,32845
633.652894,40436
635.186825,36662
636.720066,37265
638.252616,32872
639.784476,39773
641.315647,30780
642.846128,29237
644.37592,32439
645.905024,32698
647.433439,27627
648.961166,39761
650.488206,39742
652.014558,30162
653.540223,32075
655.065201,35286
656.589493,36976
658.113099,34832
659.636019,35225
661.158253,34344
662.679803,37860
664.200668,35394
665.720848,37698
667.240344,37424
668.759156,34624
670.277284,33877
671.79473,36694
673.311492,35106
674.827572,36285
676.34297,35846
677.857686,33203
679.37172,35948
680.885072,27827
682.397744,35053
683.909735,35287
685.421046,33416
686.931677,35021
688.441628,30136
689.950899,35085
691.459492,34740
692.967406,34273
694.474641,34587
695.981198,34503
697.487078,16046
698.992279,34296
700.496804,34377
702.000652,34272
703.503823,28896
705.006318,29899
706.508137,34367
708.00928,32068
709.509748,34295
711.009541,34027
712.50866,33622
714.007104,30930
715.504874,29320
717.00197,33460
718.498393,33018
719.994142,33421
721.489219,32719
722.983624,33038
724.477356,32938
725.970416,29207
