Wave shift,Intensity
-31.722347,9812
-29.886687,11071
-28.051868,12781
-26.217889,14337
-24.384749,16708
-22.552448,19323
-20.720985,21935
-18.890361,24676
-17.060575,27839
-15.231626,31293
-13.403514,36897
-11.576239,42500
-9.749799,47746
-7.924195,45527
-6.099426,37441
-4.275492,37042
-2.452392,41382
-0.630127,37024
1.191306,33846
3.011906,33011
4.831672,38460
6.650607,41236
8.46871,28850
10.285982,24350
12.102423,22210
13.918034,20627
15.732815,18703
17.546766,18568
19.359888,18328
21.172181,15482
22.983647,12600
24.794284,10850
26.604094,10495
28.413077,9991
30.221233,8632
32.028563,7053
33.835068,5576
35.640747,5166
37.445602,4807
39.249632,4511
41.052838,4124
42.855221,4045
44.656781,3608
46.457517,3692
48.257432,3718
50.056525,3459
51.854796,3831
53.652246,3281
55.448876,3479
57.244685,3560
59.039675,3829
60.833846,3513
62.627197,3954
64.41973,3816
66.211446,3989
68.002343,4171
69.792423,4468
71.581687,4518
73.370134,4773
75.157765,5492
76.944581,5854
78.730581,6213
80.515767,7332
82.300139,7732
84.083697,8857
85.866441,9566
87.648372,10973
89.429491,12217
91.209797,14021
92.989292,15885
94.767976,18444
96.545848,21661
98.32291,25100
100.099162,30578
101.874604,28621
103.649237,32592
105.423061,32644
107.196077,37358
108.968284,36284
110.739684,35335
112.510277,33713
114.280063,33071
116.049042,33098
117.817216,36697
119.584584,43612
121.351147,39163
123.116905,37540
124.881859,38412
126.646009,29583
128.409356,42333
130.171899,41190
131.93364,38881
133.694578,28129
135.454715,35128
137.21405,34049
138.972584,29918
140.730317,44081
142.48725,37005
144.243384,26737
145.998718,35629
147.753252,30134
149.506989,35677
151.259927,37321
153.012067,43277
154.76341,33663
156.513956,40742
158.263705,36617
160.012659,37595
161.760816,31175
163.508178,36970
165.254745,34782
167.000518,37495
168.745496,38812
170.489681,36280
172.233072,36662
173.975671,43116
175.717476,29382
177.45849,38009
179.198712,30703
180.938142,36530
182.676782,31033
184.414631,37786
186.15169,34797
187.887959,29958
189.623439,40398
191.35813,31421
193.092032,35944
194.825147,34513
196.557473,33882
198.289012,35690
200.019764,33891
201.74973,32453
203.478909,35963
205.207303,36366
206.934911,38416
208.661735,39000
210.387773,33175
212.113028,31898
213.837499,31520
215.561186,34941
217.28409,35625
219.006212,33150
220.727552,33742
222.44811,38255
224.167886,37981
225.886881,33889
227.605096,35166
229.32253,32486
231.039185,32688
232.75506,30917
234.470156,24433
236.184473,33392
237.898012,29672
239.610773,30017
241.322757,37799
243.033964,37071
244.744393,29627
246.454047,35121
248.162924,32083
249.871026,32092
251.578353,34954
253.284905,31740
254.990683,40705
256.695686,32700
258.399916,35989
260.103373,36804
261.806057,36577
263.507968,39401
265.209107,33667
266.909475,32657
268.609071,33623
270.307897,29201
272.005952,34733
273.703236,35534
275.399751,34223
277.095497,32878
278.790473,38853
280.484681,31705
282.178121,34196
283.870793,39060
285.562697,31142
287.253835,40685
288.944205,39097
290.633809,31417
292.322648,32795
294.010721,36832
295.698028,38883
297.384571,40271
299.070349,38267
300.755364,39790
302.439614,35193
304.123102,35134
305.805826,37404
307.487788,35840
309.168988,35482
310.849426,40367
312.529103,33512
314.208018,33421
315.886173,23353
317.563568,36656
319.240203,37796
320.916079,40187
322.591195,36809
324.265552,38963
325.939151,35571
327.611993,35301
329.284076,35948
330.955402,37071
332.625972,42444
334.295785,37398
335.964841,34909
337.633142,32143
339.300688,38684
340.967479,30931
342.633515,38196
344.298796,36155
345.963324,36982
347.627098,35937
349.29012,40766
350.952388,36085
352.613904,37848
354.274668,34638
355.93468,34143
357.593941,38568
359.252451,38847
360.910211,31553
362.56722,37134
364.22348,33822
365.87899,30893
367.533751,41078
369.187763,35763
370.841027,34140
372.493543,37216
374.145311,42473
375.796332,38240
377.446607,23564
379.096134,42613
380.744916,35001
382.392952,32059
384.040242,38095
385.686787,46943
387.332588,37345
388.977645,40427
390.621957,36778
392.265526,42172
393.908351,31930
395.550434,40299
397.191775,38360
398.832373,29292
400.472229,39927
402.111344,43690
403.749718,43438
405.387351,39599
407.024244,30755
408.660397,38428
410.295811,40756
411.930485,41814
413.56442,40310
415.197617,47990
416.830076,26859
418.461796,41205
420.09278,40808
421.723026,37224
423.352536,30448
424.981309,32978
426.609346,38179
428.236648,36359
429.863214,41811
431.489046,44239
433.114143,30310
434.738505,40564
436.362134,33558
437.98503,31916
439.607192,36460
441.228621,33462
442.849318,39015
444.469283,31996
446.088516,37917
447.707018,33315
449.324789,28684
450.941829,35956
452.558139,32539
454.173719,38725
455.78857,8048
457.402691,36937
459.016083,39091
460.628747,38488
462.240682,39897
463.85189,39725
465.46237,36939
467.072124,39990
468.68115,32155
470.28945,40085
471.897024,34407
473.503872,34704
475.109995,40462
476.715393,35654
478.320066,40637
479.924015,34810
481.52724,36969
483.129741,36058
484.731519,33378
486.332575,39183
487.932907,27982
489.532517,37815
491.131406,31650
492.729573,31500
494.327019,37276
495.923744,37530
497.519748,29614
499.115033,36028
500.709597,39617
502.303442,38713
503.896568,37092
505.488976,35436
507.080665,38879
508.671635,38469
510.261889,29845
511.851424,37039
513.440243,33459
515.028345,38650
516.615731,39421
518.202401,37601
519.788355,35542
521.373593,42520
522.958117,36294
524.541926,29831
526.125021,36759
527.707402,30664
529.28907,37525
530.870024,25946
532.450265,30928
534.029794,36046
535.60861,35105
537.186715,42389
538.764108,32926
540.340789,30311
541.91676,39188
543.492021,39911
545.066571,33951
546.640411,35318
548.213542,32204
549.785964,31693
551.357676,40484
552.928681,35780
554.498977,44682
556.068565,32947
557.637446,41441
559.20562,44315
560.773087,40517
562.339847,36640
563.905901,34080
565.47125,32643
567.035893,31574
568.599831,32897
570.163064,37369
571.725593,36947
573.287417,38118
574.848538,41952
576.408955,36003
577.968669,33703
579.52768,36546
581.085989,31968
582.643596,39773
584.200501,37452
585.756704,32732
587.312207,42566
588.867008,39265
590.42111,39329
591.974511,34755
593.527212,35807
595.079214,31140
596.630516,39299
598.18112,39929
599.731025,25216
601.280232,36432
602.828742,39619
604.376554,37252
605.923668,39235
607.470086,33657
609.015808,41687
610.560833,36762
612.105162,39175
613.648796,36164
615.191735,35289
616.733979,33640
618.275528,42517
619.816383,32938
621.356544,31669
622.896012,37783
624.434787,39031
625.972868,33531
627.510257,34300
629.046954,39143
630.582959,33578
632.118272,33744
633.652894,40908
635.186825,37653
636.720066,38008
638.252616,33714
639.784476,40521
641.315647,31656
642.846128,30257
644.37592,33431
645.905024,33604
647.433439,28565
648.961166,39510
650.488206,39341
652.014558,31398
653.540223,32949
655.065201,36019
656.589493,37973
658.113099,35595
659.636019,35828
661.158253,35261
662.679803,37949
664.200668,36295
665.720848,37581
667.240344,37572
668.759156,35285
670.277284,34930
671.79473,37188
673.311492,36106
674.827572,36609
676.34297,36824
677.857686,34212
679.37172,36539
680.885072,28710
682.397744,35856
683.909735,35871
685.421046,34477
686.931677,35793
688.441628,31272
689.950899,35349
691.459492,35320
692.967406,35473
694.474641,35304
695.981198,35200
697.487078,17557
698.992279,34817
700.496804,35081
702.000652,34693
703.503823,30110
705.006318,30843
706.508137,34473
708.00928,32670
709.509748,34738
711.009541,34531
712.50866,34428
714.007104,31841
715.504874,30390
717.00197,34132
718.498393,33927
719.994142,34019
721.489219,33858
722.983624,33585
724.477356,33703
725.970416,30259
727.462805,33503
728.954522,32569
730.445569,26126
731.935944,33279
733.42565,33137
734.914685,33270
736.403051,33190
737.890748,32931
739.377775,33044
740.864133,28534
742.349823,32954
743.834845,32534
745.319199,32921
746.802886,33101
748.285905,32610
749.768257,32778
751.249943,32618
752.730962,32906
754.211315,32532
755.691003,31934
757.170025,32630
758.648382,30420
760.126075,31982
761.603102,31637
763.079466,32102
764.555166,31686
766.030202,31639
767.504575,31608
768.978285,31285
770.451332,31352
771.923717,31420
773.39544,31522
774.866501,31187
776.3369,31196
777.806639,30817
779.275716,30781
780.744134,30354
782.21189,30439
783.678987,30129
785.145425,29306
786.611203,29744
788.076322,29562
789.540782,29510
791.004583,29054
792.467727,28790
793.930213,28805
795.392041,28088
796.853212,28322
798.313726,28412
799.773584,28336
801.232785,27861
802.69133,28041
804.14922,27634
805.606454,27375
807.063032,27133
808.518956,27302
809.974226,27211
811.428841,26736
812.882802,26388
814.33611,26570
815.788764,26618
817.240766,26058
818.692114,26383
820.14281,25605
821.592854,26082
823.042246,26084
824.490986,25806
825.939075,25781
827.386514,25792
828.833301,25754
830.279438,25231
831.724925,25070
833.169762,25371
834.61395,25347
836.057488,25224
837.500378,24798
838.942619,24844
840.384212,24882
841.825156,24710
843.265453,25011
844.705102,17857
846.144105,24721
847.58246,24300
849.020169,24532
850.457231,24465
851.893648,23939
853.329418,24126
854.764544,23811
856.199024,24101
857.632859,23705
859.06605,23654
860.498597,23678
861.9305,23724
863.361759,23384
864.792374,23165
866.222347,23202
867.651677,22928
869.080364,22805
870.508409,22815
871.935812,22576
873.362574,22234
874.788694,22547
876.214173,22076
877.639011,21873
879.063209,22121
880.486766,21746
881.909684,22108
883.331962,21825
884.753601,21844
886.174601,21964
887.594961,21482
889.014684,21455
890.433768,21935
891.852214,21585
893.270023,21187
894.687194,21788
896.103729,21465
897.519626,20920
898.934887,21458
900.349512,21226
901.763501,20991
903.176854,20834
904.589572,20491
906.001655,20448
907.413103,20214
908.823917,20091
910.234096,19934
911.643642,20072
913.052554,19929
914.460832,19776
915.868477,19916
917.27549,19654
918.68187,19755
920.087618,19819
921.492734,19345
922.897218,18963
924.301071,19664
925.704292,19245
927.106883,18714
928.508844,18757
929.910174,18548
931.310874,18629
932.710944,18453
934.110385,18554
935.509197,18211
936.907379,18331
938.304934,18314
939.70186,18002
941.098158,17652
942.493828,17816
943.88887,17956
945.283286,17668
946.677075,17674
948.070236,17491
949.462772,17807
950.854681,17709
952.245965,17859
953.636623,17740
955.026656,17859
956.416064,17578
957.804847,17915
959.193006,17161
960.58054,17427
961.967451,17333
963.353738,17272
964.739402,17580
966.124442,17230
967.50886,17190
968.892656,17246
970.275829,17099
971.65838,17225
973.04031,17228
974.421618,17164
975.802305,16934
977.182371,17072
978.561816,17037
979.940641,17221
981.318846,17467
982.696432,17506
984.073398,16775
985.449744,17170
986.825472,17191
988.200581,16959
989.575072,17468
990.948944,17203
992.322199,16994
993.694836,17325
995.066855,17081
996.438258,16927
997.809044,17032
999.179213,17040
1000.548766,16841
1001.917703,17303
1003.286024,17136
1004.65373,17021
1006.020821,16945
1007.387297,17186
1008.753158,17375
1010.118405,17325
1011.483038,17321
1012.847057,17029
1014.210462,17370
1015.573254,16961
1016.935433,16751
1018.296999,17070
1019.657953,17068
1021.018295,16856
1022.378025,16797
1023.737143,16815
1025.095649,16892
1026.453544,16781
1027.810829,16483
1029.167503,16643
1030.523566,16778
1031.87902,16889
1033.233863,16826
1034.588097,16404
1035.941722,16802
1037.294738,16324
1038.647145,16722
1039.998943,16590
1041.350133,16767
1042.700716,16632
1044.05069,16567
1045.400057,16572
1046.748817,16436
1048.09697,16694
1049.444516,16937
1050.791456,16983
1052.13779,17057
1053.483518,16863
1054.82864,17110
1056.173157,17128
1057.517069,17370
1058.860376,17409
1060.203079,17363
1061.545177,17818
1062.886671,17333
1064.227562,17548
1065.567848,17219
1066.907532,17148
1068.246613,17176
1069.585091,17046
1070.922966,17069
1072.260239,17256
1073.596911,16503
1074.93298,16827
1076.268448,16662
1077.603315,16249
1078.937581,16689
1080.271247,16313
1081.604312,16195
1082.936776,15996
1084.268641,16009
1085.599907,15805
1086.930573,15507
1088.260639,15747
1089.590107,15531
1090.918977,15638
1092.247248,16224
1093.574921,15425
1094.901996,15581
1096.228474,15873
1097.554354,15614
1098.879637,15853
1100.204323,15629
1101.528413,15830
1102.851907,16165
1104.174804,15894
1105.497106,16036
1106.818812,15962
1108.139923,15986
1109.460439,16169
1110.78036,16106
1112.099687,16259
1113.41842,15936
1114.736558,16104
1116.054103,16017
1117.371054,16112
1118.687412,16484
1120.003177,16113
1121.318349,16551
1122.632929,16090
1123.946916,16439
1125.260312,16421
1126.573116,16233
1127.885328,16202
1129.196949,16028
1130.507979,15994
1131.818419,15692
1133.128268,15307
1134.437527,15580
1135.746195,15251
