Wave shift,Intensity
-31.722347,9669
-29.886687,11286
-28.051868,12448
-26.217889,14473
-24.384749,16960
-22.552448,19354
-20.720985,22082
-18.890361,24965
-17.060575,28467
-15.231626,32369
-13.403514,38000
-11.576239,43676
-9.749799,47834
-7.924195,45615
-6.099426,37529
-4.275492,37130
-2.452392,41470
-0.630127,37112
1.191306,33934
3.011906,33099
4.831672,38548
6.650607,41324
8.46871,26078
10.285982,22008
12.102423,20035
13.918034,18148
15.732815,16432
17.546766,16592
19.359888,16003
21.172181,13621
22.983647,11083
24.794284,9811
26.604094,9677
28.413077,9263
30.221233,7985
32.028563,6242
33.835068,5236
35.640747,4965
37.445602,4415
39.249632,4310
41.052838,3758
42.855221,3987
44.656781,3562
46.457517,3758
48.257432,3584
50.056525,3356
51.854796,3656
53.652246,3096
55.448876,3094
57.244685,3513
59.039675,3475
60.833846,3657
62.627197,3821
64.41973,4104
66.211446,4138
68.002343,4176
69.792423,4526
71.581687,4605
73.370134,5093
75.157765,5430
76.944581,6031
78.730581,6552
80.515767,7573
82.300139,8026
84.083697,9214
85.866441,9942
87.648372,10897
89.429491,12392
91.209797,14344
92.989292,15862
94.767976,18468
96.545848,21831
98.32291,25261
100.099162,31023
101.874604,28709
103.649237,32680
105.423061,32732
107.196077,37446
108.968284,36372
110.739684,35423
112.510277,33801
114.280063,33159
116.049042,33186
117.817216,36785
119.584584,43700
121.351147,39251
123.116905,37628
124.881859,38500
126.646009,29671
128.409356,42421
130.171899,41278
131.93364,38969
133.694578,28217
135.454715,35216
137.21405,34137
138.972584,30006
140.730317,44169
142.48725,37093
144.243384,26825
145.998718,35717
147.753252,30222
149.506989,35765
151.259927,37409
153.012067,43365
154.76341,33751
156.513956,40830
158.263705,36705
160.012659,37683
161.760816,31263
163.508178,37058
165.254745,34870
167.000518,37583
168.745496,38900
170.489681,36368
172.233072,36750
173.975671,43204
175.717476,29470
177.45849,38097
179.198712,30791
180.938142,36618
182.676782,31121
184.414631,37874
186.15169,34885
187.887959,30046
189.623439,40486
191.35813,31509
193.092032,36032
194.825147,34601
196.557473,33970
198.289012,35778
200.019764,33979
201.74973,32541
203.478909,36051
205.207303,36454
206.934911,38504
208.661735,39088
210.387773,33263
212.113028,31986
213.837499,31608
215.561186,35029
217.28409,35713
219.006212,33238
220.727552,33830
222.44811,38343
224.167886,38069
225.886881,33977
227.605096,35254
229.32253,32574
231.039185,32776
232.75506,31005
234.470156,24521
236.184473,33480
237.898012,29760
239.610773,30105
241.322757,37887
243.033964,37159
244.744393,29715
246.454047,35209
248.162924,32171
249.871026,32180
251.578353,35042
253.284905,31828
254.990683,40793
256.695686,32788
258.399916,36077
260.103373,36892
261.806057,36665
263.507968,39489
265.209107,33755
266.909475,32745
268.609071,33711
270.307897,29289
272.005952,34821
273.703236,35622
275.399751,34311
277.095497,32966
278.790473,38941
280.484681,31793
282.178121,34284
283.870793,39148
285.562697,31230
