Frequent,Density
-31.722347,20089
-29.886687,23129
-28.051868,26066
-26.217889,30126
-24.384749,35161
-22.552448,37196
-20.720985,45536
-18.890361,44830
-17.060575,37373
-15.231626,48269
-13.403514,43029
-11.576239,47615
-9.749799,47662
-7.924195,45657
-6.099426,37443
-4.275492,37153
-2.452392,41220
-0.630127,36912
1.191306,34381
3.011906,33242
4.831672,38317
6.650607,41197
8.46871,45487
10.285982,35597
12.102423,41204
13.918034,38965
15.732815,37760
17.546766,34908
19.359888,34940
21.172181,30265
22.983647,24761
24.794284,22011
26.604094,21235
28.413077,19389
30.221233,16291
32.028563,13239
33.835068,10673
35.640747,9100
37.445602,8458
39.249632,7998
41.052838,7457
42.855221,7164
44.656781,6865
46.457517,6428
48.257432,6148
50.056525,5976
51.854796,6197
53.652246,5513
55.448876,5563
57.244685,5069
59.039675,5105
60.833846,5725
62.627197,5474
64.41973,5351
66.211446,5820
68.002343,5812
69.792423,5936
71.581687,6276
73.370134,6794
75.157765,6935
76.944581,7673
78.730581,8175
80.515767,9069
82.300139,9956
84.083697,10871
85.866441,11799
87.648372,12534
89.429491,14287
91.209797,16515
92.989292,18073
94.767976,20657
96.545848,23704
98.32291,27518
100.099162,32812
101.874604,28445
103.649237,32693
105.423061,32548
107.196077,37510
108.968284,36200
110.739684,35389
112.510277,33643
114.280063,33189
116.049042,32720
117.817216,36711
119.584584,43581
121.351147,38928
123.116905,37355
124.881859,38469
126.646009,29458
128.409356,42301
130.171899,41203
131.93364,38798
133.694578,28093
135.454715,35118
137.21405,34065
138.972584,30024
140.730317,43940
142.48725,37021
144.243384,26588
145.998718,35741
147.753252,29999
149.506989,35695
151.259927,37231
153.012067,43387
154.76341,33707
156.513956,40598
158.263705,36406
160.012659,37406
161.760816,31086
163.508178,37058
165.254745,34336
167.000518,37524
168.745496,38936
170.489681,36202
172.233072,36486
173.975671,43263
175.717476,28873
177.45849,37771
179.198712,30784
180.938142,36626
182.676782,30998
184.414631,37607
186.15169,34668
187.887959,29933
189.623439,40492
191.35813,31586
193.092032,35790
194.825147,34415
196.557473,33859
198.289012,35887
200.019764,33690
201.74973,32054
203.478909,36256
205.207303,36480
206.934911,38136
208.661735,38984
210.387773,33660
212.113028,31781
213.837499,31661
215.561186,34903
217.28409,35237
219.006212,33205
220.727552,33855
222.44811,38177
224.167886,37700
225.886881,33877
227.605096,35453
229.32253,32552
231.039185,32477
232.75506,30941
234.470156,24579
236.184473,33483
237.898012,29603
239.610773,29823
241.322757,37757
243.033964,36864
244.744393,29680
246.454047,34830
248.162924,32074
249.871026,32191
251.578353,34927
253.284905,31645
254.990683,40790
256.695686,32758
258.399916,35894
260.103373,36986
261.806057,36539
263.507968,39580
265.209107,33850
266.909475,32486
268.609071,33674
270.307897,29258
272.005952,34733
273.703236,35460
275.399751,34312
277.095497,33026
278.790473,38920
280.484681,31669
282.178121,34161
283.870793,39033
285.562697,31080
287.253835,40809
288.944205,39111
290.633809,31209
292.322648,32623
294.010721,36611
295.698028,38889
297.384571,40226
299.070349,38519
300.755364,39744
302.439614,35282
304.123102,35195
305.805826,37548
307.487788,36022
309.168988,35633
310.849426,40288
312.529103,33312
314.208018,33153
315.886173,23378
317.563568,36511
319.240203,37705
320.916079,40315
322.591195,36771
324.265552,38926
325.939151,35188
327.611993,35595
329.284076,35848
330.955402,36754
332.625972,42398
334.295785,37475
335.964841,34742
337.633142,32331
339.300688,38542
340.967479,30850
342.633515,38470
344.298796,36162
345.963324,36960
347.627098,35698
349.29012,40648
350.952388,36170
352.613904,37656
354.274668,34713
355.93468,34254
357.593941,38527
359.252451,38662
360.910211,31881
362.56722,37029
364.22348,33662
365.87899,30992
367.533751,41132
369.187763,35787
370.841027,34085
372.493543,37206
374.145311,42487
375.796332,38027
377.446607,23314
379.096134,42627
380.744916,34914
382.392952,31804
384.040242,38022
385.686787,46972
387.332588,37208
388.977645,40180
390.621957,36763
392.265526,42230
393.908351,31733
395.550434,40605
397.191775,38129
398.832373,29436
400.472229,39794
402.111344,43463
403.749718,43475
405.387351,39559
407.024244,30807
408.660397,38320
410.295811,40714
411.930485,41688
413.56442,40350
415.197617,48046
416.830076,26675
418.461796,41280
420.09278,40663
421.723026,37452
423.352536,30338
424.981309,32764
426.609346,38185
428.236648,36252
429.863214,41915
431.489046,44280
433.114143,30385
434.738505,40891
436.362134,33493
437.98503,32332
439.607192,36257
441.228621,33691
442.849318,39066
444.469283,31765
446.088516,38019
447.707018,33001
449.324789,28888
450.941829,36022
452.558139,32621
454.173719,39032
455.78857,7711
457.402691,37037
459.016083,38912
460.628747,38657
462.240682,39771
463.85189,39760
465.46237,36857
467.072124,39759
468.68115,32051
470.28945,40106
471.897024,34179
473.503872,34491
475.109995,40292
476.715393,35848
478.320066,40720
479.924015,34918
481.52724,37046
483.129741,36033
484.731519,33423
486.332575,39239
487.932907,27910
489.532517,37730
491.131406,31371
492.729573,31478
494.327019,37226
495.923744,37460
497.519748,29328
499.115033,35782
500.709597,39602
502.303442,38610
503.896568,37041
505.488976,35481
507.080665,38930
508.671635,38038
510.261889,29932
511.851424,36877
513.440243,33405
515.028345,38784
516.615731,39756
518.202401,37475
519.788355,35671
521.373593,42423
522.958117,36577
524.541926,29871
526.125021,36690
527.707402,30826
529.28907,37350
530.870024,25705
532.450265,31160
534.029794,35802
535.60861,34980
537.186715,42344
538.764108,32781
540.340789,30533
541.91676,39294
543.492021,39785
545.066571,33591
546.640411,35673
548.213542,32501
549.785964,31678
551.357676,40363
552.928681,35740
554.498977,44761
556.068565,32781
557.637446,41452
559.20562,44302
560.773087,40591
562.339847,36493
563.905901,33931
565.47125,32657
567.035893,31800
568.599831,32726
570.163064,37415
571.725593,36562
573.287417,38185
574.848538,41915
576.408955,35856
577.968669,34030
579.52768,36516
581.085989,31877
582.643596,39394
584.200501,37511
585.756704,32908
587.312207,42475
588.867008,39285
590.42111,39436
591.974511,34442
593.527212,35577
595.079214,31100
596.630516,39343
598.18112,39939
599.731025,25052
601.280232,36803
602.828742,39355
604.376554,37232
605.923668,39148
607.470086,33373
609.015808,41950
610.560833,36708
612.105162,39177
613.648796,36249
615.191735,35219
616.733979,33682
618.275528,43081
619.816383,33063
621.356544,31707
622.896012,37440
624.434787,38850
625.972868,33795
627.510257,34022
629.046954,39174
630.582959,33547
632.118272,33560
633.652894,41458
635.186825,37674
636.720066,38054
638.252616,33630
639.784476,40597
641.315647,31692
642.846128,29984
644.37592,33298
645.905024,33338
647.433439,28461
648.961166,40778
650.488206,40596
652.014558,31466
653.540223,32762
655.065201,35947
656.589493,37895
658.113099,35687
659.636019,36046
661.158253,35268
662.679803,38514
664.200668,36286
665.720848,38371
667.240344,38187
668.759156,35587
670.277284,34640
671.79473,37452
673.311492,35829
674.827572,37491
676.34297,37120
677.857686,34097
679.37172,36915
680.885072,28695
682.397744,34145
683.909735,35987
685.421046,34213
686.931677,36277
688.441628,31180
689.950899,35666
691.459492,35866
692.967406,36164
694.474641,35351
695.981198,35457
697.487078,17598
698.992279,35750
700.496804,35459
702.000652,35070
703.503823,29930
705.006318,30622
706.508137,35108
708.00928,32850
709.509748,35426
711.009541,34928
712.50866,34914
714.007104,31745
715.504874,30582
717.00197,34508
718.498393,34351
719.994142,34364
721.489219,33920
722.983624,34202
724.477356,33851
725.970416,30113
727.462805,33605
728.954522,32646
730.445569,26215
731.935944,33339
733.42565,33374
734.914685,33388
736.403051,33425
737.890748,33148
739.377775,32928
740.864133,28418
742.349823,32968
743.834845,32622
745.319199,32805
746.802886,32687
748.285905,33152
749.768257,32720
751.249943,33136
752.730962,32668
754.211315,32422
755.691003,32551
757.170025,32437
758.648382,29960
760.126075,32189
761.603102,32294
763.079466,32133
764.555166,31914
766.030202,32305
767.504575,31578
768.978285,32034
770.451332,31688
771.923717,31906
773.39544,32165
774.866501,31571
776.3369,31712
777.806639,31137
779.275716,31254
780.744134,30932
782.21189,30471
783.678987,30179
785.145425,29822
786.611203,29836
788.076322,29859
789.540782,29215
791.004583,28972
792.467727,29116
793.930213,28741
795.392041,28532
796.853212,28003
798.313726,28173
799.773584,28387
801.232785,28034
802.69133,27797
804.14922,27656
805.606454,27739
807.063032,27615
808.518956,27216
809.974226,27094
811.428841,26765
812.882802,26734
814.33611,26748
815.788764,27069
817.240766,26736
818.692114,26365
820.14281,25531
821.592854,26447
823.042246,26079
824.490986,25605
825.939075,25756
827.386514,25929
828.833301,25661
830.279438,25852
831.724925,25801
833.169762,25823
834.61395,25608
836.057488,26265
837.500378,26171
838.942619,26618
840.384212,26530
841.825156,26667
843.265453,26724
844.705102,17650
846.144105,27092
847.58246,26646
849.020169,26576
850.457231,26529
851.893648,26001
853.329418,26537
