Wave shift,Intensity
-31.722347,10573
-29.886687,11986
-28.051868,13668
-26.217889,15756
-24.384749,18699
-22.552448,20941
-20.720985,24057
-18.890361,26826
-17.060575,30238
-15.231626,34529
-13.403514,40239
-11.576239,46506
-9.749799,47864
-7.924195,45645
-6.099426,37559
-4.275492,37160
-2.452392,41500
-0.630127,37142
1.191306,33964
3.011906,33129
4.831672,38578
6.650607,41354
8.46871,28091
10.285982,23766
12.102423,21518
13.918034,19763
15.732815,18065
17.546766,18153
19.359888,17495
21.172181,14933
22.983647,12421
24.794284,10854
26.604094,10097
28.413077,9668
30.221233,8548
32.028563,6830
33.835068,5803
35.640747,5088
37.445602,4826
39.249632,4520
41.052838,4133
42.855221,4398
44.656781,4008
46.457517,4241
48.257432,3698
50.056525,3655
51.854796,3939
53.652246,3728
55.448876,3675
57.244685,3871
59.039675,3978
60.833846,3992
62.627197,4242
64.41973,4195
66.211446,4236
68.002343,4237
69.792423,4638
71.581687,4667
73.370134,5383
75.157765,5760
76.944581,6304
78.730581,6749
80.515767,7745
82.300139,8044
84.083697,9196
85.866441,10212
87.648372,11060
89.429491,12931
91.209797,14538
92.989292,16402
94.767976,19238
96.545848,22236
98.32291,25986
100.099162,31587
101.874604,28739
103.649237,32710
105.423061,32762
107.196077,37476
108.968284,36402
110.739684,35453
112.510277,33831
114.280063,33189
116.049042,33216
117.817216,36815
119.584584,43730
121.351147,39281
123.116905,37658
124.881859,38530
126.646009,29701
128.409356,42451
130.171899,41308
131.93364,38999
133.694578,28247
135.454715,35246
137.21405,34167
138.972584,30036
140.730317,44199
142.48725,37123
144.243384,26855
145.998718,35747
147.753252,30252
149.506989,35795
151.259927,37439
153.012067,43395
154.76341,33781
156.513956,40860
158.263705,36735
160.012659,37713
161.760816,31293
163.508178,37088
165.254745,34900
167.000518,37613
168.745496,38930
170.489681,36398
172.233072,36780
173.975671,43234
175.717476,29500
177.45849,38127
179.198712,30821
180.938142,36648
182.676782,31151
184.414631,37904
186.15169,34915
187.887959,30076
189.623439,40516
191.35813,31539
193.092032,36062
194.825147,34631
196.557473,34000
198.289012,35808
200.019764,34009
201.74973,32571
203.478909,36081
205.207303,36484
206.934911,38534
208.661735,39118
210.387773,33293
212.113028,32016
213.837499,31638
215.561186,35059
217.28409,35743
219.006212,33268
220.727552,33860
222.44811,38373
224.167886,38099
225.886881,34007
227.605096,35284
229.32253,32604
231.039185,32806
232.75506,31035
234.470156,24551
236.184473,33510
237.898012,29790
239.610773,30135
241.322757,37917
243.033964,37189
244.744393,29745
246.454047,35239
248.162924,32201
249.871026,32210
251.578353,35072
253.284905,31858
254.990683,40823
256.695686,32818
258.399916,36107
260.103373,36922
261.806057,36695
263.507968,39519
265.209107,33785
266.909475,32775
268.609071,33741
270.307897,29319
272.005952,34851
273.703236,35652
275.399751,34341
277.095497,32996
278.790473,38971
280.484681,31823
282.178121,34314
283.870793,39178
285.562697,31260
287.253835,40803
288.944205,39215
290.633809,31535
292.322648,32913
294.010721,36950
295.698028,39001
297.384571,40389
299.070349,38385
300.755364,39908
302.439614,35311
304.123102,35252
305.805826,37522
307.487788,35958
309.168988,35600
310.849426,40485
312.529103,33630
314.208018,33539
315.886173,23471
317.563568,36774
319.240203,37914
320.916079,40305
322.591195,36927
324.265552,39081
325.939151,35689
327.611993,35419
329.284076,36066
330.955402,37189
332.625972,42562
334.295785,37516
335.964841,35027
337.633142,32261
339.300688,38802
340.967479,31049
342.633515,38314
344.298796,36273
345.963324,37100
347.627098,36055
349.29012,40884
350.952388,36203
352.613904,37966
354.274668,34756
355.93468,34261
357.593941,38686
359.252451,38965
360.910211,31671
362.56722,37252
364.22348,33940
365.87899,31011
367.533751,41196
369.187763,35881
370.841027,34258
372.493543,37334
374.145311,42591
375.796332,38358
377.446607,23682
379.096134,42731
380.744916,35119
382.392952,32177
384.040242,38213
385.686787,47061
387.332588,37463
388.977645,40545
390.621957,36896
392.265526,42290
393.908351,32048
395.550434,40417
397.191775,38478
398.832373,29410
400.472229,40045
402.111344,43808
403.749718,43556
405.387351,39717
407.024244,30873
408.660397,38546
410.295811,40874
411.930485,41932
413.56442,40428
415.197617,48108
416.830076,26977
418.461796,41323
420.09278,40926
421.723026,37342
423.352536,30566
424.981309,33096
426.609346,38297
428.236648,36477
429.863214,41929
431.489046,44357
433.114143,30428
434.738505,40682
436.362134,33676
437.98503,32034
439.607192,36578
441.228621,33580
442.849318,39133
444.469283,32114
446.088516,38035
447.707018,33433
449.324789,28802
450.941829,36074
452.558139,32657
454.173719,38843
455.78857,8166
457.402691,37055
459.016083,39209
460.628747,38606
462.240682,40015
463.85189,39843
465.46237,37057
467.072124,40108
468.68115,32273
470.28945,40203
471.897024,34525
473.503872,34822
475.109995,40580
476.715393,35772
478.320066,40755
479.924015,34928
481.52724,37087
483.129741,36176
484.731519,33496
486.332575,39301
487.932907,28100
489.532517,37933
491.131406,31768
492.729573,31618
494.327019,37394
495.923744,37648
497.519748,29732
499.115033,36146
500.709597,39735
502.303442,38831
503.896568,37210
505.488976,35554
507.080665,38997
508.671635,38587
510.261889,29963
511.851424,37157
513.440243,33577
515.028345,38768
516.615731,39539
518.202401,37719
519.788355,35660
521.373593,42638
522.958117,36412
524.541926,29949
526.125021,36877
527.707402,30782
529.28907,37643
530.870024,26064
532.450265,31046
