Frequent,Density
-31.722347,11137
-29.886687,12890
-28.051868,14933
-26.217889,17031
-24.384749,20130
-22.552448,23457
-20.720985,27011
-18.890361,30781
-17.060575,34344
-15.231626,39688
-13.403514,42262
-11.576239,47101
-9.749799,47307
-7.924195,45226
-6.099426,36768
-4.275492,36373
-2.452392,40897
-0.630127,36430
1.191306,33291
3.011906,32142
4.831672,37719
6.650607,40523
8.46871,30241
10.285982,25009
12.102423,22439
13.918034,20015
15.732815,18347
17.546766,18609
19.359888,17417
21.172181,15238
22.983647,12820
24.794284,10926
26.604094,10593
28.413077,10059
30.221233,8694
32.028563,7020
33.835068,5445
35.640747,5067
37.445602,4378
39.249632,4537
41.052838,4429
42.855221,4353
44.656781,3954
46.457517,3809
48.257432,3569
50.056525,3357
51.854796,3119
53.652246,3359
55.448876,3163
57.244685,3335
59.039675,3555
60.833846,3982
62.627197,3580
64.41973,4052
66.211446,4276
68.002343,4184
69.792423,4265
71.581687,4758
73.370134,5063
75.157765,5132
76.944581,5705
78.730581,6585
80.515767,7271
82.300139,7840
84.083697,9286
85.866441,10181
87.648372,11205
89.429491,12788
91.209797,14567
92.989292,17023
94.767976,19291
96.545848,22865
98.32291,26613
100.099162,32424
101.874604,27582
103.649237,31701
105.423061,31719
107.196077,36722
108.968284,35375
110.739684,34531
112.510277,32775
114.280063,32618
116.049042,32009
117.817216,35954
119.584584,43088
121.351147,38426
123.116905,36569
124.881859,37739
126.646009,28713
128.409356,41628
130.171899,40605
131.93364,38047
133.694578,27344
135.454715,34519
137.21405,33146
138.972584,29213
140.730317,43622
142.48725,36108
144.243384,25436
145.998718,34845
147.753252,28987
149.506989,34969
151.259927,36440
153.012067,42816
154.76341,33191
156.513956,40052
158.263705,35927
160.012659,36550
161.760816,30138
163.508178,36294
165.254745,33458
167.000518,36960
168.745496,38259
170.489681,35387
172.233072,35913
173.975671,42727
175.717476,28244
177.45849,37044
179.198712,29556
180.938142,35811
182.676782,29832
184.414631,36978
186.15169,33910
187.887959,28704
189.623439,39824
191.35813,30730
193.092032,34867
194.825147,33725
196.557473,33110
198.289012,34908
200.019764,33135
201.74973,31632
203.478909,35517
205.207303,35583
206.934911,37452
208.661735,38340
210.387773,31896
212.113028,31185
213.837499,30650
215.561186,34264
217.28409,34642
219.006212,32382
220.727552,32777
222.44811,37555
224.167886,37120
225.886881,33105
227.605096,34479
229.32253,31677
231.039185,31690
232.75506,30192
234.470156,23953
236.184473,32622
237.898012,28659
239.610773,28999
241.322757,36968
243.033964,36193
244.744393,28449
246.454047,34052
248.162924,31346
249.871026,31216
251.578353,34267
253.284905,30817
254.990683,40226
256.695686,31789
258.399916,35248
260.103373,36084
261.806057,35767
263.507968,38781
265.209107,32657
266.909475,31792
268.609071,32918
270.307897,28306
272.005952,33705
273.703236,34749
275.399751,33490
277.095497,31947
278.790473,38091
280.484681,30647
282.178121,33635
283.870793,38389
285.562697,30122
287.253835,40000
288.944205,38258
290.633809,30282
292.322648,31827
294.010721,35951
295.698028,38116
297.384571,39783
299.070349,37523
300.755364,39052
302.439614,34464
304.123102,34522
305.805826,36706
307.487788,34838
309.168988,34708
310.849426,39602
312.529103,32685
314.208018,32547
315.886173,21823
317.563568,35824
319.240203,36885
320.916079,39747
322.591195,35976
324.265552,38094
325.939151,34538
327.611993,34861
329.284076,35126
330.955402,36224
332.625972,41791
334.295785,36905
335.964841,34209
337.633142,31481
339.300688,37982
340.967479,29764
342.633515,37731
344.298796,35487
345.963324,36043
347.627098,34989
349.29012,39978
350.952388,35142
