Frequency,Intensity
2076.301404,2856
2077.173516,2937
2078.0452,2720
2078.916458,2900
2079.787289,2865
2080.657693,2717
2081.52767,2903
2082.397221,2791
2083.266346,2805
2084.135044,2938
2085.003316,3251
2085.871163,2781
2086.738584,2756
2087.605579,3121
2088.472148,2842
2089.338292,3078
2090.204011,2906
2091.069305,2705
2091.934174,2785
2092.798618,2718
2093.662637,2974
2094.526231,2838
2095.389402,3025
2096.252147,3155
2097.114469,2958
2097.976366,2962
2098.83784,2844
2099.69889,2947
2100.559516,2747
2101.419719,3006
2102.279498,2966
2103.138854,2777
2103.997786,2670
2104.856296,2932
2105.714383,2732
2106.572047,2876
2107.429289,3023
2108.286108,2824
2109.142504,2871
2109.998479,2887
2110.854031,3021
2111.709161,2814
2112.56387,2825
2113.418156,2815
2114.272021,2679
2115.125465,2591
2115.978487,2902
2116.831089,2971
2117.683269,2735
2118.535028,2881
2119.386366,2485
2120.237284,2736
2121.087781,2563
2121.937857,2736
2122.787514,2654
2123.63675,2780
2124.485566,2629
2125.333962,2556
2126.181939,2555
2127.029496,2654
2127.876633,2837
2128.723351,2332
2129.569649,2527
2130.415529,2595
2131.260989,2354
2132.106031,2434
2132.950654,2591
2133.794858,2518
2134.638643,2691
2135.482011,2626
2136.32496,2556
2137.167491,2633
2138.009604,2436
2138.851299,2393
2139.692576,2650
2140.533436,2315
2141.373878,2676
2142.213903,2579
2143.05351,2675
2143.892701,2496
2144.731474,2439
2145.569831,2459
2146.407771,2203
2147.245294,2399
2148.082401,2449
2148.919091,2288
2149.755365,2236
2150.591224,2441
2151.426666,2210
2152.261692,2330
2153.096302,2245
2153.930497,2351
2154.764277,2120
2155.597641,2360
2156.43059,2228
2157.263124,2761
2158.095242,2139
2158.926946,2389
2159.758236,2361
2160.58911,2185
2161.41957,2346
2162.249616,2230
2163.079248,1936
2163.908465,2316
2164.737269,2355
2165.565658,2322
2166.393634,2090
2167.221196,2357
2168.048345,2049
2168.87508,2306
2169.701402,2164
2170.527311,1848
2171.352807,2148
2172.177891,2227
2173.002561,2068
2173.826819,2323
2174.650664,2337
2175.474097,2351
2176.297117,2241
2177.119726,2151
2177.941922,2058
2178.763707,2056
2179.58508,2153
2180.406041,1909
2181.22659,1989
2182.046729,2168
2182.866456,2143
2183.685771,2108
2184.504676,2232
2185.32317,2070
2186.141253,2173
2186.958925,2142
2187.776187,2063
2188.593038,1919
2189.409479,2076
2190.22551,1993
2191.041131,2110
2191.856342,2079
2192.671143,1828
2193.485534,1921
2194.299516,1956
2195.113088,1896
2195.926251,1931
2196.739005,1935
2197.551349,2072
2198.363285,1893
2199.174812,1923
2199.98593,2049
2200.796639,2070
2201.60694,1849
2202.416832,1906
2203.226317,1777
2204.035393,1613
2204.844061,1920
2205.652321,1629
2206.460173,1900
2207.267618,1692
2208.074655,2040
2208.881285,1871
2209.687507,1955
2210.493322,1711
2211.29873,1713
2212.103732,1601
2212.908326,1862
2213.712513,1756
2214.516294,1797
2215.319669,1366
2216.122637,1472
2216.925199,1792
2217.727355,1315
2218.529105,1567
2219.330449,1554
2220.131387,1755
2220.931919,1723
2221.732046,1308
2222.531768,1712
2223.331084,1756
2224.129995,1099
2224.928501,1586
2225.726602,1367
2226.524298,1433
2227.321589,1513
2228.118476,1773
2228.914959,1378
2229.711037,1562
2230.50671,1523
2231.30198,1395
2232.096846,1524
2232.891307,1518
2233.685365,1686
2234.479019,1461
2235.27227,1255
2236.065117,1633
2236.857561,1352
2237.649602,1508
2238.441239,1406
2239.232474,1392
2240.023306,1457
2240.813735,1559
2241.603761,1447
2242.393385,1544
2243.182607,1739
2243.971426,1486
2244.759843,1327
2245.547858,1242
2246.335471,1443
2247.122682,1295
2247.909492,1512
2248.6959,1165
2249.481906,1384
2250.267511,1295
2251.052715,1167
2251.837518,1477
2252.621919,1127
2253.40592,1113
2254.18952,1499
2254.972719,1227
2255.755518,1377
2256.537916,1262
2257.319914,1297
2258.101512,1387
2258.88271,1353
2259.663507,1433
2260.443905,1378
2261.223903,1521
2262.003501,1327
2262.7827,1369
2263.561499,1025
2264.339899,1150
2265.1179,1288
2265.895501,710
2266.672704,1029
2267.449508,993
2268.225913,1274
2269.001919,1115
2269.777527,1128
2270.552737,1090
2271.327548,1102
2272.101961,952
2272.875975,1150
2273.649592,1299
2274.422811,990
2275.195632,1190
2275.968056,1093
2276.740082,1278
2277.511711,1171
2278.282942,1048
2279.053776,1236
2279.824213,1185
2280.594253,964
2281.363897,987
2282.133143,925
2282.901993,827
2283.670446,997
2284.438503,1081
2285.206164,926
2285.973428,1370
2286.740296,713
2287.506769,966
2288.272845,1193
2289.038526,1190
2289.803811,910
2290.5687,885
2291.333194,800
2292.097293,938
2292.860997,1030
2293.624305,986
2294.387219,969
2295.149737,945
2295.911861,1040
2296.67359,926
2297.434925,962
2298.195865,957
2298.956411,1056
2299.716562,1115
2300.47632,982
2301.235683,1096
2301.994653,799
2302.753229,875
2303.511411,650
2304.269199,878
2305.026594,1023
2305.783596,1165
2306.540204,962
2307.29642,804
2308.052242,740
2308.807671,994
2309.562708,955
2310.317351,920
2311.071603,855
2311.825461,811
2312.578928,968
2313.332002,1087
2314.084684,889
2314.836973,751
2315.588871,992
2316.340377,903
2317.091491,923
2317.842214,826
2318.592545,632
2319.342485,1029
2320.092033,928
2320.84119,707
2321.589956,994
2322.338331,977
2323.086315,750
2323.833908,675
2324.581111,839
2325.327923,778
2326.074345,775
2326.820376,986
2327.566017,867
2328.311268,984
2329.056129,978
2329.800599,982
2330.54468,870
2331.288372,1003
2332.031673,501
2332.774585,690
2333.517108,824
2334.259242,828
2335.000986,691
2335.742341,756
2336.483307,628
2337.223884,675
2337.964073,673
2338.703872,461
2339.443283,709
2340.182306,723
2340.92094,928
2341.659187,590
2342.397044,680
2343.134514,425
2343.871596,709
2344.60829,735
2345.344597,670
2346.080515,623
2346.816046,900
2347.55119,379
2348.285946,709
2349.020316,630
2349.754298,611
2350.487893,671
2351.221101,457
2351.953922,678
2352.686356,462
2353.418404,608
2354.150066,887
2354.881341,637
2355.61223,480
2356.342732,656
2357.072849,587
2357.802579,577
2358.531924,691
2359.260883,971
2359.989456,529
2360.717643,695
2361.445445,479
2362.172862,462
2362.899893,673
2363.626539,561
2364.352801,792
2365.078677,620
2365.804168,480
2366.529275,860
2367.253996,669
2367.978334,609
2368.702286,581
2369.425855,621
2370.149039,369
2370.871839,711
2371.594255,526
2372.316287,605
2373.037935,414
2373.7592,619
2374.48008,565
2375.200578,486
2375.920691,494
2376.640422,722
2377.359769,440
2378.078733,519
2378.797314,802
2379.515511,484
2380.233327,376
2380.950759,523
2381.667808,593
2382.384476,602
2383.10076,423
2383.816663,465
2384.532183,435
2385.24732,500
2385.962076,456
2386.67645,314
2387.390442,383
2388.104052,224
2388.817281,221
2389.530128,153
2390.242593,404
2390.954677,62
2391.66638,347
2392.377702,317
2393.088643,548
2393.799202,555
2394.509381,214
2395.219179,366
2395.928596,603
2396.637633,217
2397.346289,347
2398.054565,376
2398.762461,188
2399.469976,512
2400.177111,327
2400.883867,211
2401.590242,225
2402.296238,453
2403.001854,323
2403.70709,434
2404.411947,335
2405.116424,306
2405.820522,218
2406.524241,415
2407.227581,290
2407.930542,345
2408.633123,320
2409.335326,208
2410.037151,283
