Wave shift,Intensity
-31.722347,10257
-29.886687,11767
-28.051868,13244
-26.217889,15056
-24.384749,18110
-22.552448,20064
-20.720985,22799
-18.890361,25568
-17.060575,28617
-15.231626,32820
-13.403514,37838
-11.576239,43329
-9.749799,47743
-7.924195,45524
-6.099426,37438
-4.275492,37039
-2.452392,41379
-0.630127,37021
1.191306,33843
3.011906,33008
4.831672,38457
6.650607,41233
8.46871,27716
10.285982,23824
12.102423,21407
13.918034,19798
15.732815,18550
17.546766,18107
19.359888,17506
21.172181,14435
22.983647,12220
24.794284,10698
26.604094,10283
28.413077,9791
30.221233,8199
32.028563,6719
33.835068,5428
35.640747,4949
37.445602,4635
39.249632,4245
41.052838,4065
42.855221,4054
44.656781,3738
46.457517,3895
48.257432,3326
50.056525,3474
51.854796,3868
53.652246,3497
55.448876,3415
57.244685,3503
59.039675,3669
60.833846,3920
62.627197,4024
64.41973,4133
66.211446,3999
68.002343,4396
69.792423,4590
71.581687,4443
73.370134,5132
75.157765,5521
76.944581,5883
78.730581,6724
80.515767,7419
82.300139,7972
84.083697,9210
85.866441,9889
87.648372,11157
89.429491,12627
91.209797,14392
92.989292,16228
94.767976,19196
96.545848,22392
98.32291,25795
100.099162,31366
101.874604,28618
103.649237,32589
105.423061,32641
107.196077,37355
108.968284,36281
110.739684,35332
112.510277,33710
114.280063,33068
116.049042,33095
117.817216,36694
119.584584,43609
121.351147,39160
123.116905,37537
124.881859,38409
126.646009,29580
128.409356,42330
130.171899,41187
131.93364,38878
133.694578,28126
135.454715,35125
137.21405,34046
138.972584,29915
140.730317,44078
142.48725,37002
144.243384,26734
145.998718,35626
147.753252,30131
149.506989,35674
151.259927,37318
153.012067,43274
154.76341,33660
156.513956,40739
158.263705,36614
160.012659,37592
161.760816,31172
163.508178,36967
165.254745,34779
167.000518,37492
168.745496,38809
170.489681,36277
172.233072,36659
173.975671,43113
175.717476,29379
177.45849,38006
179.198712,30700
180.938142,36527
182.676782,31030
184.414631,37783
186.15169,34794
187.887959,29955
189.623439,40395
191.35813,31418
193.092032,35941
194.825147,34510
196.557473,33879
198.289012,35687
200.019764,33888
201.74973,32450
203.478909,35960
205.207303,36363
206.934911,38413
208.661735,38997
210.387773,33172
212.113028,31895
213.837499,31517
215.561186,34938
217.28409,35622
219.006212,33147
220.727552,33739
222.44811,38252
224.167886,37978
225.886881,33886
227.605096,35163
229.32253,32483
231.039185,32685
232.75506,30914
234.470156,24430
236.184473,33389
237.898012,29669
239.610773,30014
241.322757,37796
243.033964,37068
244.744393,29624
246.454047,35118
248.162924,32080
249.871026,32089
251.578353,34951
253.284905,31737
254.990683,40702
256.695686,32697
258.399916,35986
260.103373,36801
261.806057,36574
263.507968,39398
265.209107,33664
266.909475,32654
268.609071,33620
270.307897,29198
272.005952,34730
273.703236,35531
275.399751,34220
277.095497,32875
278.790473,38850
280.484681,31702
282.178121,34193
283.870793,39057
285.562697,31139
287.253835,40682
288.944205,39094
290.633809,31414
292.322648,32792
294.010721,36829
295.698028,38880
297.384571,40268
299.070349,38264
300.755364,39787
302.439614,35190
304.123102,35131
305.805826,37401
307.487788,35837
309.168988,35479
310.849426,40364
312.529103,33509
314.208018,33418
315.886173,23350
317.563568,36653
319.240203,37793
320.916079,40184
322.591195,36806
324.265552,38960
325.939151,35568
327.611993,35298
329.284076,35945
330.955402,37068
332.625972,42441
334.295785,37395
335.964841,34906
337.633142,32140
339.300688,38681
340.967479,30928
342.633515,38193
344.298796,36152
345.963324,36979
347.627098,35934
349.29012,40763
350.952388,36082
352.613904,37845
354.274668,34635
355.93468,34140
357.593941,38565
359.252451,38844
360.910211,31550
362.56722,37131
364.22348,33819
365.87899,30890
367.533751,41075
369.187763,35760
370.841027,34137
372.493543,37213
374.145311,42470
375.796332,38237
377.446607,23561
379.096134,42610
380.744916,34998
382.392952,32056
384.040242,38092
385.686787,46940
387.332588,37342
388.977645,40424
390.621957,36775
392.265526,42169
393.908351,31927
395.550434,40296
397.191775,38357
398.832373,29289
400.472229,39924
402.111344,43687
403.749718,43435
405.387351,39596
407.024244,30752
408.660397,38425
410.295811,40753
411.930485,41811
413.56442,40307
415.197617,47987
416.830076,26856
418.461796,41202
420.09278,40805
421.723026,37221
423.352536,30445
