Wave shift,Intensity
-31.722347,9129
-29.886687,10781
-28.051868,11818
-26.217889,13580
-24.384749,16370
-22.552448,18420
-20.720985,21178
-18.890361,23819
-17.060575,27055
-15.231626,31108
-13.403514,35632
-11.576239,41718
-9.749799,47751
-7.924195,45532
-6.099426,37446
-4.275492,37047
-2.452392,41387
-0.630127,37029
1.191306,33851
3.011906,33016
4.831672,38465
6.650607,41241
8.46871,23647
10.285982,19867
12.102423,17924
13.918034,16838
15.732815,15144
17.546766,15521
19.359888,14645
21.172181,12610
22.983647,10742
24.794284,9175
26.604094,9040
28.413077,8720
30.221233,7430
32.028563,6068
33.835068,4979
35.640747,4491
37.445602,4350
39.249632,3997
41.052838,3612
42.855221,3553
44.656781,3301
46.457517,3440
48.257432,3008
50.056525,3228
51.854796,3410
53.652246,3336
55.448876,3324
57.244685,3266
59.039675,3620
60.833846,3901
62.627197,3704
64.41973,3873
66.211446,3649
68.002343,3819
69.792423,4240
71.581687,4309
73.370134,4640
75.157765,5250
76.944581,5843
78.730581,6325
80.515767,7232
82.300139,7782
84.083697,8911
85.866441,9707
87.648372,10760
89.429491,12270
91.209797,14165
92.989292,15919
94.767976,18577
96.545848,21623
98.32291,25353
100.099162,30758
101.874604,28626
103.649237,32597
105.423061,32649
107.196077,37363
108.968284,36289
110.739684,35340
112.510277,33718
114.280063,33076
116.049042,33103
117.817216,36702
119.584584,43617
121.351147,39168
123.116905,37545
124.881859,38417
126.646009,29588
128.409356,42338
130.171899,41195
131.93364,38886
133.694578,28134
135.454715,35133
137.21405,34054
138.972584,29923
140.730317,44086
142.48725,37010
144.243384,26742
145.998718,35634
147.753252,30139
149.506989,35682
151.259927,37326
153.012067,43282
154.76341,33668
156.513956,40747
158.263705,36622
160.012659,37600
161.760816,31180
163.508178,36975
165.254745,34787
167.000518,37500
168.745496,38817
170.489681,36285
172.233072,36667
173.975671,43121
175.717476,29387
177.45849,38014
179.198712,30708
180.938142,36535
182.676782,31038
184.414631,37791
186.15169,34802
187.887959,29963
189.623439,40403
191.35813,31426
193.092032,35949
194.825147,34518
196.557473,33887
198.289012,35695
200.019764,33896
201.74973,32458
203.478909,35968
205.207303,36371
206.934911,38421
208.661735,39005
210.387773,33180
212.113028,31903
213.837499,31525
215.561186,34946
217.28409,35630
219.006212,33155
220.727552,33747
222.44811,38260
224.167886,37986
225.886881,33894
227.605096,35171
229.32253,32491
231.039185,32693
232.75506,30922
234.470156,24438
236.184473,33397
237.898012,29677
239.610773,30022
241.322757,37804
243.033964,37076
244.744393,29632
246.454047,35126
248.162924,32088
249.871026,32097
251.578353,34959
253.284905,31745
254.990683,40710
256.695686,32705
258.399916,35994
260.103373,36809
261.806057,36582
263.507968,39406
265.209107,33672
266.909475,32662
268.609071,33628
270.307897,29206
272.005952,34738
273.703236,35539
275.399751,34228
277.095497,32883
278.790473,38858
280.484681,31710
282.178121,34201
283.870793,39065
285.562697,31147
287.253835,40690
288.944205,39102
290.633809,31422
292.322648,32800
294.010721,36837
295.698028,38888
297.384571,40276
299.070349,38272
300.755364,39795
302.439614,35198
304.123102,35139
305.805826,37409
307.487788,35845
309.168988,35487
310.849426,40372
312.529103,33517
314.208018,33426
315.886173,23358
317.563568,36661
319.240203,37801
320.916079,40192
322.591195,36814
324.265552,38968
325.939151,35576
327.611993,35306
329.284076,35953
330.955402,37076
332.625972,42449
334.295785,37403
335.964841,34914
337.633142,32148
339.300688,38689
340.967479,30936
342.633515,38201
344.298796,36160
345.963324,36987
347.627098,35942
349.29012,40771
350.952388,36090
352.613904,37853
354.274668,34643
355.93468,34148
357.593941,38573
359.252451,38852
360.910211,31558
362.56722,37139
364.22348,33827
365.87899,30898
367.533751,41083
369.187763,35768
370.841027,34145
372.493543,37221
374.145311,42478
375.796332,38245
377.446607,23569
379.096134,42618
380.744916,35006
382.392952,32064
384.040242,38100
385.686787,46948
387.332588,37350
388.977645,40432
390.621957,36783
392.265526,42177
393.908351,31935
395.550434,40304
397.191775,38365
398.832373,29297
400.472229,39932
402.111344,43695
403.749718,43443
405.387351,39604
407.024244,30760
408.660397,38433
410.295811,40761
411.930485,41819
413.56442,40315
415.197617,47995
416.830076,26864
418.461796,41210
420.09278,40813
421.723026,37229
423.352536,30453
424.981309,32983
426.609346,38184
428.236648,36364
429.863214,41816
431.489046,44244
433.114143,30315
