Frequence,Intensity
2077.173516,2896
2078.0452,2867
2078.916458,2991
2079.787289,2731
2080.657693,2780
2081.52767,2884
2082.397221,2672
2083.266346,2994
2084.135044,2992
2085.003316,2986
2085.871163,2917
2086.738584,2878
2087.605579,2853
2088.472148,3076
2089.338292,2777
2090.204011,2805
2091.069305,3116
2091.934174,2895
2092.798618,2832
2093.662637,2871
2094.526231,2795
2095.389402,3004
2096.252147,3174
2097.114469,2972
2097.976366,2902
2098.83784,2986
2099.69889,2746
2100.559516,3552
2101.419719,5186
2102.279498,3363
2103.138854,2707
2103.997786,2799
2104.856296,2826
2105.714383,2949
2106.572047,2968
2107.429289,3116
2108.286108,2834
2109.142504,2841
2109.998479,2737
2110.854031,2839
2111.709161,3026
2112.56387,3030
2113.418156,2925
2114.272021,2637
2115.125465,2772
2115.978487,2816
2116.831089,2923
2117.683269,2751
2118.535028,2775
2119.386366,2675
2120.237284,2889
2121.087781,2660
2121.937857,2960
2122.787514,2796
2123.63675,2828
2124.485566,2519
2125.333962,2470
2126.181939,2707
2127.029496,2616
2127.876633,2788
2128.723351,2564
2129.569649,2578
2130.415529,2710
2131.260989,2526
2132.106031,2719
2132.950654,2658
2133.794858,2557
2134.638643,2748
2135.482011,2851
2136.32496,2672
2137.167491,2678
2138.009604,2553
2138.851299,2475
2139.692576,2562
2140.533436,2494
2141.373878,2648
2142.213903,2681
2143.05351,2654
2143.892701,2645
2144.731474,2682
2145.569831,2342
2146.407771,2495
2147.245294,2446
2148.082401,2435
2148.919091,2387
2149.755365,2327
2150.591224,2422
2151.426666,2333
2152.261692,2228
2153.096302,2296
2153.930497,2472
2154.764277,2298
2155.597641,2303
2156.43059,2179
2157.263124,2496
2158.095242,2175
2158.926946,2278
2159.758236,2264
2160.58911,2274
2161.41957,2553
2162.249616,2370
2163.079248,2290
2163.908465,2255
2164.737269,2295
2165.565658,2517
2166.393634,2140
2167.221196,2217
2168.048345,1932
2168.87508,2528
2169.701402,2291
2170.527311,1846
2171.352807,2321
2172.177891,2116
2173.002561,2375
2173.826819,2182
2174.650664,2322
2175.474097,2163
2176.297117,2289
2177.119726,2168
2177.941922,2085
2178.763707,2222
2179.58508,2174
2180.406041,2267
2181.22659,2321
2182.046729,2315
2182.866456,2146
2183.685771,2254
2184.504676,2132
2185.32317,2139
2186.141253,2024
2186.958925,2287
2187.776187,2259
2188.593038,1793
2189.409479,2154
2190.22551,1982
2191.041131,2228
2191.856342,2272
2192.671143,2035
2193.485534,2121
2194.299516,2064
2195.113088,1899
2195.926251,1727
2196.739005,1948
2197.551349,2107
2198.363285,1951
2199.174812,1950
2199.98593,1878
2200.796639,2052
2201.60694,1910
2202.416832,1904
2203.226317,1966
2204.035393,1919
2204.844061,2060
2205.652321,1861
2206.460173,2034
2207.267618,1810
2208.074655,2048
2208.881285,1866
2209.687507,1909
2210.493322,2056
2211.29873,1740
2212.103732,1977
2212.908326,1777
2213.712513,1823
2214.516294,1815
2215.319669,1517
2216.122637,1553
2216.925199,1633
2217.727355,1404
2218.529105,1446
2219.330449,1635
2220.131387,1859
2220.931919,1901
2221.732046,1508
2222.531768,1837
2223.331084,1608
2224.129995,1568
2224.928501,1561
2225.726602,1554
2226.524298,1515
2227.321589,1616
2228.118476,1989
2228.914959,1477
2229.711037,1537
2230.50671,1676
2231.30198,1454
2232.096846,1463
2232.891307,1649
2233.685365,1379
2234.479019,1499
2235.27227,1420
2236.065117,1746
2236.857561,1707
2237.649602,1506
2238.441239,1388
2239.232474,1676
2240.023306,1583
2240.813735,1510
2241.603761,1471
2242.393385,1569
2243.182607,1619
2243.971426,1624
2244.759843,1314
2245.547858,1438
2246.335471,1395
2247.122682,1466
2247.909492,1536
2248.6959,1384
2249.481906,1247
2250.267511,1424
2251.052715,1488
2251.837518,1417
2252.621919,1308
2253.40592,1276
2254.18952,1305
2254.972719,1371
2255.755518,1349
2256.537916,1254
2257.319914,1444
2258.101512,919
2258.88271,1384
2259.663507,1467
2260.443905,1564
2261.223903,1432
2262.003501,1296
2262.7827,1516
2263.561499,1158
2264.339899,1321
2265.1179,1397
2265.895501,846
2266.672704,1128
2267.449508,1061
2268.225913,1095
2269.001919,1271
2269.777527,1115
2270.552737,1263
2271.327548,1461
2272.101961,1214
2272.875975,1066
2273.649592,994
2274.422811,994
2275.195632,1255
2275.968056,1305
2276.740082,1280
2277.511711,1254
2278.282942,1223
2279.053776,1112
2279.824213,1295
2280.594253,1057
2281.363897,1016
2282.133143,1130
2282.901993,909
2283.670446,1396
2284.438503,1601
2285.206164,994
2285.973428,1148
2286.740296,1115
2287.506769,973
2288.272845,1003
2289.038526,1150
2289.803811,1074
2290.5687,1132
2291.333194,929
2292.097293,1026
2292.860997,1012
2293.624305,949
2294.387219,1078
2295.149737,1027
2295.911861,1129
2296.67359,990
2297.434925,1023
2298.195865,1083
2298.956411,934
2299.716562,1357
2300.47632,947
2301.235683,1116
2301.994653,898
2302.753229,1015
2303.511411,783
2304.269199,886
2305.026594,894
2305.783596,1138
2306.540204,962
2307.29642,1002
2308.052242,1038
2308.807671,881
2309.562708,969
2310.317351,1041
2311.071603,941
2311.825461,962
2312.578928,1021
2313.332002,989
2314.084684,801
2314.836973,875
2315.588871,989
2316.340377,783
2317.091491,957
2317.842214,867
2318.592545,676
2319.342485,1133
2320.092033,922
2320.84119,817
2321.589956,986
2322.338331,820
2323.086315,1011
2323.833908,885
2324.581111,843
2325.327923,1014
2326.074345,1238
2326.820376,728
2327.566017,913
2328.311268,998
2329.056129,757
2329.800599,965
2330.54468,934
2331.288372,1039
2332.031673,845
2332.774585,683
2333.517108,751
2334.259242,979
2335.000986,684
2335.742341,857
2336.483307,696
2337.223884,852
2337.964073,746
2338.703872,611
2339.443283,735
2340.182306,842
2340.92094,1068
2341.659187,894
2342.397044,814
2343.134514,556
2343.871596,978
2344.60829,645
2345.344597,768
2346.080515,917
2346.816046,809
2347.55119,455
2348.285946,737
2349.020316,478
2349.754298,585
2350.487893,883
2351.221101,736
2351.953922,679
2352.686356,462
2353.418404,707
2354.150066,806
2354.881341,626
2355.61223,716
2356.342732,533
2357.072849,722
2357.802579,606
2358.531924,895
2359.260883,989
2359.989456,583
2360.717643,698
2361.445445,523
2362.172862,750
2362.899893,817
2363.626539,550
2364.352801,941
2365.078677,518
2365.804168,547
2366.529275,707
2367.253996,817
2367.978334,587
2368.702286,756
2369.425855,824
2370.149039,850
2370.871839,705
2371.594255,488
2372.316287,706
2373.037935,783
2373.7592,689
2374.48008,635
2375.200578,502
2375.920691,662
2376.640422,802
2377.359769,647
2378.078733,734
2378.797314,854
2379.515511,674
2380.233327,366
2380.950759,518
2381.667808,806
2382.384476,655
2383.10076,660
2383.816663,761
2384.532183,558
2385.24732,494
2385.962076,764
2386.67645,1592
2387.390442,555
2388.104052,419
2388.817281,271
2389.530128,486
2390.242593,594
2390.954677,430
2391.66638,148
2392.377702,322
2393.088643,442
2393.799202,625
2394.509381,363
2395.219179,494
2395.928596,491
2396.637633,371
2397.346289,425
2398.054565,432
2398.762461,237
2399.469976,544
2400.177111,376
2400.883867,211
2401.590242,314
2402.296238,487
2403.001854,298
2403.70709,404
2404.411947,420
2405.116424,382
2405.820522,246
2406.524241,338
2407.227581,349
2407.930542,353
2408.633123,405
2409.335326,204
2410.037151,402
