Wave shift,Intensity
-31.722347,9338
-29.886687,10571
-28.051868,11976
-26.217889,13534
-24.384749,16288
-22.552448,17993
-20.720985,20672
-18.890361,23240
-17.060575,25955
-15.231626,29960
-13.403514,35047
-11.576239,40448
-9.749799,47788
-7.924195,45569
-6.099426,37483
-4.275492,37084
-2.452392,41424
-0.630127,37066
1.191306,33888
3.011906,33053
4.831672,38502
6.650607,41278
8.46871,25314
10.285982,22068
12.102423,19771
13.918034,18016
15.732815,16837
17.546766,16701
19.359888,15946
21.172181,13844
22.983647,11812
24.794284,9912
26.604094,9515
28.413077,9005
30.221233,7780
32.028563,6140
33.835068,5056
35.640747,4905
37.445602,4385
39.249632,4256
41.052838,3626
42.855221,3900
44.656781,3435
46.457517,3962
48.257432,3372
50.056525,3599
51.854796,3798
53.652246,3366
55.448876,3365
57.244685,3494
59.039675,3762
60.833846,3683
62.627197,3803
64.41973,4066
66.211446,3849
68.002343,4031
69.792423,4284
71.581687,4435
73.370134,4901
75.157765,5321
76.944581,5917
78.730581,6300
80.515767,7331
82.300139,7791
84.083697,9045
85.866441,10064
87.648372,10852
89.429491,12320
91.209797,14060
92.989292,15622
94.767976,18644
96.545848,21636
98.32291,25396
100.099162,30904
101.874604,28663
103.649237,32634
105.423061,32686
107.196077,37400
108.968284,36326
110.739684,35377
112.510277,33755
114.280063,33113
116.049042,33140
117.817216,36739
119.584584,43654
121.351147,39205
123.116905,37582
124.881859,38454
126.646009,29625
128.409356,42375
130.171899,41232
131.93364,38923
133.694578,28171
135.454715,35170
137.21405,34091
138.972584,29960
140.730317,44123
142.48725,37047
144.243384,26779
145.998718,35671
147.753252,30176
149.506989,35719
151.259927,37363
153.012067,43319
154.76341,33705
156.513956,40784
158.263705,36659
160.012659,37637
161.760816,31217
163.508178,37012
165.254745,34824
167.000518,37537
168.745496,38854
170.489681,36322
172.233072,36704
173.975671,43158
175.717476,29424
177.45849,38051
179.198712,30745
180.938142,36572
182.676782,31075
184.414631,37828
186.15169,34839
187.887959,30000
189.623439,40440
191.35813,31463
193.092032,35986
194.825147,34555
196.557473,33924
198.289012,35732
200.019764,33933
201.74973,32495
203.478909,36005
205.207303,36408
206.934911,38458
208.661735,39042
210.387773,33217
212.113028,31940
213.837499,31562
215.561186,34983
217.28409,35667
219.006212,33192
