Frequent,Density
-31.722347,10089
-29.886687,11638
-28.051868,13542
-26.217889,15315
-24.384749,18303
-22.552448,20606
-20.720985,24126
-18.890361,27503
-17.060575,30713
-15.231626,35963
-13.403514,41551
-11.576239,47083
-9.749799,47289
-7.924195,45208
-6.099426,36750
-4.275492,36355
-2.452392,40879
-0.630127,36412
1.191306,33273
3.011906,32124
4.831672,37701
6.650607,40505
8.46871,29035
10.285982,23853
12.102423,21498
13.918034,19673
15.732815,18622
17.546766,18015
19.359888,16980
21.172181,14627
22.983647,12026
24.794284,10712
26.604094,9831
28.413077,9039
30.221233,8153
32.028563,6744
33.835068,5367
35.640747,4689
37.445602,4155
39.249632,4012
41.052838,4026
42.855221,3711
44.656781,3716
46.457517,3481
48.257432,3454
50.056525,2941
51.854796,2729
53.652246,2949
55.448876,2910
57.244685,3054
59.039675,3104
60.833846,3490
62.627197,3346
64.41973,3735
66.211446,3639
68.002343,4020
69.792423,3864
71.581687,4390
73.370134,4259
75.157765,4783
76.944581,5358
78.730581,6170
80.515767,7088
82.300139,7291
84.083697,8553
85.866441,9720
87.648372,10784
89.429491,12356
91.209797,13903
92.989292,15870
94.767976,18794
96.545848,21864
98.32291,25932
100.099162,31601
101.874604,27564
103.649237,31683
105.423061,31701
107.196077,36704
108.968284,35357
110.739684,34513
112.510277,32757
114.280063,32600
116.049042,31991
117.817216,35936
119.584584,43070
121.351147,38408
123.116905,36551
124.881859,37721
126.646009,28695
128.409356,41610
130.171899,40587
131.93364,38029
133.694578,27326
135.454715,34501
137.21405,33128
138.972584,29195
140.730317,43604
142.48725,36090
144.243384,25418
145.998718,34827
147.753252,28969
149.506989,34951
151.259927,36422
153.012067,42798
154.76341,33173
156.513956,40034
158.263705,35909
160.012659,36532
161.760816,30120
163.508178,36276
165.254745,33440
167.000518,36942
168.745496,38241
170.489681,35369
172.233072,35895
173.975671,42709
175.717476,28226
177.45849,37026
179.198712,29538
180.938142,35793
182.676782,29814
184.414631,36960
186.15169,33892
187.887959,28686
189.623439,39806
191.35813,30712
193.092032,34849
194.825147,33707
196.557473,33092
198.289012,34890
200.019764,33117
201.74973,31614
203.478909,35499
205.207303,35565
206.934911,37434
208.661735,38322
210.387773,31878
212.113028,31167
213.837499,30632
215.561186,34246
217.28409,34624
219.006212,32364
220.727552,32759
222.44811,37537
224.167886,37102
225.886881,33087
227.605096,34461
229.32253,31659
231.039185,31672
232.75506,30174
234.470156,23935
236.184473,32604
237.898012,28641
239.610773,28981
241.322757,36950
243.033964,36175
244.744393,28431
246.454047,34034
248.162924,31328
249.871026,31198
251.578353,34249
253.284905,30799
254.990683,40208
256.695686,31771
258.399916,35230
260.103373,36066
261.806057,35749
263.507968,38763
265.209107,32639
266.909475,31774
268.609071,32900
270.307897,28288
272.005952,33687
273.703236,34731
275.399751,33472
277.095497,31929
278.790473,38073
280.484681,30629
282.178121,33617
283.870793,38371
285.562697,30104
287.253835,39982
288.944205,38240
290.633809,30264
292.322648,31809
294.010721,35933
295.698028,38098
