Frequent,Density
-31.722347,12083
-29.886687,13994
-28.051868,16611
-26.217889,18921
-24.384749,22834
-22.552448,26059
-20.720985,29962
-18.890361,34231
-17.060575,36602
-15.231626,44133
-13.403514,42304
-11.576239,47143
-9.749799,47349
-7.924195,45268
-6.099426,36810
-4.275492,36415
-2.452392,40939
-0.630127,36472
1.191306,33333
3.011906,32184
4.831672,37761
6.650607,40565
8.46871,32286
10.285982,26514
12.102423,23557
13.918034,21397
15.732815,20049
17.546766,20043
19.359888,18398
21.172181,16226
22.983647,13312
24.794284,11942
26.604094,11159
28.413077,10398
30.221233,8799
32.028563,7109
33.835068,5958
35.640747,5095
37.445602,4514
39.249632,4605
41.052838,4362
42.855221,4096
44.656781,4093
46.457517,3688
48.257432,3648
50.056525,3437
51.854796,3241
53.652246,3486
55.448876,3226
57.244685,3421
59.039675,3586
60.833846,3822
62.627197,3752
64.41973,3943
66.211446,4032
68.002343,4217
69.792423,4236
71.581687,4685
73.370134,4891
75.157765,5303
76.944581,5888
78.730581,6440
80.515767,7166
82.300139,7857
84.083697,9163
85.866441,10365
87.648372,11331
89.429491,13007
91.209797,14286
92.989292,16881
94.767976,19266
96.545848,22687
98.32291,26749
100.099162,32457
101.874604,27624
103.649237,31743
105.423061,31761
107.196077,36764
108.968284,35417
110.739684,34573
112.510277,32817
114.280063,32660
116.049042,32051
117.817216,35996
119.584584,43130
121.351147,38468
123.116905,36611
124.881859,37781
126.646009,28755
128.409356,41670
130.171899,40647
131.93364,38089
133.694578,27386
135.454715,34561
137.21405,33188
138.972584,29255
140.730317,43664
142.48725,36150
144.243384,25478
145.998718,34887
147.753252,29029
149.506989,35011
151.259927,36482
153.012067,42858
154.76341,33233
156.513956,40094
158.263705,35969
160.012659,36592
161.760816,30180
163.508178,36336
165.254745,33500
167.000518,37002
168.745496,38301
170.489681,35429
172.233072,35955
173.975671,42769
175.717476,28286
177.45849,37086
179.198712,29598
180.938142,35853
182.676782,29874
184.414631,37020
186.15169,33952
187.887959,28746
189.623439,39866
191.35813,30772
193.092032,34909
194.825147,33767
196.557473,33152
198.289012,34950
200.019764,33177
201.74973,31674
203.478909,35559
205.207303,35625
206.934911,37494
208.661735,38382
210.387773,31938
212.113028,31227
213.837499,30692
215.561186,34306
217.28409,34684
219.006212,32424
220.727552,32819
222.44811,37597
224.167886,37162
225.886881,33147
227.605096,34521
229.32253,31719
231.039185,31732
232.75506,30234
234.470156,23995
236.184473,32664
237.898012,28701
239.610773,29041
241.322757,37010
243.033964,36235
244.744393,28491
246.454047,34094
248.162924,31388
249.871026,31258
251.578353,34309
253.284905,30859
254.990683,40268
256.695686,31831
258.399916,35290
260.103373,36126
261.806057,35809
263.507968,38823
265.209107,32699
266.909475,31834
268.609071,32960
270.307897,28348
272.005952,33747
273.703236,34791
275.399751,33532
277.095497,31989
278.790473,38133
280.484681,30689
282.178121,33677
283.870793,38431
285.562697,30164
287.253835,40042
288.944205,38300
290.633809,30324
292.322648,31869
294.010721,35993
295.698028,38158
297.384571,39825
299.070349,37565
300.755364,39094
302.439614,34506
304.123102,34564
305.805826,36748
307.487788,34880
309.168988,34750
310.849426,39644
312.529103,32727
314.208018,32589
315.886173,21865
317.563568,35866
319.240203,36927
320.916079,39789
322.591195,36018
324.265552,38136
325.939151,34580
327.611993,34903
329.284076,35168
330.955402,36266
332.625972,41833
334.295785,36947
335.964841,34251
337.633142,31523
339.300688,38024
340.967479,29806
342.633515,37773
344.298796,35529
345.963324,36085
347.627098,35031
349.29012,40020
350.952388,35184
352.613904,36858
354.274668,33810
355.93468,33433
357.593941,37991
359.252451,38187
360.910211,30808
362.56722,36350
364.22348,33058
365.87899,30167
367.533751,40625
369.187763,34837
370.841027,33336
372.493543,36214
374.145311,42189
375.796332,37312
377.446607,22438
379.096134,42073
380.744916,34050
382.392952,31288
384.040242,37241
385.686787,46530
387.332588,36638
388.977645,39686
390.621957,35973
392.265526,41534
393.908351,31106
395.550434,39930
397.191775,37470
398.832373,28326
400.472229,39254
402.111344,43092
403.749718,42868
405.387351,39160
407.024244,29764
408.660397,37656
410.295811,40007
411.930485,41047
413.56442,39851
415.197617,47539
416.830076,25737
418.461796,40669
420.09278,40047
421.723026,36547
423.352536,29509
424.981309,31604
426.609346,37484
428.236648,35763
429.863214,41299
431.489046,43776
433.114143,29651
434.738505,39871
436.362134,32647
437.98503,31329
439.607192,35689
441.228621,32725
442.849318,38471
444.469283,30819
446.088516,37172
447.707018,32464
449.324789,27988
450.941829,35283
452.558139,31781
454.173719,38309
455.78857,6275
457.402691,36365
459.016083,38055
460.628747,37864
462.240682,39356
463.85189,38949
465.46237,36060
467.072124,39263
468.68115,31427
470.28945,39603
471.897024,33540
473.503872,33737
475.109995,39813
476.715393,34985
478.320066,40269
479.924015,34361
481.52724,36278
483.129741,35300
484.731519,32768
486.332575,38464
487.932907,26878
489.532517,37226
491.131406,30675
492.729573,30591
494.327019,36617
495.923744,36752
497.519748,28402
499.115033,35241
500.709597,39135
502.303442,37968
503.896568,36329
505.488976,34836
507.080665,38244
508.671635,37401
510.261889,28853
511.851424,36326
513.440243,32539
515.028345,38011
516.615731,38892
518.202401,36750
519.788355,34870
521.373593,41721
522.958117,35617
524.541926,28957
526.125021,36080
527.707402,29802
529.28907,36680
530.870024,24944
532.450265,30182
534.029794,35091
535.60861,34360
537.186715,41725
538.764108,32079
540.340789,29484
541.91676,38651
543.492021,39283
545.066571,33114
546.640411,34905
548.213542,31697
549.785964,30737
551.357676,39785
552.928681,34946
554.498977,44362
556.068565,31950
557.637446,40824
559.20562,43612
560.773087,39814
562.339847,35756
563.905901,33170
565.47125,31675
567.035893,30847
568.599831,31928
570.163064,36931
571.725593,35992
573.287417,37331
574.848538,41307
576.408955,35293
577.968669,33203
579.52768,35973
581.085989,31153
582.643596,39217
584.200501,36824
585.756704,31971
587.312207,41832
588.867008,38628
590.42111,38640
591.974511,34061
593.527212,35005
595.079214,30315
596.630516,38583
598.18112,39449
599.731025,24150
601.280232,35840
602.828742,38681
604.376554,36431
605.923668,38468
607.470086,32504
609.015808,41215
610.560833,36082
612.105162,38491
613.648796,35381
615.191735,34459
616.733979,32793
618.275528,43022
619.816383,32161
621.356544,30982
622.896012,36843
624.434787,38352
625.972868,32802
627.510257,33354
629.046954,38484
630.582959,32673
632.118272,32919
633.652894,40510
635.186825,36736
636.720066,37339
638.252616,32946
639.784476,39847
641.315647,30854
642.846128,29311
644.37592,32513
645.905024,32772
647.433439,27701
648.961166,40390
650.488206,40737
652.014558,30236
653.540223,32149
655.065201,35360
656.589493,37050
658.113099,34906
659.636019,35299
661.158253,34418
662.679803,38023
664.200668,35468
665.720848,38800
667.240344,37953
668.759156,34698
670.277284,33951
671.79473,37563
673.311492,35180
674.827572,37186
676.34297,37095
677.857686,33277
679.37172,36630
680.885072,27901
682.397744,35136
683.909735,36441
685.421046,33490
686.931677,35656
688.441628,30210
689.950899,36207
691.459492,35730
692.967406,35338
694.474641,35517
695.981198,35758
697.487078,16120
698.992279,35282
700.496804,35584
702.000652,35418
703.503823,28970
705.006318,29973
706.508137,35193
708.00928,32142
709.509748,35545
711.009541,34386
712.50866,34697
714.007104,31004
715.504874,29394
717.00197,34586
718.498393,34142
719.994142,34490
721.489219,34283
722.983624,33440
724.477356,34112
725.970416,29281
727.462805,33745
728.954522,31813
730.445569,25207
731.935944,33484
733.42565,32916
734.914685,33442
736.403051,33090
737.890748,33205
739.377775,33104
740.864133,27375
742.349823,32276
743.834845,32743
745.319199,33238
746.802886,32900
748.285905,33076
749.768257,32858
751.249943,32489
752.730962,32967
754.211315,32374
755.691003,32523
757.170025,32481
758.648382,29257
760.126075,31850
761.603102,31848
763.079466,32407
764.555166,32126
766.030202,32035
767.504575,30850
768.978285,32122
770.451332,32113
771.923717,32315
773.39544,32001
774.866501,31656
776.3369,31646
777.806639,31152
779.275716,31351
780.744134,30766
782.21189,29717
783.678987,30206
785.145425,29954
786.611203,30217
788.076322,29832
789.540782,29917
791.004583,27978
792.467727,29304
793.930213,28706
795.392041,28062
796.853212,28644
798.313726,28522
799.773584,28217
801.232785,28081
802.69133,27509
804.14922,27309
805.606454,27466
807.063032,27328
808.518956,27336
809.974226,27256
811.428841,26942
812.882802,26847
814.33611,26652
815.788764,26408
817.240766,26135
818.692114,26289
820.14281,24789
821.592854,26146
823.042246,26259
824.490986,25913
825.939075,25222
827.386514,25770
828.833301,25623
830.279438,25293
831.724925,25214
833.169762,25380
834.61395,25600
836.057488,25455
837.500378,25054
838.942619,25794
840.384212,25830
841.825156,26183
843.265453,25769
844.705102,16465
846.144105,25905
847.58246,26003
849.020169,25671
850.457231,25444
851.893648,25630
