Wave shift,Intensity
-31.722347,9424
-29.886687,10557
-28.051868,11677
-26.217889,13608
-24.384749,16105
-22.552448,17961
-20.720985,20642
-18.890361,23148
-17.060575,26341
-15.231626,29965
-13.403514,34800
-11.576239,40808
-9.749799,47770
-7.924195,45551
-6.099426,37465
-4.275492,37066
-2.452392,41406
-0.630127,37048
1.191306,33870
3.011906,33035
4.831672,38484
6.650607,41260
8.46871,24054
10.285982,20025
12.102423,18468
13.918034,16678
15.732815,15700
17.546766,15998
19.359888,15228
21.172181,12807
22.983647,10740
24.794284,9371
26.604094,8930
28.413077,8453
30.221233,7412
32.028563,6127
33.835068,4734
35.640747,4480
37.445602,4254
39.249632,3789
41.052838,3687
42.855221,3634
44.656781,3297
46.457517,3456
48.257432,3233
50.056525,3153
51.854796,3588
53.652246,3378
55.448876,3317
57.244685,3524
59.039675,3480
60.833846,3487
62.627197,3712
64.41973,3909
66.211446,3721
68.002343,4081
69.792423,4205
71.581687,4261
73.370134,4921
75.157765,5186
76.944581,5941
78.730581,6369
80.515767,7341
82.300139,7894
84.083697,8992
85.866441,9821
87.648372,10875
89.429491,12506
91.209797,14142
92.989292,15853
94.767976,18984
96.545848,21986
98.32291,25368
100.099162,31166
101.874604,28645
103.649237,32616
105.423061,32668
107.196077,37382
108.968284,36308
110.739684,35359
112.510277,33737
114.280063,33095
116.049042,33122
117.817216,36721
119.584584,43636
121.351147,39187
123.116905,37564
124.881859,38436
126.646009,29607
128.409356,42357
130.171899,41214
131.93364,38905
133.694578,28153
135.454715,35152
137.21405,34073
138.972584,29942
140.730317,44105
142.48725,37029
144.243384,26761
145.998718,35653
147.753252,30158
149.506989,35701
151.259927,37345
153.012067,43301
154.76341,33687
156.513956,40766
158.263705,36641
160.012659,37619
161.760816,31199
163.508178,36994
165.254745,34806
167.000518,37519
168.745496,38836
170.489681,36304
172.233072,36686
173.975671,43140
175.717476,29406
177.45849,38033
179.198712,30727
180.938142,36554
182.676782,31057
184.414631,37810
186.15169,34821
187.887959,29982
189.623439,40422
191.35813,31445
193.092032,35968
194.825147,34537
196.557473,33906
198.289012,35714
200.019764,33915
201.74973,32477
203.478909,35987
205.207303,36390
206.934911,38440
208.661735,39024
210.387773,33199
212.113028,31922
213.837499,31544
215.561186,34965
217.28409,35649
219.006212,33174
220.727552,33766
222.44811,38279
224.167886,38005
225.886881,33913
227.605096,35190
229.32253,32510
231.039185,32712
232.75506,30941
234.470156,24457
236.184473,33416
237.898012,29696
239.610773,30041
241.322757,37823
243.033964,37095
244.744393,29651
246.454047,35145
248.162924,32107
249.871026,32116
251.578353,34978
253.284905,31764
254.990683,40729
256.695686,32724
