Frequent,Density
-31.722347,17097
-29.886687,19464
-28.051868,22263
-26.217889,25606
-24.384749,30289
-22.552448,34193
-20.720985,38503
-18.890361,43679
-17.060575,37349
-15.231626,48245
-13.403514,43005
-11.576239,47591
-9.749799,47638
-7.924195,45633
-6.099426,37419
-4.275492,37129
-2.452392,41196
-0.630127,36888
1.191306,34357
3.011906,33218
4.831672,38293
6.650607,41173
8.46871,43402
10.285982,35573
12.102423,32838
13.918034,29869
15.732815,27779
17.546766,27420
19.359888,26011
21.172181,22114
22.983647,18105
24.794284,16180
26.604094,15405
28.413077,14748
30.221233,12056
32.028563,9603
33.835068,7967
35.640747,6847
37.445602,6417
39.249632,5793
41.052838,5603
42.855221,5537
44.656781,5316
46.457517,4909
48.257432,4935
50.056525,4633
51.854796,4732
53.652246,4187
55.448876,4152
57.244685,4184
59.039675,3988
60.833846,4569
62.627197,4539
64.41973,4641
66.211446,4971
68.002343,5015
69.792423,4878
71.581687,5578
73.370134,5885
75.157765,6027
76.944581,6750
78.730581,7398
80.515767,8436
82.300139,9464
84.083697,10253
85.866441,11204
87.648372,12098
89.429491,13709
91.209797,15513
92.989292,17676
94.767976,20079
96.545848,23350
98.32291,27945
100.099162,33411
101.874604,28421
103.649237,32669
105.423061,32524
107.196077,37486
108.968284,36176
110.739684,35365
112.510277,33619
114.280063,33165
116.049042,32696
117.817216,36687
119.584584,43557
121.351147,38904
123.116905,37331
124.881859,38445
126.646009,29434
128.409356,42277
130.171899,41179
131.93364,38774
133.694578,28069
135.454715,35094
137.21405,34041
138.972584,30000
140.730317,43916
142.48725,36997
144.243384,26564
145.998718,35717
147.753252,29975
149.506989,35671
151.259927,37207
153.012067,43363
154.76341,33683
156.513956,40574
158.263705,36382
160.012659,37382
161.760816,31062
163.508178,37034
165.254745,34312
167.000518,37500
168.745496,38912
170.489681,36178
172.233072,36462
173.975671,43239
175.717476,28849
177.45849,37747
179.198712,30760
180.938142,36602
182.676782,30974
184.414631,37583
186.15169,34644
187.887959,29909
189.623439,40468
191.35813,31562
193.092032,35766
194.825147,34391
196.557473,33835
198.289012,35863
200.019764,33666
201.74973,32030
203.478909,36232
205.207303,36456
206.934911,38112
208.661735,38960
210.387773,33636
212.113028,31757
213.837499,31637
215.561186,34879
217.28409,35213
219.006212,33181
220.727552,33831
222.44811,38153
224.167886,37676
225.886881,33853
227.605096,35429
229.32253,32528
231.039185,32453
232.75506,30917
234.470156,24555
236.184473,33459
237.898012,29579
239.610773,29799
241.322757,37733
243.033964,36840
244.744393,29656
246.454047,34806
248.162924,32050
249.871026,32167
251.578353,34903
253.284905,31621
254.990683,40766
256.695686,32734
258.399916,35870
260.103373,36962
261.806057,36515
263.507968,39556
265.209107,33826
266.909475,32462
268.609071,33650
270.307897,29234
272.005952,34709
273.703236,35436
275.399751,34288
277.095497,33002
278.790473,38896
280.484681,31645
282.178121,34137
283.870793,39009
285.562697,31056
287.253835,40785
288.944205,39087
290.633809,31185
292.322648,32599
294.010721,36587
295.698028,38865
297.384571,40202
299.070349,38495
300.755364,39720
302.439614,35258
304.123102,35171
305.805826,37524
307.487788,35998
309.168988,35609
310.849426,40264
312.529103,33288
314.208018,33129
315.886173,23354
317.563568,36487
319.240203,37681
320.916079,40291
322.591195,36747
324.265552,38902
325.939151,35164
327.611993,35571
329.284076,35824
330.955402,36730
332.625972,42374
334.295785,37451
335.964841,34718
337.633142,32307
339.300688,38518
340.967479,30826
342.633515,38446
344.298796,36138
345.963324,36936
347.627098,35674
349.29012,40624
350.952388,36146
352.613904,37632
354.274668,34689
355.93468,34230
357.593941,38503
359.252451,38638
360.910211,31857
362.56722,37005
364.22348,33638
365.87899,30968
367.533751,41108
369.187763,35763
370.841027,34061
372.493543,37182
374.145311,42463
375.796332,38003
377.446607,23290
379.096134,42603
380.744916,34890
382.392952,31780
384.040242,37998
385.686787,46948
387.332588,37184
388.977645,40156
390.621957,36739
392.265526,42206
393.908351,31709
395.550434,40581
397.191775,38105
398.832373,29412
400.472229,39770
402.111344,43439
403.749718,43451
405.387351,39535
407.024244,30783
408.660397,38296
410.295811,40690
411.930485,41664
413.56442,40326
415.197617,48022
416.830076,26651
418.461796,41256
420.09278,40639
421.723026,37428
423.352536,30314
424.981309,32740
426.609346,38161
428.236648,36228
429.863214,41891
431.489046,44256
433.114143,30361
434.738505,40867
436.362134,33469
437.98503,32308
439.607192,36233
441.228621,33667
