Frequent,Density
-31.722347,12430
-29.886687,14342
-28.051868,16596
-26.217889,19084
-24.384749,23249
-22.552448,26531
-20.720985,30377
-18.890361,34494
-17.060575,36539
-15.231626,45159
-13.403514,42241
-11.576239,47080
-9.749799,47286
-7.924195,45205
-6.099426,36747
-4.275492,36352
-2.452392,40876
-0.630127,36409
1.191306,33270
3.011906,32121
4.831672,37698
6.650607,40502
8.46871,32745
10.285982,26122
12.102423,23437
13.918034,21206
15.732815,19781
17.546766,19739
19.359888,18187
21.172181,16283
22.983647,13359
24.794284,11676
26.604094,11010
28.413077,10249
30.221233,9252
32.028563,7447
33.835068,6046
35.640747,5187
37.445602,4688
39.249632,4414
41.052838,4362
42.855221,4183
44.656781,3898
46.457517,3742
48.257432,3569
50.056525,3195
51.854796,3083
53.652246,3209
55.448876,3453
57.244685,3334
59.039675,3467
60.833846,3924
62.627197,3626
64.41973,3965
66.211446,4039
68.002343,4358
69.792423,4112
71.581687,4567
73.370134,4953
75.157765,5141
76.944581,5773
78.730581,6452
80.515767,7213
82.300139,7901
84.083697,9112
85.866441,10408
87.648372,11206
89.429491,12791
91.209797,14333
92.989292,16956
94.767976,19376
96.545848,22661
98.32291,26176
100.099162,32175
101.874604,27561
103.649237,31680
105.423061,31698
107.196077,36701
108.968284,35354
110.739684,34510
112.510277,32754
114.280063,32597
116.049042,31988
117.817216,35933
119.584584,43067
121.351147,38405
123.116905,36548
124.881859,37718
126.646009,28692
128.409356,41607
130.171899,40584
131.93364,38026
133.694578,27323
135.454715,34498
137.21405,33125
138.972584,29192
140.730317,43601
142.48725,36087
144.243384,25415
145.998718,34824
147.753252,28966
149.506989,34948
151.259927,36419
153.012067,42795
154.76341,33170
156.513956,40031
158.263705,35906
160.012659,36529
161.760816,30117
163.508178,36273
165.254745,33437
167.000518,36939
168.745496,38238
170.489681,35366
172.233072,35892
173.975671,42706
175.717476,28223
177.45849,37023
179.198712,29535
180.938142,35790
182.676782,29811
184.414631,36957
186.15169,33889
187.887959,28683
189.623439,39803
191.35813,30709
193.092032,34846
194.825147,33704
196.557473,33089
198.289012,34887
200.019764,33114
201.74973,31611
203.478909,35496
205.207303,35562
206.934911,37431
208.661735,38319
210.387773,31875
212.113028,31164
213.837499,30629
215.561186,34243
217.28409,34621
219.006212,32361
220.727552,32756
222.44811,37534
224.167886,37099
225.886881,33084
227.605096,34458
229.32253,31656
231.039185,31669
232.75506,30171
234.470156,23932
236.184473,32601
237.898012,28638
239.610773,28978
241.322757,36947
243.033964,36172
244.744393,28428
246.454047,34031
248.162924,31325
249.871026,31195
251.578353,34246
253.284905,30796
254.990683,40205
256.695686,31768
258.399916,35227
260.103373,36063
261.806057,35746
263.507968,38760
265.209107,32636
266.909475,31771
268.609071,32897
270.307897,28285
272.005952,33684
273.703236,34728
275.399751,33469
277.095497,31926
278.790473,38070
280.484681,30626
282.178121,33614
283.870793,38368
285.562697,30101
287.253835,39979
288.944205,38237
290.633809,30261
292.322648,31806
294.010721,35930
295.698028,38095
297.384571,39762
299.070349,37502
300.755364,39031
302.439614,34443
304.123102,34501
305.805826,36685
307.487788,34817
309.168988,34687
310.849426,39581
312.529103,32664
314.208018,32526
315.886173,21802
317.563568,35803
319.240203,36864
320.916079,39726
322.591195,35955
324.265552,38073
325.939151,34517
327.611993,34840
329.284076,35105
330.955402,36203
332.625972,41770
334.295785,36884
335.964841,34188
337.633142,31460
339.300688,37961
340.967479,29743
342.633515,37710
344.298796,35466
345.963324,36022
347.627098,34968
349.29012,39957
350.952388,35121
352.613904,36795
354.274668,33747
355.93468,33370
357.593941,37928
359.252451,38124
360.910211,30745
362.56722,36287
364.22348,32995
365.87899,30104
367.533751,40562
369.187763,34774
370.841027,33273
372.493543,36151
374.145311,42126
375.796332,37249
377.446607,22375
379.096134,42010
380.744916,33987
382.392952,31225
384.040242,37178
385.686787,46467
387.332588,36575
388.977645,39623
390.621957,35910
392.265526,41471
393.908351,31043
395.550434,39867
397.191775,37407
398.832373,28263
400.472229,39191
402.111344,43029
403.749718,42805
405.387351,39097
407.024244,29701
408.660397,37593
410.295811,39944
411.930485,40984
413.56442,39788
415.197617,47476
416.830076,25674
418.461796,40606
420.09278,39984
421.723026,36484
423.352536,29446
424.981309,31541
426.609346,37421
428.236648,35700
429.863214,41236
431.489046,43713
433.114143,29588
434.738505,39808
436.362134,32584
437.98503,31266
439.607192,35626
441.228621,32662
442.849318,38408
444.469283,30756
446.088516,37109
447.707018,32401
449.324789,27925
450.941829,35220
452.558139,31718
454.173719,38246
455.78857,6212
457.402691,36302
459.016083,37992
460.628747,37801
462.240682,39293
463.85189,38886
465.46237,35997
467.072124,39200
468.68115,31364
470.28945,39540
471.897024,33477
473.503872,33674
475.109995,39750
476.715393,34922
478.320066,40206
479.924015,34298
481.52724,36215
483.129741,35237
484.731519,32705
486.332575,38401
487.932907,26815
489.532517,37163
491.131406,30612
492.729573,30528
494.327019,36554
495.923744,36689
497.519748,28339
