Wave shift,Intensity
-31.722347,9123
-29.886687,10231
-28.051868,11768
-26.217889,13513
-24.384749,15659
-22.552448,17781
-20.720985,20203
-18.890361,22628
-17.060575,25554
-15.231626,29043
-13.403514,33736
-11.576239,39615
-9.749799,47887
-7.924195,45668
-6.099426,37582
-4.275492,37183
-2.452392,41523
-0.630127,37165
1.191306,33987
3.011906,33152
4.831672,38601
6.650607,41377
8.46871,23005
10.285982,19503
12.102423,17981
13.918034,16305
15.732815,15063
17.546766,15170
19.359888,14357
21.172181,12590
22.983647,10388
24.794284,9151
26.604094,8705
28.413077,8336
30.221233,7374
32.028563,6017
33.835068,4931
35.640747,4462
37.445602,4132
39.249632,3839
41.052838,3674
42.855221,3577
44.656781,3379
46.457517,3579
48.257432,3389
50.056525,3263
51.854796,3804
53.652246,3151
55.448876,3219
57.244685,3456
59.039675,3551
60.833846,3848
62.627197,3791
64.41973,4017
66.211446,3878
68.002343,4105
69.792423,4516
71.581687,4479
73.370134,4928
75.157765,5435
76.944581,6030
78.730581,6551
80.515767,7291
82.300139,7796
84.083697,8975
85.866441,9810
87.648372,10995
89.429491,12451
91.209797,14180
92.989292,15813
94.767976,19023
96.545848,21807
98.32291,25351
100.099162,31222
101.874604,28762
103.649237,32733
105.423061,32785
107.196077,37499
108.968284,36425
110.739684,35476
112.510277,33854
114.280063,33212
116.049042,33239
117.817216,36838
119.584584,43753
121.351147,39304
123.116905,37681
124.881859,38553
126.646009,29724
128.409356,42474
130.171899,41331
131.93364,39022
133.694578,28270
135.454715,35269
137.21405,34190
138.972584,30059
140.730317,44222
142.48725,37146
144.243384,26878
145.998718,35770
147.753252,30275
149.506989,35818
151.259927,37462
153.012067,43418
154.76341,33804
156.513956,40883
158.263705,36758
160.012659,37736
161.760816,31316
163.508178,37111
165.254745,34923
167.000518,37636
168.745496,38953
170.489681,36421
172.233072,36803
173.975671,43257
175.717476,29523
177.45849,38150
179.198712,30844
180.938142,36671
182.676782,31174
184.414631,37927
186.15169,34938
187.887959,30099
189.623439,40539
191.35813,31562
193.092032,36085
194.825147,34654
196.557473,34023
198.289012,35831
200.019764,34032
201.74973,32594
203.478909,36104
205.207303,36507
206.934911,38557
208.661735,39141
210.387773,33316
212.113028,32039
213.837499,31661
215.561186,35082
217.28409,35766
219.006212,33291
220.727552,33883
222.44811,38396
224.167886,38122
225.886881,34030
227.605096,35307
229.32253,32627
231.039185,32829
232.75506,31058
234.470156,24574
236.184473,33533
237.898012,29813
239.610773,30158
241.322757,37940
243.033964,37212
244.744393,29768
246.454047,35262
248.162924,32224
249.871026,32233
251.578353,35095
253.284905,31881
254.990683,40846
256.695686,32841
258.399916,36130
260.103373,36945
261.806057,36718
263.507968,39542
265.209107,33808
266.909475,32798
268.609071,33764
270.307897,29342
272.005952,34874
273.703236,35675
275.399751,34364
277.095497,33019
278.790473,38994
280.484681,31846
282.178121,34337
283.870793,39201
285.562697,31283
287.253835,40826
288.944205,39238
290.633809,31558
292.322648,32936
294.010721,36973
295.698028,39024
297.384571,40412
299.070349,38408
300.755364,39931
302.439614,35334
304.123102,35275
305.805826,37545
307.487788,35981
309.168988,35623
310.849426,40508
312.529103,33653
314.208018,33562
315.886173,23494
317.563568,36797
319.240203,37937
320.916079,40328
322.591195,36950
324.265552,39104
325.939151,35712
327.611993,35442
329.284076,36089
330.955402,37212
332.625972,42585
334.295785,37539
335.964841,35050
337.633142,32284
339.300688,38825
340.967479,31072
342.633515,38337
344.298796,36296
345.963324,37123
347.627098,36078
349.29012,40907
350.952388,36226
352.613904,37989
354.274668,34779
355.93468,34284
357.593941,38709
359.252451,38988
360.910211,31694
362.56722,37275
364.22348,33963
365.87899,31034
367.533751,41219
369.187763,35904
370.841027,34281
372.493543,37357
374.145311,42614
375.796332,38381
377.446607,23705
379.096134,42754
380.744916,35142
382.392952,32200
384.040242,38236
385.686787,47084
387.332588,37486
388.977645,40568
390.621957,36919
392.265526,42313
393.908351,32071
395.550434,40440
397.191775,38501
398.832373,29433
400.472229,40068
402.111344,43831
403.749718,43579
405.387351,39740
407.024244,30896
408.660397,38569
410.295811,40897
411.930485,41955
413.56442,40451
415.197617,48131
416.830076,27000
418.461796,41346
420.09278,40949
421.723026,37365
423.352536,30589
424.981309,33119
426.609346,38320
428.236648,36500
429.863214,41952
431.489046,44380
433.114143,30451
434.738505,40705
436.362134,33699
437.98503,32057
439.607192,36601
441.228621,33603
442.849318,39156
444.469283,32137
446.088516,38058
447.707018,33456
449.324789,28825
450.941829,36097
452.558139,32680
