Frequent,Density
-31.722347,11899
-29.886687,13704
-28.051868,16054
-26.217889,18322
-24.384749,22028
-22.552448,25199
-20.720985,29129
-18.890361,33541
-17.060575,36514
-15.231626,43302
-13.403514,42216
-11.576239,47055
-9.749799,47261
-7.924195,45180
-6.099426,36722
-4.275492,36327
-2.452392,40851
-0.630127,36384
1.191306,33245
3.011906,32096
4.831672,37673
6.650607,40477
8.46871,31168
10.285982,25578
12.102423,22681
13.918034,20666
15.732815,19385
17.546766,19054
19.359888,17900
21.172181,15606
22.983647,12904
24.794284,11344
26.604094,10665
28.413077,10093
30.221233,8675
32.028563,7341
33.835068,5955
35.640747,5114
37.445602,4616
39.249632,4527
41.052838,4366
42.855221,4393
44.656781,4047
46.457517,3733
48.257432,3657
50.056525,3243
51.854796,3204
53.652246,3507
55.448876,3418
57.244685,3724
59.039675,3365
60.833846,3834
62.627197,3659
64.41973,4159
66.211446,4266
68.002343,4076
69.792423,4314
71.581687,4759
73.370134,5021
75.157765,5276
76.944581,5910
78.730581,6631
80.515767,7251
82.300139,7920
84.083697,9203
85.866441,10568
87.648372,11395
89.429491,13087
91.209797,14718
92.989292,16869
94.767976,19232
96.545848,22919
98.32291,26797
100.099162,32725
101.874604,27536
103.649237,31655
105.423061,31673
107.196077,36676
108.968284,35329
110.739684,34485
112.510277,32729
114.280063,32572
116.049042,31963
117.817216,35908
119.584584,43042
121.351147,38380
123.116905,36523
124.881859,37693
126.646009,28667
128.409356,41582
130.171899,40559
131.93364,38001
133.694578,27298
135.454715,34473
137.21405,33100
138.972584,29167
140.730317,43576
142.48725,36062
144.243384,25390
145.998718,34799
147.753252,28941
149.506989,34923
151.259927,36394
153.012067,42770
154.76341,33145
156.513956,40006
158.263705,35881
160.012659,36504
161.760816,30092
163.508178,36248
165.254745,33412
167.000518,36914
168.745496,38213
170.489681,35341
172.233072,35867
173.975671,42681
175.717476,28198
177.45849,36998
179.198712,29510
180.938142,35765
182.676782,29786
184.414631,36932
186.15169,33864
187.887959,28658
189.623439,39778
191.35813,30684
193.092032,34821
194.825147,33679
196.557473,33064
198.289012,34862
200.019764,33089
201.74973,31586
203.478909,35471
205.207303,35537
206.934911,37406
208.661735,38294
210.387773,31850
212.113028,31139
213.837499,30604
215.561186,34218
217.28409,34596
219.006212,32336
220.727552,32731
222.44811,37509
224.167886,37074
225.886881,33059
227.605096,34433
229.32253,31631
231.039185,31644
232.75506,30146
234.470156,23907
236.184473,32576
237.898012,28613
239.610773,28953
241.322757,36922
243.033964,36147
244.744393,28403
246.454047,34006
248.162924,31300
249.871026,31170
251.578353,34221
253.284905,30771
254.990683,40180
256.695686,31743
258.399916,35202
260.103373,36038
261.806057,35721
263.507968,38735
265.209107,32611
266.909475,31746
268.609071,32872
270.307897,28260
272.005952,33659
273.703236,34703
275.399751,33444
277.095497,31901
278.790473,38045
280.484681,30601
282.178121,33589
283.870793,38343
285.562697,30076
287.253835,39954
288.944205,38212
290.633809,30236
292.322648,31781
294.010721,35905
295.698028,38070
297.384571,39737
299.070349,37477
300.755364,39006
302.439614,34418
304.123102,34476
305.805826,36660
307.487788,34792
309.168988,34662
310.849426,39556
312.529103,32639
314.208018,32501
315.886173,21777
317.563568,35778
319.240203,36839
320.916079,39701
322.591195,35930
324.265552,38048
325.939151,34492
327.611993,34815
329.284076,35080
330.955402,36178
332.625972,41745
334.295785,36859
335.964841,34163
337.633142,31435
339.300688,37936
340.967479,29718
342.633515,37685
344.298796,35441
345.963324,35997
347.627098,34943
349.29012,39932
350.952388,35096
352.613904,36770
354.274668,33722
355.93468,33345
357.593941,37903
359.252451,38099
360.910211,30720
362.56722,36262
364.22348,32970
365.87899,30079
367.533751,40537
369.187763,34749
370.841027,33248
372.493543,36126
374.145311,42101
375.796332,37224
377.446607,22350
379.096134,41985
380.744916,33962
382.392952,31200
384.040242,37153
385.686787,46442
387.332588,36550
388.977645,39598
390.621957,35885
392.265526,41446
393.908351,31018
395.550434,39842
397.191775,37382
398.832373,28238
400.472229,39166
402.111344,43004
403.749718,42780
405.387351,39072
407.024244,29676
408.660397,37568
410.295811,39919
411.930485,40959
413.56442,39763
415.197617,47451
416.830076,25649
418.461796,40581
420.09278,39959
421.723026,36459
423.352536,29421
424.981309,31516
426.609346,37396
428.236648,35675
429.863214,41211
431.489046,43688
433.114143,29563
434.738505,39783
436.362134,32559
437.98503,31241
439.607192,35601
441.228621,32637
442.849318,38383
444.469283,30731
446.088516,37084
447.707018,32376
449.324789,27900
450.941829,35195
452.558139,31693
454.173719,38221
455.78857,6187
457.402691,36277
459.016083,37967
460.628747,37776
462.240682,39268
463.85189,38861
465.46237,35972
467.072124,39175
468.68115,31339
470.28945,39515
471.897024,33452
473.503872,33649
475.109995,39725
476.715393,34897
478.320066,40181
479.924015,34273
481.52724,36190
483.129741,35212
484.731519,32680
486.332575,38376
487.932907,26790
489.532517,37138
491.131406,30587
492.729573,30503
494.327019,36529
495.923744,36664
497.519748,28314
499.115033,35153
500.709597,39047
502.303442,37880
503.896568,36241
505.488976,34748
507.080665,38156
508.671635,37313
510.261889,28765
511.851424,36238
513.440243,32451
515.028345,37923
516.615731,38804
518.202401,36662
519.788355,34782
521.373593,41633
522.958117,35529
524.541926,28869
526.125021,35992
527.707402,29714
529.28907,36592
530.870024,24856
532.450265,30094
534.029794,35003
535.60861,34272
537.186715,41637
538.764108,31991
540.340789,29396
541.91676,38563
543.492021,39195
545.066571,33026
546.640411,34817
548.213542,31609
549.785964,30649
551.357676,39697
552.928681,34858
554.498977,44274
556.068565,31862
557.637446,40736
559.20562,43524
560.773087,39726
562.339847,35668
563.905901,33082
565.47125,31587
567.035893,30759
568.599831,31840
570.163064,36843
571.725593,35904
573.287417,37243
574.848538,41219
576.408955,35205
577.968669,33115
579.52768,35885
581.085989,31065
582.643596,39129
584.200501,36736
585.756704,31883
587.312207,41744
588.867008,38540
590.42111,38552
591.974511,33973
593.527212,34917
595.079214,30227
596.630516,38495
598.18112,39361
599.731025,24062
601.280232,35752
602.828742,38593
604.376554,36343
605.923668,38380
607.470086,32416
609.015808,41127
610.560833,35994
612.105162,38403
613.648796,35293
615.191735,34371
616.733979,32705
618.275528,42757
619.816383,32073
621.356544,30894
622.896012,36755
624.434787,38264
625.972868,32714
627.510257,33266
629.046954,38396
630.582959,32585
632.118272,32831
633.652894,40422
635.186825,36648
636.720066,37251
638.252616,32858
639.784476,39759
641.315647,30766
642.846128,29223
644.37592,32425
645.905024,32684
647.433439,27613
648.961166,40302
650.488206,40442
652.014558,30148
653.540223,32061
655.065201,35272
656.589493,36962
658.113099,34818
659.636019,35211
661.158253,34330
662.679803,37935
664.200668,35380
665.720848,38351
667.240344,37865
668.759156,34610
670.277284,33863
671.79473,37475
673.311492,35092
674.827572,37118
676.34297,36919
677.857686,33189
679.37172,36386
680.885072,27813
682.397744,35048
683.909735,36197
685.421046,33402
686.931677,35568
688.441628,30122
689.950899,36101
691.459492,35714
692.967406,35391
694.474641,35314
695.981198,35640
697.487078,16032
698.992279,35428
700.496804,35285
702.000652,34845
703.503823,28882
705.006318,29885
706.508137,34872
708.00928,32054
709.509748,35022
711.009541,34298
712.50866,34581
714.007104,30916
715.504874,29306
717.00197,34506
718.498393,34222
719.994142,34316
721.489219,34366
722.983624,33352
724.477356,33750
725.970416,29193
727.462805,33652
728.954522,31725
730.445569,25119
731.935944,33433
733.42565,32828
734.914685,33758
736.403051,33002
737.890748,33221
739.377775,32890
740.864133,27287
742.349823,32188
743.834845,32411
745.319199,32852
746.802886,32663
748.285905,32944
749.768257,32758
751.249943,32495
752.730962,32842
754.211315,32681
755.691003,32435
757.170025,32737
758.648382,29169
760.126075,31762
761.603102,31940
763.079466,32249
764.555166,31866
766.030202,32132
767.504575,30762
768.978285,32034
770.451332,31404
771.923717,31705
773.39544,31717
774.866501,31464
776.3369,31428
777.806639,30907
779.275716,31046
780.744134,30514
782.21189,29629
783.678987,30015
785.145425,29627
786.611203,30058
788.076322,29878
789.540782,29472
791.004583,27890
792.467727,29059
793.930213,28770
795.392041,28315
796.853212,28463
798.313726,27973
799.773584,27795
801.232785,27865
802.69133,27895
804.14922,27239
805.606454,27554
807.063032,26955
808.518956,27104
809.974226,26969
811.428841,26717
812.882802,26645
814.33611,26685
815.788764,26110
817.240766,26024
818.692114,26128
820.14281,24701
821.592854,25786
823.042246,25744
824.490986,25648
825.939075,24979
827.386514,25423
828.833301,25167
830.279438,24878
831.724925,24735
833.169762,25057
834.61395,25077
836.057488,25147
837.500378,24786
838.942619,24895
840.384212,24568
841.825156,25346
843.265453,24913
844.705102,16377
846.144105,24875
847.58246,24924
849.020169,24426
850.457231,24274
851.893648,24321
853.329418,24353
854.764544,24217
856.199024,24191
857.632859,24144
859.06605,23858
860.498597,23800
861.9305,23916
863.361759,23731
864.792374,22961
866.222347,23454
867.651677,22791
869.080364,22816
870.508409,22669
871.935812,22358
873.362574,22219
874.788694,21917
876.214173,22381
877.639011,22024
879.063209,21842
880.486766,21735
881.909684,21720
883.331962,21560
884.753601,21588
886.174601,21730
887.594961,21517
889.014684,21386
890.433768,21770
891.852214,21670
893.270023,21821
894.687194,22134
896.103729,21894
897.519626,21917
898.934887,21691
900.349512,21766
901.763501,21342
903.176854,21434
904.589572,21088
906.001655,20763
907.413103,20812
908.823917,20812
910.234096,20604
911.643642,20385
913.052554,20627
914.460832,20331
915.868477,20564
917.27549,20189
918.68187,20062
920.087618,19911
921.492734,20007
922.897218,19460
924.301071,19318
925.704292,18629
927.106883,18885
928.508844,18643
929.910174,18566
931.310874,18263
932.710944,18448
934.110385,18018
935.509197,18189
936.907379,18060
938.304934,17729
939.70186,17549
941.098158,17546
942.493828,17718
943.88887,17656
945.283286,17238
946.677075,17422
948.070236,17365
949.462772,16804
950.854681,16886
952.245965,17409
953.636623,17013
955.026656,17232
956.416064,16709
957.804847,16744
959.193006,16848
960.58054,16782
961.967451,16705
963.353738,16918
964.739402,16691
966.124442,16869
967.50886,16677
968.892656,16684
970.275829,16551
971.65838,16665
973.04031,16932
974.421618,16176
975.802305,16763
977.182371,16577
978.561816,16562
979.940641,16335
981.318846,16769
982.696432,16459
984.073398,16210
985.449744,16673
986.825472,16431
988.200581,16574
989.575072,16839
990.948944,16914
992.322199,16584
993.694836,16955
995.066855,16590
996.438258,16851
997.809044,16982
999.179213,16924
1000.548766,16361
1001.917703,16863
1003.286024,16943
1004.65373,17034
1006.020821,16901
1007.387297,17268
1008.753158,16523
1010.118405,14531
1011.483038,17163
1012.847057,17438
1014.210462,17644
1015.573254,17627
1016.935433,17535
1018.296999,17451
1019.657953,17725
1021.018295,17416
1022.378025,17131
1023.737143,17363
1025.095649,17653
1026.453544,17182
1027.810829,17516
1029.167503,17315
1030.523566,17301
1031.87902,17404
1033.233863,17224
1034.588097,17702
1035.941722,17573
1037.294738,17360
1038.647145,17600
1039.998943,17457
1041.350133,17764
1042.700716,17500
1044.05069,17746
1045.400057,17487
1046.748817,17560
1048.09697,17516
1049.444516,17493
1050.791456,18186
1052.13779,18123
1053.483518,18009
1054.82864,18512
1056.173157,18436
1057.517069,19134
1058.860376,18985
1060.203079,19268
1061.545177,19359
1062.886671,19198
1064.227562,19444
1065.567848,19308
1066.907532,18961
1068.246613,18953
1069.585091,18735
1070.922966,18623
1072.260239,18403
1073.596911,18274
1074.93298,17714
1076.268448,17827
1077.603315,17563
1078.937581,17581
1080.271247,17665
1081.604312,17270
1082.936776,16987
1084.268641,16993
1085.599907,16610
1086.930573,16394
1088.260639,16470
1089.590107,16421
1090.918977,16102
1092.247248,16232
1093.574921,16159
1094.901996,16148
1096.228474,16202
1097.554354,16674
1098.879637,16600
1100.204323,16961
1101.528413,16737
1102.851907,17154
1104.174804,17210
1105.497106,17327
1106.818812,17460
1108.139923,17404
1109.460439,17745
1110.78036,17672
1112.099687,18061
1113.41842,17971
1114.736558,18351
1116.054103,18214
1117.371054,18424
1118.687412,18342
1120.003177,18757
1121.318349,18815
1122.632929,18817
1123.946916,18741
1125.260312,18847
1126.573116,18742
1127.885328,18563
1129.196949,18526
1130.507979,18296
1131.818419,18059
1133.128268,17842
1134.437527,17361
1135.746195,17087
1137.054275,16797
1138.361764,16185
1139.668665,16093
1140.974976,15590
1142.280699,15269
1143.585833,15548
1144.890379,15452
1146.194337,14972
1147.497708,14946
1148.800491,14914
1150.102687,14918
1151.404295,14514
1152.705318,14719
1154.005753,14651
1155.305603,14518
1156.604866,14609
1157.903544,14568
1159.201636,14461
1160.499143,14519
1161.796065,14507
1163.092402,14366
1164.388155,14327
1165.683324,13856
1166.977908,13755
1168.271909,13977
1169.565326,13888
1170.85816,13923
1172.150411,13992
1173.44208,13491
1174.733165,13562
1176.023669,13377
