Wave shift,Intensity
-31.722347,10417
-29.886687,11703
-28.051868,13265
-26.217889,15417
-24.384749,18148
-22.552448,20424
-20.720985,23339
-18.890361,26048
-17.060575,29468
-15.231626,33375
-13.403514,38474
-11.576239,44211
-9.749799,47799
-7.924195,45580
-6.099426,37494
-4.275492,37095
-2.452392,41435
-0.630127,37077
1.191306,33899
3.011906,33064
4.831672,38513
6.650607,41289
8.46871,27306
10.285982,23695
12.102423,20942
13.918034,19463
15.732815,17920
17.546766,17970
19.359888,17273
21.172181,14445
22.983647,11821
24.794284,10571
26.604094,10175
28.413077,9546
30.221233,8078
32.028563,6506
33.835068,5417
35.640747,4905
37.445602,4553
39.249632,4303
41.052838,3861
42.855221,4194
44.656781,3704
46.457517,3864
48.257432,3607
50.056525,3558
51.854796,3792
53.652246,3436
55.448876,3268
57.244685,3607
59.039675,3861
60.833846,3852
62.627197,4002
64.41973,4165
66.211446,4265
68.002343,4370
69.792423,4460
71.581687,4564
73.370134,4984
75.157765,5612
76.944581,6102
78.730581,6449
80.515767,7507
82.300139,7930
84.083697,9118
85.866441,10074
87.648372,11310
89.429491,12557
91.209797,14207
92.989292,15944
94.767976,18879
96.545848,22188
98.32291,25792
100.099162,31505
101.874604,28674
103.649237,32645
105.423061,32697
107.196077,37411
108.968284,36337
110.739684,35388
112.510277,33766
114.280063,33124
116.049042,33151
117.817216,36750
119.584584,43665
121.351147,39216
123.116905,37593
124.881859,38465
126.646009,29636
128.409356,42386
130.171899,41243
131.93364,38934
133.694578,28182
135.454715,35181
137.21405,34102
138.972584,29971
140.730317,44134
142.48725,37058
144.243384,26790
145.998718,35682
147.753252,30187
149.506989,35730
151.259927,37374
153.012067,43330
154.76341,33716
156.513956,40795
158.263705,36670
160.012659,37648
161.760816,31228
163.508178,37023
165.254745,34835
167.000518,37548
168.745496,38865
170.489681,36333
172.233072,36715
173.975671,43169
175.717476,29435
177.45849,38062
179.198712,30756
180.938142,36583
182.676782,31086
184.414631,37839
186.15169,34850
187.887959,30011
189.623439,40451
191.35813,31474
193.092032,35997
194.825147,34566
196.557473,33935
198.289012,35743
200.019764,33944
201.74973,32506
203.478909,36016
205.207303,36419
206.934911,38469
208.661735,39053
210.387773,33228
212.113028,31951
213.837499,31573
215.561186,34994
217.28409,35678
219.006212,33203
220.727552,33795
222.44811,38308
224.167886,38034
225.886881,33942
227.605096,35219
229.32253,32539
231.039185,32741
232.75506,30970
234.470156,24486
236.184473,33445
237.898012,29725
239.610773,30070
241.322757,37852
243.033964,37124
244.744393,29680
246.454047,35174
248.162924,32136
249.871026,32145
251.578353,35007
253.284905,31793
254.990683,40758
256.695686,32753
258.399916,36042
260.103373,36857
261.806057,36630
263.507968,39454
265.209107,33720
266.909475,32710
268.609071,33676
270.307897,29254
272.005952,34786
273.703236,35587
275.399751,34276
277.095497,32931
278.790473,38906
280.484681,31758
282.178121,34249
283.870793,39113
285.562697,31195
287.253835,40738
288.944205,39150
290.633809,31470
292.322648,32848
294.010721,36885
295.698028,38936
297.384571,40324
299.070349,38320
300.755364,39843
302.439614,35246
304.123102,35187
305.805826,37457
307.487788,35893
309.168988,35535
310.849426,40420
312.529103,33565
314.208018,33474
315.886173,23406
317.563568,36709
319.240203,37849
320.916079,40240
322.591195,36862
324.265552,39016
325.939151,35624
327.611993,35354
329.284076,36001
330.955402,37124
332.625972,42497
334.295785,37451
335.964841,34962
337.633142,32196
339.300688,38737
340.967479,30984
342.633515,38249
344.298796,36208
345.963324,37035
347.627098,35990
349.29012,40819
350.952388,36138
352.613904,37901
354.274668,34691
355.93468,34196
357.593941,38621
359.252451,38900
360.910211,31606
362.56722,37187
364.22348,33875
365.87899,30946
367.533751,41131
369.187763,35816
370.841027,34193
372.493543,37269
374.145311,42526
375.796332,38293
377.446607,23617
379.096134,42666
380.744916,35054
382.392952,32112
384.040242,38148
385.686787,46996
387.332588,37398
388.977645,40480
390.621957,36831
392.265526,42225
393.908351,31983
395.550434,40352
397.191775,38413
398.832373,29345
400.472229,39980
402.111344,43743
403.749718,43491
405.387351,39652
407.024244,30808
408.660397,38481
410.295811,40809
411.930485,41867
413.56442,40363
415.197617,48043
416.830076,26912
418.461796,41258
420.09278,40861
421.723026,37277
423.352536,30501
424.981309,33031
426.609346,38232
428.236648,36412
429.863214,41864
431.489046,44292
433.114143,30363
434.738505,40617
436.362134,33611
437.98503,31969
439.607192,36513
441.228621,33515
442.849318,39068
444.469283,32049
446.088516,37970
447.707018,33368
449.324789,28737
450.941829,36009
452.558139,32592
454.173719,38778
455.78857,8101
457.402691,36990
459.016083,39144
460.628747,38541
462.240682,39950
463.85189,39778
465.46237,36992
467.072124,40043
468.68115,32208
470.28945,40138
471.897024,34460
473.503872,34757
475.109995,40515
476.715393,35707
478.320066,40690
479.924015,34863
481.52724,37022
483.129741,36111
484.731519,33431
486.332575,39236
487.932907,28035
489.532517,37868
491.131406,31703
492.729573,31553
494.327019,37329
495.923744,37583
497.519748,29667
499.115033,36081
500.709597,39670
502.303442,38766
503.896568,37145
505.488976,35489
507.080665,38932
508.671635,38522
510.261889,29898
511.851424,37092
513.440243,33512
515.028345,38703
516.615731,39474
518.202401,37654
519.788355,35595
521.373593,42573
522.958117,36347
524.541926,29884
526.125021,36812
527.707402,30717
529.28907,37578
530.870024,25999
532.450265,30981
534.029794,36099
535.60861,35158
537.186715,42442
538.764108,32979
540.340789,30364
541.91676,39241
543.492021,39964
545.066571,34004
546.640411,35371
548.213542,32257
549.785964,31746
551.357676,40537
552.928681,35833
554.498977,44735
556.068565,33000
557.637446,41494
559.20562,44368
560.773087,40570
562.339847,36693
563.905901,34133
565.47125,32696
567.035893,31627
568.599831,32950
570.163064,37422
571.725593,37000
573.287417,38171
574.848538,42005
576.408955,36056
577.968669,33756
579.52768,36599
581.085989,32021
582.643596,39826
584.200501,37505
585.756704,32785
587.312207,42619
588.867008,39318
590.42111,39382
591.974511,34808
593.527212,35860
595.079214,31193
596.630516,39352
598.18112,39982
599.731025,25269
601.280232,36485
602.828742,39672
604.376554,37305
605.923668,39288
607.470086,33710
609.015808,41740
610.560833,36815
612.105162,39228
613.648796,36217
615.191735,35342
616.733979,33693
618.275528,43303
619.816383,32991
621.356544,31722
622.896012,37836
624.434787,39084
625.972868,33584
627.510257,34353
629.046954,39196
630.582959,33631
632.118272,33797
633.652894,41319
635.186825,37706
636.720066,38061
638.252616,33767
639.784476,40662
641.315647,31709
642.846128,30310
644.37592,33484
645.905024,33657
647.433439,28618
648.961166,40501
650.488206,40291
652.014558,31451
653.540223,33002
655.065201,36072
656.589493,38026
658.113099,35648
659.636019,35881
661.158253,35314
662.679803,38543
664.200668,36348
665.720848,38540
667.240344,38561
668.759156,35338
670.277284,34983
671.79473,37414
673.311492,36159
674.827572,37472
676.34297,37295
677.857686,34265
679.37172,37181
680.885072,28763
682.397744,35909
683.909735,36349
685.421046,34530
686.931677,36407
688.441628,31325
689.950899,35894
691.459492,35840
692.967406,36059
694.474641,35754
695.981198,35847
697.487078,17610
698.992279,35392
700.496804,35783
702.000652,35253
703.503823,30163
705.006318,30896
706.508137,35005
708.00928,32723
709.509748,35444
711.009541,34862
712.50866,34986
714.007104,31894
715.504874,30443
717.00197,34531
718.498393,34491
719.994142,34459
721.489219,34269
722.983624,34083
724.477356,34483
725.970416,30312
727.462805,34289
728.954522,32622
730.445569,26179
731.935944,33791
733.42565,33979
734.914685,34052
736.403051,33810
737.890748,33396
739.377775,33447
740.864133,28587
742.349823,33085
743.834845,32718
745.319199,33360
746.802886,33227
748.285905,33263
749.768257,33084
751.249943,33266
752.730962,33274
754.211315,33169
755.691003,32353
757.170025,32671
758.648382,30473
760.126075,32339
761.603102,32530
763.079466,32414
764.555166,32749
766.030202,32102
767.504575,31896
768.978285,32280
770.451332,32196
771.923717,32022
773.39544,31914
774.866501,31950
776.3369,31580
777.806639,31556
779.275716,31593
780.744134,30774
782.21189,30532
783.678987,30966
785.145425,30114
786.611203,30114
788.076322,29962
789.540782,29898
791.004583,29107
792.467727,29209
793.930213,29190
795.392041,28840
796.853212,28645
798.313726,28679
799.773584,28598
801.232785,28054
802.69133,28339
804.14922,27766
805.606454,27939
807.063032,27613
808.518956,27661
809.974226,27707
811.428841,27444
812.882802,27271
814.33611,27104
815.788764,26980
817.240766,26289
818.692114,26806
820.14281,25658
821.592854,26655
823.042246,26470
824.490986,26068
825.939075,26117
827.386514,26456
828.833301,26059
830.279438,26186
831.724925,25523
833.169762,25590
834.61395,25863
836.057488,26177
837.500378,25496
838.942619,25885
840.384212,26072
841.825156,26263
843.265453,26222
844.705102,17910
846.144105,26306
847.58246,25727
849.020169,26081
850.457231,25727
851.893648,25504
853.329418,25505
854.764544,25073
856.199024,25652
857.632859,25317
859.06605,25125
860.498597,25110
861.9305,25114
863.361759,24562
