,"Scan 00864"
"400","13397.06"
"401","13341.25"
"402","13227.94"
"403","13101.98"
"404","13007.91"
"405","12984.44"
"406","13022.37"
"407","13088.29"
"408","13148.88"
"409","13173.29"
"410","13160.21"
"411","13128.89"
"412","13098.8"
"413","13088.5"
"414","13099.47"
"415","13117.36"
"416","13127.3"
"417","13114.91"
"418","13079.7"
"419","13038.26"
"420","13008.11"
"421","13006.44"
"422","13036.88"
"423","13081.23"
"424","13119.46"
"425","13131.73"
"426","13109.34"
"427","13066.68"
"428","13020.92"
"429","12989.12"
"430","12981.58"
"431","12990.58"
"432","13005.44"
"433","13015.58"
"434","13013.97"
"435","13005.81"
"436","12998.87"
"437","13000.89"
"438","13016.49"
"439","13036.94"
"440","13049.89"
"441","13043.1"
"442","13007.81"
"443","12953.99"
"444","12897.94"
"445","12855.85"
"446","12840.95"
"447","12847.28"
"448","12860.98"
"449","12868.25"
"450","12857.23"
"451","12831.34"
"452","12801.51"
"453","12778.64"
"454","12772.28"
"455","12779.2"
"456","12788.79"
"457","12790.46"
"458","12774.7"
"459","12744.85"
"460","12712.68"
"461","12690.04"
"462","12687.62"
"463","12700.54"
"464","12712.29"
"465","12706.14"
"466","12666.76"
"467","12599.91"
"468","12528.94"
"469","12477.59"
"470","12468.34"
"471","12501.38"
"472","12556.49"
"473","12612.82"
"474","12650.34"
"475","12664.97"
"476","12668.42"
"477","12672.99"
"478","12690.42"
"479","12719.42"
"480","12744.91"
"481","12751.25"
"482","12723.4"
"483","12661.88"
"484","12584.52"
"485","12509.99"
"486","12456.45"
"487","12430.05"
"488","12423.04"
"489","12426.9"
"490","12433.26"
"491","12436"
"492","12431.7"
"493","12417.13"
"494","12389.12"
"495","12347.13"
"496","12293.7"
"497","12231.56"
"498","12163.47"
"499","12094.88"
"500","12034.4"
"501","11990.78"
"502","11972.36"
"503","11975.51"
"504","11982.37"
"505","11974.38"
"506","11933.64"
"507","11860.26"
"508","11775.09"
"509","11700.01"
"510","11656.19"
"511","11648.47"
"512","11663.6"
"513","11687.48"
"514","11706.39"
"515","11715.29"
"516","11718.13"
"517","11719.27"
"518","11722.91"
"519","11729.67"
"520","11736.73"
"521","11741.16"
"522","11740.06"
"523","11731.88"
"524","11716.18"
"525","11692.58"
"526","11660.76"
"527","11621.12"
"528","11574.63"
"529","11522.31"
"530","11465.44"
"531","11409.28"
"532","11362.01"
"533","11331.85"
"534","11326.05"
"535","11341.09"
"536","11366.49"
"537","11391.67"
"538","11406.71"
"539","11407.25"
"540","11392.17"
"541","11360.36"
"542","11311.79"
"543","11255.23"
"544","11203.66"
"545","11170.04"
"546","11165.25"
"547","11186.68"
"548","11226.21"
"549","11275.75"
"550","11326.77"
"551","11368.13"
"552","11387.85"
"553","11373.98"
"554","11320.28"
"555","11245.13"
"556","11173.6"
"557","11130.64"
"558","11132.53"
"559","11165.61"
"560","11209.74"
"561","11244.92"
"562","11257.65"
"563","11252.25"
"564","11236.03"
"565","11216.26"
"566","11198.27"
"567","11183.22"
"568","11171.74"
"569","11164.43"
"570","11159.77"
"571","11152.68"
"572","11137.75"
"573","11109.8"
"574","11070.51"
"575","11030.54"
"576","11001.1"
"577","10992.81"
"578","11003.85"
"579","11019.99"
"580","11026.5"
"581","11009.92"
"582","10974.02"
"583","10935.69"
"584","10912.05"
"585","10918.23"
"586","10950.21"
"587","10993.2"
"588","11032.3"
"589","11054.68"
"590","11060.8"
"591","11056.58"
"592","11047.92"
"593","11039.73"
"594","11032.17"
"595","11024.06"
"596","11014.23"
"597","11002.87"
"598","10994.63"
"599","10995.03"
"600","11009.54"
"601","11038.16"
"602","11068.8"
"603","11087.81"
"604","11081.75"
"605","11047.96"
"606","11000.25"
"607","10953.79"
"608","10923.31"
"609","10913.4"
"610","10917.87"
"611","10930.01"
"612","10943.32"
"613","10953.71"
"614","10958.89"
"615","10956.6"
"616","10945.23"
"617","10928.56"
"618","10912.98"
"619","10904.87"
"620","10908.59"
"621","10918.04"
"622","10923.81"
"623","10916.54"
"624","10891.39"
"625","10858"
"626","10828.88"
"627","10816.42"
"628","10825.71"
"629","10847.14"
"630","10869.35"
"631","10881.23"
"632","10879.21"
"633","10869.43"
"634","10858.67"
"635","10853.3"
"636","10853.6"
"637","10854.78"
"638","10851.91"
"639","10840.69"
"640","10821.99"
"641","10799.38"
"642","10776.42"
"643","10757.07"
"644","10747.29"
"645","10753.64"
"646","10782.67"
"647","10835.13"
"648","10895.31"
"649","10944.61"
"650","10964.64"
"651","10949.25"
"652","10912.89"
"653","10872"
"654","10842.5"
"655","10829.97"
"656","10829.45"
"657","10835.55"
"658","10843.39"
"659","10853.4"
"660","10869.2"
"661","10894.47"
"662","10930.56"
"663","10966.2"
"664","10985.8"
"665","10973.85"
"666","10923.99"
"667","10856.96"
"668","10798.47"
"669","10773.92"
"670","10792"
"671","10834"
"672","10878.71"
"673","10905.66"
"674","10908.03"
"675","10891.75"
"676","10863.21"
"677","10829.05"
"678","10798.53"
"679","10782.21"
"680","10790.63"
"681","10829.5"
"682","10883.56"
"683","10931.8"
"684","10953.35"
"685","10939.18"
"686","10906.71"
"687","10876.9"
"688","10870.2"
"689","10891.57"
"690","10927.48"
"691","10963.32"
"692","10985.4"
"693","10989.8"
"694","10978.88"
"695","10955.09"
"696","10921.59"
"697","10885.08"
"698","10853.45"
"699","10834.57"
"700","10832.34"
"701","10840.69"
"702","10852.01"
