800,131.0965783064903
801,51.687842906721016
802,-13.528135898950495
803,-24.76416008524393
804,16.67596818327729
805,80.38344654965204
806,135.36347246198056
807,158.12024317089708
808,154.55795572706666
809,137.76280697866878
810,120.74499356894376
811,113.20671193370708
812,120.3901582988965
813,147.22252867814586
814,196.40801887035104
815,252.40482445726866
816,290.702140801116
817,286.78516304219556
818,231.40308609651674
819,154.3001046534664
820,91.34641317345086
821,76.53120588557977
822,108.25567678535481
823,152.91501963238443
824,175.77642794808526
825,151.01909501342743
826,96.43621386666746
827,43.16397730112476
828,21.99657786294665
829,43.028207848890816
830,83.73105930413112
831,118.7153240200787
832,125.3451935321973
833,106.86085911785085
834,80.77451179415766
835,64.72034231586076
836,69.42454117320449
837,86.59829858983903
838,104.71280452070823
839,112.64324864999435
840,107.2568203890387
841,92.80270887429106
842,73.80110296526618
843,54.619191242534725
844,38.905162005677994
845,30.08520327131737
846,31.528502771103376
847,43.216247949760145
848,60.117625963110186
849,76.79182367611975
850,88.21102766097283
851,92.82442419513973
852,90.8141992594683
853,82.37253853627954
854,69.72362740748031
855,59.87765095269242
856,60.5377939473874
857,78.5272408610308
858,107.44717585525359
859,130.67578278201108
860,131.3312451817892
861,99.83974628178112
862,54.09346899410957
863,18.42459591405168
864,16.446309318254862
865,50.14879116300108
866,96.647223082462
867,131.68878638695605
868,135.67866206123472
869,116.23503076278394
870,90.84607282011893
871,76.89096823110413
872,83.11589666127293
873,103.87403744218136
874,132.1405695697431
875,161.08667170259832
876,185.543522160493
877,201.21629892264718
878,203.84317962616296
879,192.72934156443443
880,175.7149616855495
881,161.88621659073942
882,159.79628253279952
883,170.59133541455958
884,189.94355078732406
885,213.39710384937462
886,236.60916944442033
887,255.6199220601211
888,266.5475358265794
889,265.7511845148547
890,255.09304153550875
891,241.8932799371123
892,233.7080724048301
893,236.59359125895025
894,249.6850084534708
895,270.1104955746814
896,294.9762238397361
897,320.78836409526957
898,343.2720868160159
899,358.09156210340916
900,361.51295968423074
901,353.5214489092523
902,335.533198751873
903,308.98937780680535
904,277.07515428873194
