,"Scan 00840"
"400","15306.19"
"401","15327.93"
"402","15316.07"
"403","15289.67"
"404","15267.65"
"405","15266.82"
"406","15286.96"
"407","15319.18"
"408","15354.65"
"409","15384.77"
"410","15403.75"
"411","15407.8"
"412","15393.17"
"413","15356.4"
"414","15299.64"
"415","15230.21"
"416","15155.58"
"417","15083.14"
"418","15018.81"
"419","14966.72"
"420","14930.88"
"421","14915.2"
"422","14919.08"
"423","14934.7"
"424","14953.61"
"425","14967.48"
"426","14970.73"
"427","14963.52"
"428","14946.75"
"429","14921.3"
"430","14891.32"
"431","14869.69"
"432","14870.72"
"433","14908.6"
"434","14988.36"
"435","15083.64"
"436","15161.47"
"437","15189.12"
"438","15144.47"
"439","15051.3"
"440","14945.72"
"441","14863.61"
"442","14833.73"
"443","14846.98"
"444","14881.48"
"445","14915.48"
"446","14930.01"
"447","14923.85"
"448","14903.16"
"449","14874.05"
"450","14842.36"
"451","14811.95"
"452","14785.7"
"453","14766.46"
"454","14756.36"
"455","14750.4"
"456","14739.52"
"457","14714.68"
"458","14668.13"
"459","14607.19"
"460","14549.17"
"461","14511.42"
"462","14509.57"
"463","14536.07"
"464","14566.05"
"465","14574.38"
"466","14537.85"
"467","14463.22"
"468","14382.22"
"469","14327.14"
"470","14328.47"
"471","14384.84"
"472","14465.72"
"473","14539.69"
"474","14576.68"
"475","14573.23"
"476","14552.22"
"477","14537.54"
"478","14552.01"
"479","14594.03"
"480","14636.16"
"481","14649.87"
"482","14607.78"
"483","14510.24"
"484","14388.57"
"485","14275.57"
"486","14203.13"
"487","14182.2"
"488","14199.38"
"489","14239.99"
"490","14289.48"
"491","14335.33"
"492","14367.38"
"493","14375.65"
"494","14350.58"
"495","14293.1"
"496","14216.88"
"497","14136.27"
"498","14065.31"
"499","14010.75"
"500","13970.6"
"501","13942.33"
"502","13923.42"
"503","13910.91"
"504","13901.32"
"505","13891.13"
"506","13876.98"
"507","13858.24"
"508","13837.55"
"509","13817.67"
"510","13801.23"
"511","13786.72"
"512","13768.09"
"513","13739.07"
"514","13693.86"
"515","13637.12"
"516","13584.48"
"517","13551.99"
"518","13554.84"
"519","13590.45"
"520","13638.89"
"521","13679.62"
"522","13693.09"
"523","13677.04"
"524","13644.72"
"525","13609.92"
"526","13585.65"
"527","13573.92"
"528","13567.68"
"529","13559.65"
"530","13543.1"
"531","13518.07"
"532","13489.68"
"533","13463.09"
"534","13443.04"
"535","13429.52"
"536","13419.42"
"537","13409.57"
"538","13397.22"
"539","13383.13"
"540","13370.12"
"541","13360.97"
"542","13357.88"
"543","13358.09"
"544","13356.47"
"545","13347.87"
"546","13328.25"
"547","13300.71"
"548","13271.25"
"549","13245.83"
"550","13229.8"
"551","13225.13"
"552","13232.63"
"553","13253.12"
"554","13285.06"
"555","13316.5"
"556","13332.67"
"557","13318.92"
"558","13267.73"
"559","13196.43"
"560","13127.67"
"561","13084.01"
"562","13078.6"
"563","13098.99"
"564","13128.46"
"565","13150.37"
"566","13155.93"
"567","13153.04"
"568","13151.74"
"569","13161.91"
"570","13183.75"
"571","13201.32"
"572","13197.18"
"573","13154.49"
"574","13076.44"
"575","12992.23"
"576","12932.67"
"577","12927.12"
"578","12974.04"
"579","13041.07"
"580","13094.6"
"581","13103.34"
"582","13067.36"
"583","13010.55"
"584","12957.26"
"585","12929.5"
"586","12926.99"
"587","12936.84"
"588","12946.08"
"589","12943.76"
"590","12932.23"
"591","12919.33"
"592","12912.86"
"593","12918.84"
"594","12935.08"
"595","12956.96"
"596","12979.92"
"597","12999.61"
"598","13012.4"
"599","13014.78"
"600","13003.31"
"601","12978.2"
"602","12947.73"
"603","12921.27"
"604","12908.05"
"605","12911.18"
"606","12924.45"
"607","12940.88"
"608","12953.61"
"609","12958.77"
"610","12955.68"
"611","12943.79"
"612","12922.87"
"613","12896.64"
"614","12871.76"
"615","12854.93"
"616","12851.82"
"617","12859.73"
"618","12871.85"
"619","12881.36"
"620","12882.33"
"621","12873.2"
"622","12853.83"
"623","12824.05"
"624","12785.46"
"625","12745.26"
"626","12711.75"
"627","12693.14"
"628","12693.09"
"629","12706.02"
"630","12725.26"
"631","12744.22"
"632","12758.27"
"633","12765.28"
"634","12763.28"
"635","12750.72"
"636","12732.31"
"637","12717.99"
"638","12717.78"
"639","12740.18"
"640","12780.33"
"641","12826.45"
"642","12866.77"
"643","12891"
"644","12896.11"
"645","12881.32"
"646","12845.85"
"647","12793.5"
"648","12741.16"
"649","12708.02"
"650","12712.95"
"651","12757.1"
"652","12811.64"
"653","12844.92"
"654","12826.85"
"655","12761.64"
"656","12688.23"
"657","12647.01"
"658","12673.55"
"659","12753.3"
"660","12841.57"
"661","12893.37"
"662","12873.4"
"663","12799.19"
"664","12706.25"
"665","12630.04"
"666","12596.12"
"667","12601.02"
"668","12635.91"
"669","12691.93"
"670","12757.07"
"671","12814.02"
"672","12845.07"
"673","12833.55"
"674","12783.67"
"675","12719.02"
"676","12663.92"
"677","12640.15"
"678","12648"
"679","12676.6"
"680","12715.02"
"681","12754.3"
"682","12794.04"
"683","12836.17"
"684","12882.62"
"685","12930.9"
"686","12968.69"
"687","12982.39"
"688","12958.93"
"689","12902.46"
"690","12837.71"
"691","12790.51"
"692","12783.96"
"693","12809.6"
"694","12838.8"
"695","12842.64"
"696","12799.65"
"697","12727.17"
"698","12655.19"
"699","12613.61"
"700","12618.87"
"701","12653.53"
"702","12694.85"
"703","12720.56"
"704","12722.47"
"705","12710.49"
