Frequency,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density
ramanShift,DM201,DM202,DM203,DM204,DM205,DM206,DM207,DM208,DM209,DM210,DM211,Ctrl01,Ctrl02,Ctrl03,Ctrl04,Ctrl05,Ctrl06,Ctrl07,Ctrl08,Ctrl09
1246,126.6493088,177.7506928,113.5534683,210.8313294,194.3945771,96.46635743,211.4312617,148.0986989,160.1506928,112.0161285,144.53364,148.0691345,170.8502319,303.8341065,123.7972259,202.8815613,68.26635895,197.6493042,426.1780744,162.192777
1247,125.7324616,178.6675354,118.1376968,208.182666,192.7391586,96.05886992,212.3650869,150.0512428,161.0675415,111.3030243,144.94113,151.3290283,171.1558441,304.8528162,120.1298416,200.5385132,67.85887299,196.7324585,425.5231846,159.9855525
1248,127.2569123,180.7185303,120.4569092,208.9336731,192.3909874,98.70337829,209.7384822,153.0221786,162.1592621,109.3686783,142.73265,149.7942688,170.1535309,304.7819824,119.5127945,202.7289673,68.06161804,198.4313263,427.6087145,158.6492653
1249,129.1936249,182.9610382,122.3936264,210.2587952,192.2635803,101.8632812,206.5106252,156.1650925,163.2805206,107.2281006,140.08241,147.449823,168.9303436,304.5271556,119.4108627,205.6850036,68.36741486,200.5719025,430.157026,157.4600563
1250,130.3112472,180.2840119,118.4082657,213.3159912,190.8831253,98.46389008,206.3185374,156.2721863,162.2153778,110.9183594,141.53137,147.6556244,170.2579926,305.9427999,123.227237,203.5396362,70.40474167,201.5289978,429.5173318,159.915198
1251,131.3311767,177.0202362,113.7165894,216.5797638,189.3532371,94.28217772,206.4885279,156.0172094,160.8894715,115.3040573,143.46923,148.1655884,171.8898834,307.5576935,127.5109406,200.7858246,72.64858704,202.3449402,428.4973907,162.8049991
1252,128.9256516,178.0371765,115.5888443,216.8951721,189.1310425,95.52267456,208.9584859,150.8451144,160.2289948,117.0275085,146.07435,152.1018555,172.7613373,305.4460958,124.1836456,198.030484,71.75316162,202.1144989,426.8651079,164.9826495
1253,126.2722595,179.3638733,117.9360794,216.9972198,189.0034752,97.15553438,211.5948741,145.3172061,159.6166718,118.558313,148.72774,156.2860535,173.5777679,303.0648499,120.3056076,195.2750366,70.63057175,201.8083374,425.1885136,167.1087634
1254,124.0146622,179.5986664,117.9006668,218.4899994,189.9933319,96.90199891,211.6666641,146.1600011,159.2026642,116.1166641,148.60133,155.5059998,173.5999969,304.4072266,119.1073318,197.1866699,67.81866303,201.8,427.9809592,166.0077731
1255,121.8115891,179.8217285,117.7681274,219.9391541,191.0289765,96.6680893,211.6171697,147.2282359,158.7811645,113.5420502,148.3406,154.5623322,173.5710236,305.8164292,118.0347687,199.3101013,65.02028198,201.7362549,430.8105774,164.7536545
1256,122.6289902,181.3543579,115.5202774,215.6478058,193.0724754,101.4703186,208.1261877,151.5706787,157.45289,109.4550507,144.15143,151.90578,171.5275208,304.6243922,120.4869705,207.0754059,66.45073395,197.2405517,427.5263716,159.1340256
1257,123.4232101,182.5272919,113.4870346,211.5709839,195.1450577,105.9651871,205.0025635,155.5071017,156.2638245,105.6870346,140.10716,149.3419769,169.5419769,303.5290095,122.9044418,214.1621063,67.82321091,193.1392578,424.4824502,153.9348755
1258,123.8321518,177.7222076,115.0205719,211.0598083,197.7009544,105.3517715,207.9844513,152.6956177,157.3884216,107.2205719,138.47139,148.3196167,168.5196198,304.0401917,124.7446869,209.9704315,68.23215332,195.5929169,425.4317801,155.723999
1259,124.1794403,173.8214844,116.5542007,210.6719635,199.01054,104.2140335,210.6152674,150.5093371,158.2457977,108.3943985,137.22616,147.6467254,167.9598023,304.6542028,126.1635559,205.64487,68.85700302,197.7588806,426.1241695,157.5046717
1260,123.9748459,178.0156463,118.088649,211.3880371,189.1644859,98.3831253,210.1037827,153.919225,156.7113495,106.3484665,139.47669,150.1018402,171.5401855,306.188652,123.8107345,200.1208526,71.41441956,197.3496918,424.5166561,159.2096125
1261,124.4697006,181.2577087,119.251178,211.9404693,181.1592636,93.98040772,209.5798569,156.4364726,155.4446472,105.2697006,141.62323,152.0065308,174.0940064,307.2147573,122.1422913,196.3078156,73.51070709,196.9702362,423.7168841,160.7658831
1262,129.0757889,178.9034881,118.2276031,211.5310394,183.9740944,97.97234955,208.9827677,153.7069397,155.7517181,109.8757873,143.1586,150.6758819,170.6138519,305.2529068,124.4965134,202.5516236,72.89656219,196.7655182,427.6649606,161.4482638
1263,132.1136871,177.588266,117.6353073,211.0823456,186.9363098,100.63134,208.0588049,151.6634064,156.7451385,113.3646927,144.55687,150.0902222,168.07453,304.2385941,126.2627365,206.8352509,72.20391388,196.6784393,430.4789799,161.8202515
1264,128.5290451,180.6608154,118.8643295,210.4678345,190.5209541,97.66120911,205.7543895,152.516894,160.6370361,112.135672,145.37622,152.6506836,169.5083802,307.225797,125.5458084,202.8409363,71.17972717,197.0881043,428.5037602,160.8814176
1265,126.8517868,182.0949738,119.7266205,210.6848846,191.9046898,95.64460144,204.1223043,152.7589951,162.6949707,111.4935226,145.80432,153.5726715,171.0892029,308.4196752,124.8532394,199.3597138,70.05755615,196.7395752,426.7379303,160.574337
1266,131.2583984,178.303241,119.4191818,213.554303,186.2683296,96.66939545,204.634697,151.0510076,158.9032379,112.7232742,144.98448,149.2685425,173.1387909,303.8935064,124.2383621,197.515094,68.62284775,193.9726349,425.6399296,162.2823258
1267,132.1334091,175.8354889,118.3169144,215.0995819,183.2802658,98.37139588,204.7546997,149.8088048,156.9947784,113.3645096,143.66409,147.6129364,173.9818359,300.0288798,124.0943634,197.3480133,67.04071121,192,424.100211,162.7640953
1268,124.2378098,176.6558106,115.2407074,213.3563995,186.869175,101.7552246,203.9001948,149.7233518,159.7633667,112.5441864,141.10059,152.5348724,171.8284973,297.8071772,125.1197662,201.3470795,65.09244614,192,421.4634617,160.2005857
1269,119.9670441,176.9927795,113.0618515,211.5437897,189.4658546,103.930925,203.5635783,149.6091029,161.876297,111.6891647,139.6763,154.5911926,170.2273132,296.9665146,126.3871353,204.2763001,64.31805725,191.8273132,421.0217721,158.615125
1270,122.8398773,176.3771698,112.6514465,209.5943695,190.1071167,103.7257233,204.2475917,149.4381002,162.6971069,110.7657547,140.49711,151.0001526,169.7143066,298.8475393,128.1313553,205.0971069,65.85707702,191.3143066,424.9059601,158.9571266
1271,125.2362137,176.3578705,113.3543213,208.4397614,188.3627243,101.8901794,205.7270203,150.0623271,164.0350311,110.6373962,141.59645,149.833847,170.7519531,300.9278081,128.5637878,202.5779877,67.15786972,193.9027191,428.4786137,160.6246529
1272,126.8788086,177.2818298,115.8182129,208.5424255,182.8446274,97.4757019,208.464681,151.9444682,166.1909363,111.7666809,143.13638,152.503064,174.2424683,303.3232625,126.9211914,194.7756592,68.08182983,201.3970642,431.558476,164.3889364
1273,129.2887818,178.6120666,117.6962616,209.4120636,182.3440933,93.19541321,210.1879731,153.6767197,166.3172485,113.0316055,145.48878,154.9925232,174.936792,306.922404,125.2781662,189.8135132,70.5399292,204.8781677,431.6100289,166.7631671
1274,132.6786499,180.4610779,118.8262176,211.261084,188.2506791,89.08648376,210.6159948,155.21757,163.851889,114.4697296,148.87865,157.2524323,172.0605377,312.0585633,123.6345917,188.4781067,74.95702972,203.2345917,427.7945992,167.3623873
1275,133.1352158,179.9834411,119.1976349,212.8576874,190.3014107,89.27660828,208.7253596,154.0606664,162.4482239,113.6316681,147.86807,156.9328491,171.4094635,311.2939097,120.11866,190.1777954,75.78344269,200.8316681,425.6403242,164.5890287
1276,130.5656097,177.1054779,118.7864975,214.1938843,188.3742065,93.90190429,204.4426804,150.1205979,162.1398712,110.4453537,142.31772,153.9521057,173.05401,304.441625,114.6710892,195.0086578,72.90548096,197.6453522,425.1998138,158.3363139
1277,128.1075516,177.7105774,117.9256775,214.1818726,186.9380646,90.94258728,205.5438156,150.2064502,162.4495453,109.0561935,142.94684,153.8362579,174.1371643,303.4405924,117.650766,191.5806549,73.96012421,199.0096741,425.0401393,158.8247795
1278,125.742102,181.2073242,116.6915329,213.0505707,185.9096108,81.68648987,211.1146113,153.6346296,163.2723145,109.1590378,148.70618,156.0988556,174.7542328,307.2972971,127.6267853,181.2961029,78.27963715,204.151947,425.1135995,164.9098053
1279,123.9950211,180.7423615,115.8284698,212.3523132,187.0480309,83.44907532,211.7337036,154.6903928,162.1758118,110.8099533,150.19503,155.5758118,171.65625,305.4792684,128.5658554,183.7017365,75.9131958,202.7324066,423.7275151,165.940108
1280,122.6572357,177.6551605,115.2110321,211.940686,189.6207009,92.50486297,209.0752767,154.1758601,159.8089569,113.4855286,148.85724,153.2089569,166.099289,299.9051463,123.5234283,194.5069397,69.12135315,196.9696289,421.3753575,163.6247012
1281,121.8611252,174.2278748,114.5933502,210.2411804,189.7375374,97.56547393,204.2696076,151.289004,157.8478271,111.0790268,142.57136,151.1122803,166.2332459,298.4518331,120.6478256,200.3010193,65.98670044,194.2544769,420.474605,158.9362742
1282,121.346286,170.6240021,113.9755432,207.8729156,188.5791435,100.5515411,198.3489558,147.1702881,156.0973724,106.0336029,133.71612,149.1558868,169.3222839,299.1382853,118.8973724,203.4930267,64.75108643,193.1218292,420.3275059,153.0156212
1283,123.4863937,171.5913727,113.7262451,208.1588104,184.2856903,98.67108154,200.4158529,145.6312269,157.443866,107.32892,120.57934,147.3461731,172.7076538,299.2104085,115.2285553,202.2611206,68.30899201,191.9149445,418.968665,156.1273804
1284,126.6802918,174.3731567,113.6232162,209.4981903,178.747879,94.85900269,205.6531703,145.1160825,160.0195892,111.1409973,105.74315,145.5946808,176.2106476,299.0386963,110.7983017,199.2732727,73.7695343,190.678595,417.1288605,162.8242734
1285,127.0006973,174.2013977,113.1208389,206.8451691,179.7959824,93.36111908,203.43927,149.5254148,159.6416748,108.8055893,118.21233,151.6686798,177.4791626,296.2714462,111.5569259,194.2875458,67.013974,188.722934,415.4022892,163.2019806
1286,126.4852463,173.1704956,112.5022964,203.0308288,182.7598305,92.53639526,199.0579274,155.3672053,158.4045929,104.6819733,138.62423,160.0190033,178.0977081,292.7491862,113.8249145,188.7206665,56.70493469,186.5580353,413.7086726,161.7415314
1287,125.8834488,174.7218414,111.9695389,206.2741455,182.2814636,89.5589569,202.3509751,151.3830312,155.9616028,105.0331055,142.51655,157.8702179,174.0675751,297.0452245,117.5575973,185.3894195,60.2516243,191.7098999,415.9498487,160.1368714
1288,125.2645355,176.7848785,111.4537796,210.915976,181.121006,86.15494995,207.1647161,145.4518089,153.27966,106.2709274,143.13546,153.6410034,169.1162903,302.8904877,121.5805115,182.5011688,66.54387741,198.3116119,418.9707184,158.5036354
1289,127.9735168,181.807428,115.3753738,212.1396057,184.3513298,84.1358902,208.3600464,152.2293752,158.4545837,108.9886169,148.93193,150.6113861,172.2980225,302.9607061,126.6225281,178.6868805,70.25086975,197.3358887,420.60643,162.4936079
1290,131.0699036,187.1745056,119.8135345,212.9653076,188.0928078,82.27805481,209.1341451,160.4864248,164.5441528,111.8785797,155.33115,147.7214203,176.4265411,302.3586273,131.7831787,174.7647827,73.65689697,195.4780579,422.080913,167.1381938
1291,127.4404541,184.6298096,117.4276794,209.2404541,184.9109268,83.28829041,207.8475291,153.9903005,163.1181,111.6042587,152.82981,150.3701904,173.9287414,305.5487289,129.5266129,177.9638031,72.41490555,196.0925445,420.2348175,165.9317474
1292,123.5889435,181.5987854,114.8,205.3756744,181.5055313,84.52824707,206.43735,147.0202675,161.30271,111.1712555,149.80541,153.2110596,171.0828064,308.6527608,126.8783844,181.6388092,71.004422,196.7977875,418.1814728,164.4299787
1293,123.0722641,172.1952209,114.7999985,204.2389832,181.7638664,90.52172852,203.5095037,147.967514,156.7559326,109.8278885,140.71186,153.7277374,165.6060089,300.2136587,121.1949127,192.7990784,71.21109543,196.6944549,413.3099278,161.1576792
1294,122.7155457,164.7821198,115.3599518,203.5199738,182.2444268,94.86231841,201.0777588,149.2036743,152.8844177,108.6444397,133.83988,154.2355499,161.6754669,293.3740031,116.9688065,201.0357208,71.61331711,196.9910797,409.5999385,158.8629036
1295,124.0597122,178.5339569,121.8739807,207.242276,185.0878525,81.6274643,203.9211833,153.5118943,156.1931336,109.1614273,150.59023,154.6491425,174.1865326,303.5413997,128.2391098,178.1849243,74.09485092,201.5405579,418.2409908,166.9623578
1296,122.6735794,189.1172485,126.5840134,210.290155,186.6957817,72.65965576,205.9541066,154.8913218,158.9215393,109.5843079,163.38772,155.0784607,183.9055542,310.7805303,136.7957077,161.3734925,74.28557129,205.1018493,424.9885777,172.8918076
1297,106.0167175,181.978595,121.2041565,209.5659454,181.3935242,87.55771637,203.4538574,139.8897985,158.404245,109.4808502,154.07643,155.595755,178.0084015,301.6416804,130.1743469,178.3407379,61.66360092,203.1361389,421.1458239,166.6842868
1298,96.41607972,176.1285248,116.1855728,208.7285248,178.098362,98.09147035,201.5754089,130.1273308,157.7963928,109.1963913,145.7141,154.9593414,172.6986847,294.895902,123.9367157,191.9393494,53.54197464,199.8580261,418.5306833,160.739886
1299,112.0476456,174.8862793,112.4588379,207.4862793,181.9803734,93.01897584,201.9204763,139.0990893,156.8647095,108.264711,140.74512,150.197403,169.4895538,296.7075094,119.0712631,193.4921448,61.51303787,191.8869599,420.3053197,155.7364044
1300,122.2501984,173.5547791,110.363945,206.3922302,185.3436279,89.90458221,201.2267532,145.4752655,155.5766907,106.6205185,136.63606,147.096814,167.6749024,297.2332306,115.7187256,194.5703186,66.90318604,186.7342651,419.620939,152.3150737
1301,118.9355774,172.0010498,112.3319992,205.66716,187.4152641,91.66547547,197.946668,145.3889478,153.401471,103.2023163,134.668,148.1326324,169.3322113,294.557368,116.1330536,194.4667389,65.86736832,188.5987396,412.8141392,152.8329849
1302,118.3115448,171.000003,114.44794,206.0110718,186.5840683,89.29764252,194.3279343,146.6543999,150.7833893,102.9539459,135.39082,148.3944641,170.1787994,291.9731038,116.8055374,192.7778534,65.2,188.3253235,407.1908918,154.7335116
1303,122.5609253,170.999997,116.8317383,208.2912292,180.495018,79.4515152,190.0958252,150.3682887,147.3631592,108.4470505,140.98756,147.2543854,169.5569366,289.5547613,117.9456131,188.2175446,65.2,184.1795868,403.7114345,159.1383565
1304,124.5582001,171.1325378,117.7581985,210.0417999,176.6134262,76.62752609,190.42792,151.064148,146.6370392,111.3349213,143.93492,146.7767212,169.5092651,289.1607208,120.2788437,185.7767212,65.95106125,184.5391662,402.9450226,161.2616857
1305,123.5211487,171.4436554,116.7211487,211.0788513,175.7060051,83.26465149,196.9094874,147.6937332,149.5407837,110.7126892,143.31269,147.1915405,170.2351959,291.4940847,124.219635,186.1915405,67.71404724,190.9688782,405.833943,160.311053
1306,122.1224442,169.8965058,114.8062347,209.1738159,177.9601021,89.69725647,199.1342494,144.150247,151.8259369,107.457605,139.43815,148.5356628,167.7092255,290.8599396,122.8962601,190.2199524,68.13541183,192.7546112,408.2812609,156.6070226
1307,120.3584076,166.4722077,112.0045319,204.2967774,183.407856,95.92326355,197.0589142,140.4319407,153.486203,101.5429001,132.27825,150.8185303,161.898288,287.228096,116.255188,197.8986878,67.20151062,189.8491455,410.2824794,150.1216024
1308,121.8492066,168.2554291,112.1021729,201.7856751,183.0124779,97.1202606,195.9693654,141.7434896,153.1345856,101.0124481,131.09407,150.6162048,161.1165008,286.2585653,113.9918961,200.4897247,67.27351685,188.9551392,409.7476785,149.8982188
1309,125.7946869,173.9659973,114.3863983,201.0588745,178.2104111,94.52454987,195.6232732,146.8483887,151.2656738,104.5426147,134.41658,148.5396362,164.1275238,287.2968496,115.0301804,199.2437836,68.10414505,189.5781097,407.3002886,154.397452
1310,126.3973648,174.7291626,114.7317963,202.0039551,177.5869026,91.92784423,196.5032934,149.1125755,152.472815,106.9370667,139.34563,147.2649109,165.0662262,288.7256953,116.7377274,194.0510742,67.59736481,188.3285034,408.2918374,155.4983533
1311,125.1506836,172.755246,114.0045639,203.8739746,179.275116,89.33058776,198.0616455,149.8051745,155.3817383,108.7032013,145.16348,146.433786,164.8584473,290.3706258,118.8155304,186.6748688,66.35068131,186.0429199,411.1859131,154.719176
1312,124.2023117,173.0965332,113.5758667,206.1930664,176.8549462,82.92195587,198.6867778,148.8170751,157.6195129,107.9299103,144.70809,147.3206665,166.2195099,292.1407776,121.5666229,178.4736908,68.16662292,188.1643097,411.5730831,154.3132223
1313,123.3706955,174.3439575,113.2640106,208.687912,172.8268051,75.02160645,198.9466578,147.171168,159.5946015,106.1627289,141.79743,148.8799469,168.1945984,293.959933,124.5812302,169.9496277,71.18123017,192.0105347,410.9790693,154.0533422
1314,119.6454407,168.4001831,110.8027389,202.5042023,171.0700264,81.83174744,195.4178849,143.8711993,156.2801087,104.6427017,139.1334,145.9760987,165.4587616,286.824674,121.3974487,177.3757263,70.06405182,192.0560242,404.5982797,153.8622271
1315,115.1728485,160.5991516,107.7863388,194.0790833,169.8998718,92.44115295,190.9106242,140.1440392,151.5994934,103.1865067,136.53305,141.9195618,161.5062378,277.3767522,116.6128128,188.9212555,67.87976227,191.1199005,396.7229593,153.6888695
1316,116.9593887,160.5982025,108.3982025,195.087149,174.2872848,95.70565949,187.9890696,140.2716382,149.2758331,102.0017975,134.74807,143.0334229,159.7295624,280.0989838,115.0017975,191.4889496,68.14447556,187.3701752,398.8255659,152.2298597
1317,119.6653549,161.7430359,109.5430343,197.480893,179.491066,97.89124755,185.3004506,140.965477,147.2983978,100.8569656,133.08286,144.906781,158.2725036,284.6089223,113.8569656,192.7378571,68.76892853,183.2071442,402.3938664,150.5819957
1318,117.8208847,161.9979126,109.9958237,196.4125305,181.8528061,94.14072569,188.9599711,141.7421697,150.5644958,103.5707642,132.50522,144.9010437,162.2571869,283.1840744,113.0083542,191.3156616,67.51357574,184.1874695,402.005964,148.9331996
1319,115.8216675,162.1752411,110.4464264,195.2897583,183.9651795,90.23095245,192.8694433,142.5206363,153.8390534,106.3690475,131.98762,144.7566712,166.2421478,281.5928548,112.3021393,189.8309479,66.18142929,185.3752411,401.3489859,147.3617058
1320,116.5510605,161.3416412,112.0094193,198.3115448,182.7929344,91.27294464,194.0851034,143.2152964,148.4206818,105.3270554,131.57082,143.297876,160.9279754,284.7188365,115.7407196,190.8729462,65.55623169,184.5416443,398.6695687,148.3168653
1321,117.0619904,161.6465759,112.9859695,200.5629669,181.2468415,91.99298553,195.2625071,143.699159,144.0485321,104.1124802,131.36101,141.9194946,156.6600342,287.624588,118.8460022,191.1904541,65.41403122,184.1105225,396.1214164,149.1187452
1322,115.8108521,171.1343628,109.2325592,196.6010345,176.6854019,90.1162796,196.1313527,142.4827741,148.1147308,101.5059418,132.82067,141.1896637,160.8304932,288.7540919,119.2630493,185.6645966,69.1674408,186.9255829,394.6319733,148.6843249
1323,115.0203888,177.3574432,106.5005326,193.7606384,173.8014221,88.11914825,196.2656631,141.750445,151.4,99.05939637,133.01826,140.900531,162.7975128,288.9487254,119.23936,181.5606384,71.37854385,188.8193268,393.4428885,147.882534
1324,116.1679489,169.8461578,108.0653824,195.6384613,177.9743614,85.61538544,193.3098272,143.0544866,151.4,97.28589782,127.90641,142.4653839,155.4948761,285.210467,117.3615402,183.4384613,67.10128402,186.8371796,393.5173994,145.5352567
1325,116.827803,163.739917,109.6591904,196.3112152,180.533638,84.46008606,191.7884852,143.8565051,151.0269074,97.2340744,125.69237,143.5139008,151.8358673,282.1651713,116.2582947,185.4313843,64.28699417,186.1461822,393.1409411,144.5508181
1326,116.2014923,161.3390533,111.3293579,193.8059662,178.8373757,86.86095123,194.0501709,143.3345782,149.6698974,101.7226456,131.12041,143.2007477,157.7858337,280.9473394,117.1977646,187.7278656,65.33084793,188.8602051,391.5751473,147.1604525
1327,115.3125976,161.9370727,111.5751648,194.4495514,177.4688034,84.23833313,195.9374085,143.7186101,151.1245361,105.1623871,136.77456,143.4499084,161.5250183,281.41642,118.1749237,182.8637695,67.68716202,190.899942,392.7138563,150.707957
1328,113.9547806,167.8905792,109.2773209,200.7163971,176.6854477,72.64466095,197.1559652,145.7205149,157.6002777,106.7291,142.83252,144.7032776,161.3161224,284.8980001,119.2194,165.212143,72.38729858,191.7355194,398.6822793,155.9303309
1329,114.5460358,168.6471741,106.7003784,202.2505707,176.25,72.3731987,195.3965403,144.3578619,157.6260437,107.1822647,143.32227,143.3113251,158.6471741,283.545606,119.6143402,163.9867798,72.07585296,189.3222717,397.723186,157.4795609
1330,117.5768158,162.8991425,103.7741104,197.8611633,176.25,86.27297516,189.9097875,138.784017,149.5788025,106.2416779,136.84267,138.6083893,152.8991425,276.1428426,119.1963013,183.321051,65.49174881,182.8426697,388.0933729,154.4313647
1331,118.0570572,158.7023865,102.4554672,194.0250519,175.7646599,93.52107391,188.1191177,136.860007,146.6320068,104.9679916,133.3008,136.9546692,152.3077484,273.498675,116.0602386,192.2335968,61.01332016,179.2453308,386.8202275,151.8444328
1332,116.2793381,155.878952,102.5600388,190.6787537,174.8496628,94.88050689,189.6005504,138.1671524,148.2005829,103.3994171,132.35965,138.0003921,156.2814789,275.0672506,110.5179397,191.9198853,58.39902802,178.1996094,392.9451316,149.665858
1333,116.3757874,156.4162262,104.2162247,188.2363159,176.0354157,95.85254212,190.1666692,139.0437864,147.4423676,100.343338,127.79781,138.981839,155.925174,276.3131561,108.5292984,191.1535095,57.07675476,178.7050873,395.4242467,146.5706189
1334,117.631395,159.032074,106.832074,186.3529053,178.5204697,96.58497925,190.1666692,139.6541494,145.2450562,96.36724702,120.99661,139.9235412,152.8907929,277.3594996,108.7385666,190.1071716,56.55358505,180.1699615,395.6484637,142.9084295
1335,115.9290985,160.4656463,106.6385101,190.4595276,178.5103951,94.87702027,189.8584976,137.9843114,146.5229767,96.679216,120.47921,139.6822723,152.7396057,276.433988,110.0573334,188.8385101,58.69278336,181.0437683,394.2878963,141.7100652
1336,112.9976074,161.4079132,105.2774612,197.0553833,177.4634361,92.15492095,189.4222641,135.366909,149.2450805,98.77313843,122.57314,138.9494018,153.7865662,274.6890539,111.8371658,187.4774597,61.93836365,181.6719422,392.2687574,141.5355733
1337,114.2348557,162.1838226,103.5821579,194.9804993,177.8755188,91.68340302,189.6113408,135.1113396,151.3012451,100.3676361,125.00166,137.965979,151.3311218,275.7928797,112.2000015,186.7829834,63.85103912,182.300415,392.0358603,142.8205401
1338,116.5395386,162.9171265,101.8012665,190.6854065,178.6612053,91.78816223,189.960537,135.460537,153.1868958,101.8342514,127.51586,136.9183899,147.9788513,277.6261571,112.1999985,186.259198,65.42241211,182.9289612,392.2603498,144.4792137
1339,115.6843048,160.582666,103.0875915,191.2227173,177.1229439,86.03558044,189.8450419,136.4297447,154.050824,101.9070251,129.00867,140.0541077,149.7384156,279.3829041,111.4562042,179.8777344,65.97189712,184.4875946,392.8169992,146.8360723
1340,114.4264588,157.8573242,104.7647217,192.3757477,175.2885818,79.53670349,189.6703415,137.4779485,154.7845673,101.8022049,130.37134,143.7228363,152.149289,281.129921,110.6176392,172.7499298,66.39118042,186.1647247,393.415972,149.2818871
1341,118.7124222,160.3669159,107.6749496,194.1455017,174.8649636,78.78394012,193.7737401,136.9010531,150.8982818,105.0856568,138.10076,141.8491425,155.3829773,279.968778,116.4525742,169.3143402,66.81070633,186.6107117,391.0816738,155.8361918
1342,124.0254013,164.6834839,111.0580841,196.8136017,174.5567322,76.67959518,198.599584,137.8083522,148.8414276,108.8429565,147.44233,140.809372,159.7388611,280.075119,122.733728,163.6206085,68.16821823,188.4069397,390.1754739,163.3804665
1343,141.0265396,190.8148682,120.1883255,210.8762695,175.3438187,55.58559189,211.5428365,158.2726847,171.614563,117.7633072,175.77757,152.0385132,178.3141815,297.3036423,132.9134216,127.8342605,81.60121613,207.926767,408.4659402,182.5329844
1344,152.8072662,209.3340057,127.4332306,220.1898041,176.7422714,43.23955498,220.7469101,172.6116715,187.019632,124.2568787,193.95087,159.897992,190.8658447,308.5957057,138.902475,106.3308899,90.52952881,221.2309143,420.6329346,194.7740936
1345,138.4212158,189.6975708,125.2280685,205.6987457,181.2050972,74.74186325,211.2087123,156.2479757,165.4930573,118.5864639,161.18846,150.8673309,173.2245575,290.1318512,123.8863785,156.4195602,76.87852631,203.3796142,402.1065717,172.3724556
1346,128.8173874,176.8223145,126.1572113,196.9522827,184.6718521,94.06794129,204.785347,145.1519763,151.6347717,116.5447571,142.05943,146.097287,162.8397034,278.5622686,115.1372391,187.625647,69.05474854,192.2622711,391.2764631,159.7974739
1347,132.7049789,183.0214508,135.9287323,204.4122589,185.3285408,79.04291382,207.1494293,148.9169845,159.4099609,124.7402283,161.39233,153.3471252,172.9264373,286.4425303,124.0681976,165.5609223,77.67049866,200.1425293,402.158735,174.9450798
1348,133.4676651,182.8951141,138.2457519,206.639151,184.6672859,75.04892883,205.9363505,146.1551437,159.6925598,127.4768127,167.17192,155.5144684,175.182132,286.4159622,126.6742569,159.3085022,81.50532074,196.9525665,404.031917,179.6767807
1349,128.6315613,171.4356598,127.2068283,199.4901367,181.6447296,90.81881715,198.314237,131.6994184,146.5509827,120.4329285,148.66859,148.5757172,163.4072815,272.2230632,117.9482544,181.3863464,76.77435455,173.9285309,389.7639248,165.7467118
1350,124.5134491,165.9672516,118.0830429,195.4081817,179.7002945,96.04327696,194.1267039,126.0311864,141.3660797,113.5309967,137.1614,146.814035,155.992984,269.1354752,114.7345016,189.8994141,72.61754456,166.9625671,384.9456962,156.048734
1351,121.2524033,167.6503754,111.2453629,194.9874115,179.04282,88.67962036,194.0390422,130.8526306,145.6790802,106.7985092,134.00555,151.2322296,153.7838867,279.304334,118.1007462,182.2201782,69.14610596,179.1652008,391.4076843,151.4026184
1352,119.0994644,165.3059632,107.3827057,193.2237945,174.9554253,85.80864563,192.9783834,134.4108048,146.957843,103.5664886,132.48324,149.6973206,153.3254028,280.0387548,117.965416,179.0335113,66.37406159,183.4324371,392.8679635,148.5063082
1353,117.8363724,159.7273071,105.9091004,190.3818359,168.113678,86.54545136,191.1363754,136.9545275,145.8000091,103.1454559,132.27273,143.3818634,154.2727234,273.1970088,115.0182007,179.454541,64.16364975,181.3272858,390.3117,147.0151609
1354,115.0562347,158.4204071,104.5727906,191.7437622,168.5935402,86.73106689,188.0298538,137.660998,143.194104,103.827211,133.09615,139.4766434,153.7038544,265.778155,110.8979568,181.4612274,62.4349205,177.0843536,386.7204328,147.2467868
1355,111.4753463,159.3682892,103.3089462,195.3246521,172.9379921,86.62574463,184.255881,137.3976949,139.8238571,105.0910538,134.46531,136.8436386,152.3346924,258.0546748,106.1585495,184.3048706,60.96043777,171.7130249,382.5828574,148.3877576
1356,113.06828,158.8833984,103.8758408,191.5023041,171.0141754,86.44075623,183.5323893,133.3522377,140.1147064,105.4,132.49096,137.0758454,153.1147095,262.403717,105.3981094,183.8852936,58.9279396,174.301477,380.7183293,147.8704453
1357,116.3351486,157.9349579,105.0350525,185.2847198,167.0623207,86.22999116,183.795845,128.0830968,141.5900665,105.3999985,129.43486,138.235051,154.5900665,270.6587067,105.9250244,182.4099335,56.71490021,179.4652314,379.5892356,146.8166199
1358,113.9058792,158.7948547,104.9286758,188.1985321,165.4825363,84.93382263,184.3609085,129.4436315,142.5235321,104.1338226,128.54779,136.9529358,151.0919067,270.5520808,106.8139709,182.7426483,59.47500305,180.8330872,380.1391819,147.9479192
1359,110.5316239,159.9547516,104.6123398,192.627243,164.2962761,83.45758362,184.9760081,131.9040222,143.3670944,102.6575851,128.02056,135.2658142,146.7686432,269.0582759,107.7629791,183.3753204,63.06014862,181.5712067,380.9676841,149.4417305
1360,108.9805054,157.6679718,105.005571,188.4401245,162.0954132,87.25291138,180.5218379,131.9999987,139.851268,101.4846832,126.78329,138.1403778,146.1944305,269.2534867,107.6986084,185.1236725,60.76658096,176.6317718,381.2172677,146.2047463
