Frequency,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density
ramanShift,DM201,DM202,DM203,DM204,DM205,DM206,DM207,DM208,DM209,DM210,DM211,Ctrl01,Ctrl02,Ctrl03,Ctrl04,Ctrl05,Ctrl06,Ctrl07,Ctrl08,Ctrl09
626,201.0766876,276.4749786,190.468161,334.1982971,304.3032532,179.9454682,352.5227203,237.1524659,239.9005401,181.5965912,222.68179,236.7556946,262.9107666,443.9242249,192.182962,314.7437622,115.234082,300.6511169,623.7276742,264.371671
627,204.9379578,280.2504395,193.9004028,334.1124939,306.9846954,177.1996796,353.6667989,236.4374161,244.9630951,181.4249817,226.80049,234.5247375,268.4881531,448.5005341,191.3249024,311.9121643,116.9502029,303.2253052,624.4018685,266.3023072
628,208.7992249,284.0259094,197.3326447,334.0266723,309.6661301,174.4538818,354.8108877,235.7223638,250.0256439,181.2533661,230.91917,232.2937836,274.0655487,453.0768535,190.4668396,309.0805664,118.6663223,305.7994812,625.0760542,268.2329458
629,210,285.1408386,196.27034,334.4732605,312.1268234,174.0732575,354.821579,237.225413,250.3577026,182.7380859,230.9577,231.5408386,273.4337158,453.8591258,188.4844452,310.6254517,120.1465134,306.0084229,625.0321917,269.9671758
630,209.9999969,285.0549927,193.1794983,335.1601196,314.4878845,174.7601135,354.3207499,239.7295761,248.5547058,184.9703613,229.15471,231.4549896,269.9994446,452.9290212,185.9945984,314.1455628,121.520224,305.1498657,624.6642325,271.6127701
631,210.1853302,284.6911072,191.7868896,335.8779968,315.8069305,176.4046722,354.3346303,241.2303696,247.7706695,187.3266693,228.83401,232.8826752,268.1706696,452.0759227,184.7706696,317.5120056,122.1219986,304.1366638,625.0904803,272.5637003
632,210.7007812,283.8320313,193.4191376,336.6511658,315.2700196,179.755072,355.2652995,240.9440104,248.8015595,189.9039032,231.15352,237.0062469,269.2015625,451.3600261,185.8015595,320.6046814,121.3488281,302.8480469,626.9313616,272.2773438
633,211.427298,283.1975372,195.0405884,337.5028198,314.7060242,182.9269379,356.353831,240.7681401,249.9190582,192.4378845,233.49471,241,270.2893036,450.8808848,186.9244751,323.4403442,120.7813003,301.7569397,628.8727809,272.0699081
634,218.6478211,289.4725037,196.3299683,340.7692505,313.3092041,180.6060577,362.2992961,243.9915848,253.701236,193.6413025,236.50326,241,273.1259308,457.6859385,190.8785705,318.3687927,126.5405213,306.7425415,633.9075012,274.2904968
635,225.868335,295.7474854,197.6193451,344.035675,311.9123764,178.2851776,368.2447662,247.2150269,257.4834137,194.8447205,239.5118,241,275.9625549,464.4909922,194.8326599,313.2972412,132.2997436,311.7281372,638.9422084,276.5110957
636,225.0903626,299.8428467,204.3648377,346.8185242,316.3494034,173.9629486,373.2329305,252.5614344,259.448645,196.9579071,246.34052,245.3644562,279.406543,467.2071991,197.3942017,305.8594849,133.3332107,314.1092651,640.8182547,280.5006307
637,220.961908,303.0251953,213.3958313,349.3988098,323.2301559,168.8023804,377.8200989,258.7971166,260.6527771,199.452182,254.76944,251.557138,283.1049499,468.2106476,199.3724182,297.4305695,132.3871063,315.399408,641.3711722,285.2311452
638,219.020459,303.3998718,218.2162628,349.2039368,327.5408173,169.9758667,378.0269979,260.1086375,260.4529846,200.804068,256.08132,253.6692475,283.5386231,466.5202179,199.3590851,297.4575683,130.0692474,313.9794129,639.7549351,287.5135549
639,220.6556061,299.1829163,216.1508179,344.4706177,327.6483994,181.5079559,371.0704448,253.3672384,257.9572327,200.2877014,245.75407,249.1080475,278.6331787,460.4242808,196.0887878,311.3132935,125.5080444,308.1273132,634.5913261,285.7923431
640,222.1569855,295.2238953,213.9849304,339.9522095,327.4572678,191.8838348,364.6871846,247.0836385,255.772052,199.7569885,236.32978,244.7808838,274.3632324,454.8618215,193.0430145,323.6878784,121.3624985,302.7672668,629.8474295,284.1029409
641,221.3819824,295.6544617,210.1099213,339.0910889,322.1829453,182.5838043,368.0598806,248.5905889,258.8720642,198.9819824,242.27146,244.4364349,280.9076904,458.3780416,193.8180176,310.8572937,124.2902832,305.7811706,632.2462333,282.9547908
642,220.6069824,296.0850098,206.2349091,338.2299805,316.9086304,173.2837738,371.4325765,250.0975342,261.9720703,198.2069824,248.21314,244.0919922,287.4521484,461.8942464,194.5930176,298.0266937,127.2180664,308.7950684,634.6450544,281.8066406
643,219.2001343,296.7683594,200.2742371,338.5683655,311.7109527,169.5369843,370.5966848,247.6582133,262.1684906,194.1477997,248.22123,242.8632813,284.1479309,461.4650676,194.5473938,295.2315064,128.5052063,310.8630249,634.9699664,279.8686066
644,217.5630493,297.5438171,193.5535705,339.3438171,306.541214,167.8137329,368.2272237,243.7809067,261.3068665,188.8918945,246.06717,241.3123596,277.25495,459.5982158,194.2027466,296.0931335,129.1945053,312.586261,634.5391497,277.642746
645,216.9549652,296.722113,190.9843658,340.0839783,306.1178741,166.2320526,366.5966899,241.5887426,259.8415955,185.87099,244.09007,240.7194702,274.5843567,458.8549652,195.632843,296.2095337,128.819075,314.0969543,630.5078735,276.4812342
646,217.8171021,293.6184387,194.3466888,340.7736755,312.4761047,164.8526428,366.0219371,241.8042755,257.5138336,186.0434204,242.3658,241.4953888,277.9466858,459.717097,199.5986572,295.2611847,126.9223831,315.3039368,621.3322972,276.8404566
647,218.4652252,290.2212585,197.3603607,341.178009,317.7544937,164.2421723,365.235728,241.9141159,255.0432342,186.0652222,240.19747,242.0017975,280.6273804,460.0309194,202.5419678,295.4623566,124.7481033,315.6389038,613.4813494,276.8032964
648,216.9987274,283.923938,196.9290375,338.7625977,312.3629685,171.2295929,362.3602499,240.9795812,251.1613373,184.5987274,233.64137,239.8451874,276.5729492,454.9269358,195.3820221,307.0218018,119.8310272,307.3575134,618.7188372,272.8495077
649,215.5322296,277.6266388,196.4977142,336.3471985,306.9714432,178.2170197,359.4847717,240.0450465,247.2794372,183.1322327,227.08527,237.6885742,272.518515,449.8229574,188.2220642,318.5812378,114.9139511,299.0761292,623.9563119,268.8957214
650,214.7326691,277.201413,195.4653473,336.8014099,304.9154816,179.5997162,356.6635997,239.6108017,244.9312592,184.6025452,226.60142,238.1346527,269.9309784,447.4983571,188.6028259,320.4656311,116.8042419,297.7340942,623.7599662,267.2211202
651,214.1284638,278.4961517,194.2569275,338.0961487,303.8365402,179.3407654,353.8583374,239.3230769,243.0323181,186.9330658,227.89615,239.3430725,267.7730866,445.9878286,191.1922974,319.5161621,120.6884445,298.4246094,621.9719849,266.2141062
652,212.3022095,280.5007141,193.2058441,338.4058472,304.7773437,178.1357819,352.7603353,238.4768931,243.9707764,187.2540283,230.96493,240.5123993,266.52117,448.9768321,192.6,315.925592,122.4058441,301.3225891,624.8007769,266.7177429
653,209.0202789,283.3508118,192.3421784,337.5421753,308.124054,175.8038819,353.6959788,236.9654795,248.2891113,185.1812256,236.14693,241.6351715,266.3484345,457.3256124,192.599997,309.1889893,121.5421783,306.8500611,633.1289978,269.0208588
654,206.6619293,285.6419647,191.454129,336.4353211,310.8784333,174.2740875,354.8038991,235.9908295,251.708252,183.8011536,240.17454,242.0772858,266.4431213,463.9529673,192.891748,304.3967956,120.617659,310.8827942,639.9557626,271.1114349
655,209.945813,284.5185455,190.4171112,333.8427795,310.014267,177.6443848,356.9643504,238.2953034,249.6342255,186.6529419,237.14991,238.361322,268.1714783,460.0641683,194.9657715,311.4830627,119.3213913,305.784137,637.6101379,271.9035925
656,213.2296906,283.395105,189.3800995,331.2502442,309.1500854,181.014682,359.1248016,240.5997823,247.560199,189.5047272,234.12529,234.6453522,269.8998383,456.1753591,197.0398041,318.5693298,118.0251236,300.6854859,635.2645133,272.6957525
657,214.8717804,288.2016357,191.4150146,333.8009827,306.231247,172.7399536,360.5717773,243.5603663,247.8430664,190.1429047,234.67178,235.4290375,269.6998352,456.7504069,197.0427399,309.0822021,120.0150116,307.2310119,634.3978184,274.5005468
658,216.1688141,294.2544739,194.0955505,337.4326843,302.8805542,162.0177857,361.8688202,246.658844,248.621283,190.3158417,235.96882,237.1584229,269.0945496,458.263621,196.6103943,296.1118439,122.6955536,316.2237976,633.841932,276.5181554
659,216.5779175,293.6466797,194.2007599,337.7786804,300.4171982,159.1096496,360.6122996,246.5380682,248.7334961,189.7337586,235.08985,238.8439117,268.8444214,457.0752869,195.6005066,293.7086456,121.9568451,316.5580994,633.634892,275.2421646
660,216.1453156,286.725061,191.8647064,335.010022,298.7949371,163.6087097,356.9351857,243.365654,248.214383,188.4359527,232.14815,240.4877991,268.9309387,453.3260803,194.0431397,301.3224365,117.9769119,308.6847595,633.7584795,270.8440501
661,215.3283813,281.5493469,190.069867,332.8873352,297.958519,168.5100556,353.7088827,240.4839884,247.6777283,187.8017487,230.04454,240.6471527,268.8253296,450.3478902,192.2410461,309.0419372,115.1318802,302.1554504,632.9962507,266.8820953
662,212.9909485,283.280774,190.416156,333.3201966,300.2310257,175.0029175,352.2660167,238.7525584,247.0717224,189.7928955,231.25654,234.933432,267.959613,450.4200287,189.470755,317.179657,116.776741,300.943457,628.729514,264.645663
663,210.6535187,285.012207,190.762442,333.7530518,302.5035248,181.4957885,350.8231659,237.0211283,246.4657288,191.7840393,232.46855,229.2197113,267.0938965,450.4921774,186.7004639,325.3173828,118.4216003,299.7314514,624.4627729,262.4092305
664,210.0138611,282.8059387,191.1861389,331.3287109,302.6534653,180.3465332,351.1171621,235.9323425,244.623761,190.3009888,231.98218,230.2217834,266.5366333,450.3069255,187.4039612,322.9564331,119.1405945,299.4455444,622.896746,264.4835002
665,209.5807465,280.1206299,191.6192536,328.556781,302.5451813,178.2675873,351.6224619,234.9217453,242.6314392,188.395285,231.28919,232.040863,266.0168976,450.0903676,188.5300598,319.3182739,119.7469528,299.2722961,621.6592756,267.0821864
666,208.3899353,280.6161041,194.527185,328.0565369,305.4670715,176.5919464,352.2121124,235.3417206,243.4666107,188.8625824,232.71711,232.3959778,268.1736511,451.2625834,189.656543,316.0828858,120.2525162,298.6949707,621.9364842,269.1346461
667,206.6564484,283.3896759,199.2075836,329.1833008,310.5591736,175.2051605,352.8621725,236.7862879,246.3268616,191.0294372,235.66404,231.7025787,272.2473419,453.4294332,190.7833069,313.135968,120.6858887,297.8282287,623.2985055,270.7958984
668,205.8534485,284.4692322,201.8601593,330.3579834,313.1462097,173.0544434,353.0350037,236.8985926,248.2806732,191.4544433,236.55898,231.3431946,274.2215027,454.1845805,191.6,309.7351135,121.1193283,298.0830322,624.8653085,271.144811
669,207.5012329,281.0869354,199.1716705,331.6588623,309.1351471,168.8916137,351.9509379,233.5018412,247.8470428,187.2916168,232.04925,231.8635498,270.6657501,451.2214661,191.5999969,305.1386597,121.5529587,301.2918823,626.9715053,268.0371425
670,209.1490204,277.7046387,196.4831757,332.9597534,305.1240998,164.7287933,350.866862,230.1050924,247.4134125,183.1287903,227.53953,232.383902,267.1100128,448.2583415,191.6000031,300.5422119,121.9865845,304.5007202,629.0777021,264.929479
671,210.3772919,278.2727325,193.7090515,328.7953857,302.5823517,166.1136597,348.2404887,235.7463023,245.8022491,184.7659332,229.92277,235.7636902,267.6727387,446.554896,189.5817902,302.5864014,119.5613281,301.5726807,623.0161394,267.4261805
672,211.5921662,278.9669464,190.93219,324.4565491,300.0875092,167.6756439,345.5648702,241.6760534,244.1534882,186.5882477,232.52607,239.2347626,268.3669525,444.8916728,187.4991455,304.8425964,117.0447952,298.4487183,616.6938171,270.101799
673,212.2884003,278.6808838,192.1918457,324.9034455,298.4568939,168.430719,344.1859996,242.0323944,244.7536041,189.0457672,235.36113,240.630722,268.8884033,444.477534,187.6075195,304.1579956,118.449527,300.3993713,616.3842381,271.8171336
674,212.7225434,277.8994202,195.4913238,327.7687805,297.2630157,168.7780334,343.4624278,239.5722631,246.4901703,191.8242737,238.31329,240.9780304,269.3225494,444.6946004,188.8231171,301.9872864,121.8358292,304.9144409,619.1131199,273.0472005
675,212.5296722,277.5567688,196.5966247,330.321167,297.8717957,169.8465973,344.0451813,237.6341884,247.0983093,193.0356018,238.88308,240.1652679,268.8474731,443.605245,189.9762634,303.7982422,122.0246124,306.6084961,621.0139204,273.4152603
676,211.226471,277.9911774,193.8164795,332.3194092,301.6727905,172.1923462,346.9411723,236.6205851,245.7082367,191.4717682,235.23412,237.2982391,266.7623505,440.2024536,191.0188232,312.6599853,116.5511841,303.3070617,621.4483207,272.2568639
677,209.9948822,278.2822876,191.2051178,334.174408,305.3203659,174.1696899,349.5003306,235.6325455,244.3385864,189.84646,231.74882,234.6204743,264.8665344,437.1663412,191.9590576,320.6929199,111.5740112,300.251178,621.7694048,270.9107691
678,209.9079468,276.2828674,191.2920471,333.7397522,306.5156784,170.257785,346.6750641,235.053004,243.2954132,187.2385254,230.8795,234.9681976,265.9966339,439.9916026,191.2636047,315.4770447,114.5296753,301.1204895,620.2791617,266.5642039
679,209.8210236,274.2834503,191.3789825,333.3050964,307.7109833,166.3458771,343.8498027,234.4734624,242.2522308,184.6305847,230.0102,235.315921,267.1267487,442.8168691,190.5681549,310.2611694,117.4853363,301.989801,618.7889012,262.2176412
680,210.5914093,274.3935608,190.0809814,331.2874206,308.0824433,166.5871155,346.2443695,232.5196864,241.6702484,184.6595093,229.5362,232.5641144,266.5426392,444.8190104,189.8723938,306.2960083,117.6723938,302.1340515,619.4649484,263.0902278
681,211.6352051,275.1764038,188.3413269,328.7649231,308.1911698,168.1528046,350.3035634,230.1276576,241.2353333,185.5293366,229.18827,228.8238556,265.4118622,446.55867,189.176532,302.7297241,116.976532,302.0470642,620.831822,265.6272303
682,211.3612579,276.7183197,188.6780823,328.7979004,319.9324646,171.396405,350.8691152,229.0330353,241.8387421,186,228.36096,227.1994018,264.2009003,448.4319306,187.8813782,304.1150207,116.0807785,301.2810791,621.7996608,266.0680695
683,209.5335388,279.1552795,191.4631836,331.8440979,345.3900146,176.6184631,347.3152161,229.4682032,243.6664642,186,226.96841,228.0697449,262.8953857,450.462738,185.8795868,311.3388794,114.9493317,299.7144592,622.2970014,264.0372645
684,208.7989715,281.606488,194.6830719,334.5401673,362.8777924,181.3924774,345.1977183,230.5458654,245.5784576,186.518631,226.24854,229.5569214,262.0943573,451.5943044,184.6905975,317.5682068,114.7148697,298.7924744,623.1548287,263.3378856
685,213.7628662,284.1319763,200.1694855,335.411029,338.8203125,183.8308838,350.5680084,234.9727325,247.929779,189.7408081,229.0353,234.2595612,263.9231598,448.0382996,187.7386017,318.6132324,119.1562485,301.2308899,625.8918152,269.5790431
686,218.7267639,286.6574768,205.655896,336.2818848,314.762825,186.2692871,355.9383087,239.3995997,250.2810974,192.9629883,231.82204,238.9621948,265.7519623,444.4822795,190.786615,319.6582703,123.5976319,303.669281,628.6287972,275.8201955
687,221.9608612,292.2723572,207.9817078,334.6676514,310.4643555,188.0310669,360.3071086,240.5648931,252.1817078,193.92724,231.29617,241.4829864,269.4646881,444.1255391,193.3842682,320.5531921,124.8778747,307.5400146,625.3416312,275.0975138
688,224.9235352,298.3719788,209.8115936,332.6634888,309.2662125,189.6866821,364.5187531,241.2184245,254.0115875,194.5371979,230.25052,243.6614227,273.4730194,444.2707571,195.9112549,321.4245667,125.6621094,311.6354675,621.1092398,273.2821503
689,224.8601593,298.4195618,212.2375854,333.8842041,307.0751953,187.9684326,365.1340892,240.7556407,254.5518829,196.4375885,232.9263,243.9548859,278.1278076,445.3671621,197.1488678,319.2195679,125.6030121,310.7699402,620.8807678,274.4849523
690,222.5060456,293.8857239,215.1148315,337.5461487,304.1325607,183.6961639,363.0270233,239.4478048,254.1159332,199.3148285,238.41922,242.8214355,283.2719665,447.1836039,197.4104401,314.6857239,124.9054962,306.1489136,623.6832711,277.9725189
691,220.2236054,289.1109863,214.7983612,339.7917175,303.531044,180.5039337,359.8989055,237.6794383,252.4790924,199.9350006,241.27123,241.5436889,284.4062317,446.6587474,196.2310638,312.0724548,123.1991821,302.487793,624.0846122,278.8388647
692,218.1298248,283.7020569,206.0742767,338.3086243,309.0926514,180.1549713,354.0828501,234.6987127,247.6808563,194.6133087,237.17091,239.8861145,274.9842224,439.9702861,191.2583405,314.5152038,118.8371368,301.3536499,618.1646816,272.8047079
693,216.0360443,278.2931152,197.3501923,336.825531,314.6542511,179.8060089,348.2667948,231.717982,242.882605,189.2916168,233.07059,238.2285339,265.5622101,433.2818146,186.2856079,316.9579468,114.4750931,300.219519,612.2447771,266.7705485
694,213.9410431,281.6315918,192.5673523,331.9957703,305.7420731,175.5963013,348.8815766,233.8114141,245.5452728,187.8273651,233.68632,237.3421051,268.4026398,436.0978139,189.1168549,309.5362915,116.5447464,300.4573669,613.9812055,267.7390366
695,211.8460235,285.123291,187.8535522,327.1073914,296.576355,171.3189697,349.6090139,235.9937261,248.3386353,186.4306824,234.38466,236.4691773,271.4578735,439.0803172,192.0847992,301.9418335,118.7270599,300.7192444,615.8517587,268.8301926
696,207.9982361,282.2129028,185.6146606,325.6604126,293.2214051,168.7313782,346.2086945,232.8909963,246.4211151,182.9794678,230.0692,233.6023437,271.1917908,438.5904185,189.375357,300.7477966,116.6815201,297.900293,613.5806405,264.9379222
697,203.368988,276.4481689,184.4791901,325.74776,292.4571381,166.8971466,340.9680328,227.431989,242.4032776,178.6122528,223.51838,229.8465363,269.4449036,436.5523783,184.1347046,302.4073425,112.7510269,293.7077576,609.4629822,258.823822
698,201.5833588,271.9112763,183.0975983,324.5708008,293.0536042,167.345282,337.7748006,225.6885351,239.5434387,175.8244019,218.79224,229.2155212,267.24104,436.1820679,181.9131195,304.5940796,110.7512009,291.1648804,606.5233808,254.2593969
699,204.0304504,269.202002,181.3496796,321.5119354,295.6754761,171.1907074,337.6291453,229.4756953,238.4072906,175.3874207,216.78213,233.2357452,264.3569672,438.2941437,184.1854156,307.5655518,111.6251617,291.0774841,605.3372716,252.0016632
700,206.061148,267.0281189,180.1669708,319.4645111,298.0247956,174.6793457,337.0950063,232.8663915,237.915744,175.2876282,215.37689,236.3735229,261.988446,440.2989095,186.5074616,309.92229,112.4495911,291.138855,604.1581944,250.3388672
701,204.8368744,269.0394135,183.4025391,325.3235169,298.2434158,175.3789276,333.5242233,233.1578903,242.4630279,177.8236115,218.69991,232.613266,263.6499573,441.4648794,189.2183441,307.4737488,112.8868286,292.3631164,603.0338614,253.3266703
702,203.6126068,271.0507202,186.6381134,331.1825257,298.4620361,176.0785095,329.9534302,233.4493815,247.010315,180.3596039,222.02293,228.853006,265.3114593,442.6308441,191.9292297,305.0252136,113.3240692,293.5873963,601.9095372,256.3144709
703,203.7615234,271.6169128,186.6215637,328.8739807,299.4038086,173.0909058,331.3217036,232.2949219,243.6063354,180.293869,221.58773,228.8507385,263.6477783,441.748764,189.7247284,304.3107788,114.5568725,293.0769531,600.1132551,256.7730815
704,204.1990204,271.8794128,185.9215668,324.848999,300.4975586,169.3284149,333.7279485,230.8365962,238.5313507,179.6813721,220.36274,229.6382385,261.2852875,440.4362691,186.4872406,303.9607849,115.9568695,292.2019592,598.1757638,256.7001648
705,205.5833008,271.6213409,184.464032,322.9526733,300.3491821,167.8366608,334.5572281,229.4961319,236.957312,179.1160095,219.658,229.7633392,260.6259857,439.7150065,185.7099793,303.1373535,115.7953537,291.7999939,602.356999,256.1539027
706,207.7720917,270.920932,182.362793,322.8651184,299.1453552,168.2744202,334.0465139,228.2558161,238.358136,178.5906982,219.39535,229.3255859,261.4139587,439.4961294,187.0232574,301.9116333,114.3069778,291.8,611.7375227,255.2054265
707,208.4571625,271.5673187,181.8101807,324.3938477,297.043396,168.1510315,334.5084915,227.6326472,239.3551025,178.0204132,220.27753,229.2244873,261.506134,440.1190236,188.3367279,300.0347168,113.4469345,292.4959045,618.5058332,255.0050913
708,204.7778168,276.122702,185.7523346,330.6136902,292.3347092,166.3989624,337.7936198,228.8006922,239.179895,177.3195831,224.48249,230.1005157,259.5788544,443.1851553,189.6507782,296.2677612,114.4105713,295.2116089,617.6923872,256.9761683
709,201.0984711,280.6780884,189.6944977,336.8335327,287.6260147,164.6468903,341.0787405,229.9687398,239.0046906,176.6187561,228.68746,230.9765564,257.6515839,446.2512767,190.9648346,292.5008179,115.3742096,297.9273193,616.8789063,258.9472504
710,199.890976,276.7051392,186.3023102,332.1373657,284.1942597,166.3914978,337.2566528,229.0758133,237.0378784,178.8180481,226.41133,229.8056641,258.197168,443.48968,191.7677826,295.8976898,113.7791199,296.890979,607.1684221,259.1421839
711,198.7514557,272.4976837,182.7084381,327.1410034,280.7976151,168.2322601,333.2391103,228.1262131,235.0218078,181.0970886,223.95698,228.5784943,258.8107544,440.5678355,192.5566833,299.4915588,112.1136673,295.7514587,597.2132699,259.2882741
712,198.2786865,271.0180328,182.8737824,323.5376892,283.9959335,168.4360657,331.6967189,228.1366145,233.3081848,180.5868744,222.65409,227.5934387,259.1819702,437.0887655,188.6147156,301.8131225,111.6606567,293.5196594,596.0492031,257.4125519
713,198.1032684,270.7549103,184.7156403,320.5556335,290.1354523,167.9098144,331.2581813,228.5751546,231.7294556,178.832724,221.86472,226.7163635,259.4450928,433.3612061,182.5629059,303.5672668,111.7483643,290.8007263,598.8057251,254.6351547
714,198.6496643,270.7082733,185.800003,318.9804627,295.0583496,168.7549622,331.3909988,228.863411,231.2331116,178.0526489,221.03907,226.9579437,259.4195373,430.7155101,179.5774811,306.4046204,111.0781509,288.1172241,601.5371268,252.9699224
715,200.2293335,270.9715546,185.8000031,319.4192627,298.2396316,171.563263,332.3417231,228.9365413,232.2862244,178.6669647,220.16148,228.8008911,258.9807434,429.6185201,180.9816315,310.7925964,109.3229645,285.4844482,604.2325963,252.896787
716,201.7510346,271.5950165,185.7535278,320.0672211,300.6659775,172.1875702,333.1666692,229.8229497,234.0481232,179.4091248,220.32945,230.4813263,259.0531006,429.5283508,182.9551758,312.1137207,108.6945953,284.1062195,607.0444467,253.8402379
717,202.8925842,274.5806061,185.4022827,322.0868835,298.1414032,158.4889923,333.1666692,236.0429255,240.4583588,180.9897308,227.35436,231.0960083,262.4777496,436.0410258,188.6629211,293.3220734,115.4560761,290.9555054,610.6196333,261.450559
718,204.0341339,277.5661926,185.0510376,324.106543,295.6168213,144.7904022,333.1666692,242.2628988,246.8685913,182.5703369,234.37928,231.7106903,265.9023956,442.5537008,194.3706604,274.530426,122.2175552,297.8048035,614.1948024,269.0608851
719,201.2712189,278.0751007,181.9961182,323.9494141,291.2135392,148.8828521,332.8537649,240.6634369,244.2704437,180.8474792,230.06812,230.1478668,267.8268463,441.5599975,188.2159821,278.934201,119.7455414,297.4482544,610.9594421,264.72214
720,197.8445435,278.1629639,178.4815826,323.4222351,286.4908829,155.9997894,332.4876684,237.7346548,240.14086,178.563031,223.82981,228.2148743,269.4962494,439.2901967,180.0446838,287.2812317,115.7038208,295.8667053,606.5662667,258.3520406
721,198.3833069,275.7081574,177.3051209,323.5559753,285.2628098,160.9833099,331.5705236,234.974378,238.6034119,177.5491455,220.28463,226.2812073,267.0470489,437.9519247,177.3628082,293.6986756,113.2880447,294.1320679,605.2954669,255.5819092
722,201.8120117,271.400293,177.8326172,324.1713867,286.581543,164.4120117,330.2517904,232.3369141,238.9550781,177.4612305,218.70215,224.3470703,261.5962891,437.2925619,178.681543,298.7098633,112.0572266,292.2858398,606.3002232,255.4353841
723,203.4523712,267.5989685,178.1732971,324.0125732,287.9672623,167.681134,329.2220764,230.0772324,238.8261841,176.7591766,216.37176,222.4926819,256.6518555,435.6317851,179.7869049,302.7874207,111.2534027,289.6382446,605.4551609,254.2875493
724,200.9892731,264.9599365,178.0853332,322.0772888,289.5067062,170.5840698,328.8555476,228.6844152,237.5946381,174.6479523,212.32524,220.8212952,252.8692444,431.6732432,180.4026825,304.7227112,111.4293381,285.1518982,600.3655962,250.8421402
725,198.6079132,262.5134399,178.0369354,320.1498779,290.9076767,173.207428,328.6516851,227.326739,236.4158264,172.6553955,208.64006,219.2606781,249.3477264,427.978419,181.0870514,306.3995178,111.5551529,281.124469,595.5453971,247.6165085
726,198.8719727,266.298291,179.2692139,318.4775055,287.826973,166.7819763,333.7128245,227.106692,236.9439484,174.5038178,216.64987,221.2851288,254.2768432,432.819519,183.9917084,299.7100037,110.058815,291.9509155,599.4434291,251.5040563
727,199.1360321,270.0831482,180.5014923,316.8051208,284.7462769,160.3565247,338.773969,226.8866374,237.4720673,176.3522339,224.65967,223.3095856,259.205954,437.660609,186.8963654,293.0204895,108.5624786,302.7773682,603.3414394,255.3916016
728,198.8663177,268.3305115,179.6654663,316.399997,284.8342209,161.2025391,336.7743658,225.4985886,235.8648316,174.7978851,222.92945,223.3995758,260.1330536,438.0547384,185.6646179,294.2029602,107.6661026,302.063147,602.4266052,253.8862991
729,198.4259521,264.8076263,178.1682434,316.4,285.9351197,164.3731324,332.5175476,223.737147,233.5749573,172.155719,218.08549,222.8711456,259.7807587,437.0272268,183.1105316,297.9019867,106.961525,297.6595398,599.9731663,250.6569951
730,197.8138367,263.6865021,178.5155731,315.4989563,286.8218079,165.4851196,330.6551361,223.2981517,233.7301117,172.0013916,216.67267,222.8574402,258.6989594,433.6753031,182.4436005,299.9287232,106.6,292.7826904,598.8062308,249.8938955
731,197.0207214,265.0964966,180.8068115,313.648349,287.4827271,164.4276245,331.3160655,224.2528382,236.4619659,174.4688721,218.87578,223.3861878,256.848346,427.8737844,183.7654694,300.1930908,106.6,287.4071045,598.9950649,251.7298101
732,196.419165,267.1775055,182.7533325,312.6025024,288.1677094,163.5424988,331.1624985,225.2555568,239.2708344,176.4575012,221.07917,224.2216644,255.9174988,424.4833323,185.0875,299.6141663,106.4466675,284.1008301,599.9232221,254.1090266
733,196.5073425,271.6745117,183.4587494,314.4542114,288.9392472,163.2779694,328.0763245,226.4312414,242.357016,176.7220306,223.28358,226.1615509,258.2982727,429.7739258,186.4101501,295.9989258,105.7412521,288.2451294,603.5132577,258.4443741
734,196.59552,276.171518,184.1641571,316.3059204,289.7108002,163.013443,324.9901352,227.6069311,245.4431915,176.986557,225.48799,228.1014343,260.6790314,435.0645243,187.7327972,292.3836822,105.0358429,292.3894409,607.1033107,262.7797292
735,198.5261566,272.4639374,182.692569,316.3162567,286.8188858,163.8374573,327.3457159,226.8292084,240.3240021,177.251239,223.50635,227.3625397,257.1989258,432.4720103,185.287619,294.1261566,105.0000015,289.1664184,602.5600499,259.5105871
736,200.5554199,268.3171844,181.1044525,316.2280243,283.7308884,164.7197449,329.9925766,225.9469172,234.7655853,177.515921,221.30063,226.4802551,253.4050781,429.4575246,182.6407562,296.1554291,105,285.5490295,597.5814209,255.8343862
737,200.5373657,268.8674225,180.057843,316.3807251,284.7830887,164.6988037,330.6827393,224.8634745,234.1445495,176.5759338,220.9012,225.1156921,252.1999969,427.6968079,183.3662262,296.077124,105.1807175,286.3878967,597.4199219,254.2148666
738,199.566275,271.6041412,179.2633118,316.6455688,287.7625732,164.2573975,330.462031,223.6863912,235.8218933,175.0751526,221.3426,223.5266296,252.2,426.5197246,185.6615387,295.017749,105.4455612,289.301178,599.5008371,253.5527624
739,199.4050598,272.9790558,179.0209412,316.4685944,288.3492661,163.1162353,329.5968628,223.2148031,236.3949402,175.1574127,221.78412,221.6425903,251.8685882,426.9380392,186.447644,294.1422302,107.2202377,291.4418823,601.1614162,253.6883392
740,200.3767303,272.449057,179.550946,315.6735901,285.5888367,160.996231,327.8301901,223.7300797,235.4232697,177.4540833,222.22578,219.3459137,251.073584,429.5880381,185.122644,293.5238953,111.1069122,292.501886,602.234048,254.9397227
741,201.1730041,271.7165314,179.7570251,315.0540009,283.4356003,159.5104675,326.3895772,223.7054621,234.4110199,179.3055115,222.64049,217.6429749,250.2380188,431.900823,183.6625336,293.2294739,114.3730042,293.0760315,602.467926,255.6175359
