,"Scan 00968"
"400","11057.23"
"401","11041.37"
"402","11010.42"
"403","10976.68"
"404","10952.4"
"405","10948.03"
"406","10959.44"
"407","10975.17"
"408","10983.76"
"409","10974.81"
"410","10950.65"
"411","10922.36"
"412","10901.18"
"413","10897.68"
"414","10911.08"
"415","10930.04"
"416","10942.85"
"417","10938.22"
"418","10915.93"
"419","10889.31"
"420","10872.46"
"421","10879.22"
"422","10912.62"
"423","10958.34"
"424","11000.61"
"425","11023.81"
"426","11020.61"
"427","11000.99"
"428","10977.01"
"429","10960.62"
"430","10959.65"
"431","10970.89"
"432","10989.31"
"433","11009.92"
"434","11028.32"
"435","11042.09"
"436","11049.25"
"437","11047.82"
"438","11036.53"
"439","11017.06"
"440","10991.9"
"441","10963.53"
"442","10934.61"
"443","10908.84"
"444","10890.29"
"445","10882.99"
"446","10889.78"
"447","10905.5"
"448","10921.76"
"449","10930.19"
"450","10923.66"
"451","10904.85"
"452","10881.21"
"453","10860.23"
"454","10848.49"
"455","10844.57"
"456","10842.39"
"457","10835.89"
"458","10819.6"
"459","10795.15"
"460","10768.81"
"461","10746.91"
"462","10735.18"
"463","10731.42"
"464","10727.49"
"465","10715.15"
"466","10686.89"
"467","10646.4"
"468","10606.72"
"469","10581.09"
"470","10581.99"
"471","10608.54"
"472","10647.63"
"473","10685.76"
"474","10710.01"
"475","10718.2"
"476","10718.85"
"477","10720.88"
"478","10732.77"
"479","10752.76"
"480","10768.24"
"481","10766.16"
"482","10734.06"
"483","10673.89"
"484","10603.72"
"485","10542.39"
"486","10508.09"
"487","10503.4"
"488","10512.76"
"489","10519.67"
"490","10508.13"
"491","10474.76"
"492","10431.29"
"493","10390.23"
"494","10363.75"
"495","10354.18"
"496","10351.99"
"497","10346.98"
"498","10329.22"
"499","10295.59"
"500","10251.1"
"501","10201.25"
"502","10151.38"
"503","10103.3"
"504","10054.66"
"505","10002.85"
"506","9945.416"
"507","9883.926"
"508","9824.571"
"509","9773.764"
"510","9737.725"
"511","9718.283"
"512","9712.394"
"513","9716.776"
"514","9728.129"
"515","9742.004"
"516","9752.765"
"517","9754.742"
"518","9742.649"
"519","9718.935"
"520","9693.611"
"521","9676.95"
"522","9678.521"
"523","9695.34"
"524","9713.1"
"525","9717.17"
"526","9693.916"
"527","9645.025"
"528","9584.729"
"529","9527.56"
"530","9487.256"
"531","9467.518"
"532","9464.668"
"533","9474.867"
"534","9494.214"
"535","9517.765"
"536","9539.914"
"537","9555.077"
"538","9558.086"
"539","9547.678"
"540","9524.802"
"541","9490.425"
"542","9446.211"
"543","9399.523"
"544","9360.477"
"545","9339.144"
"546","9343.341"
"547","9366.03"
"548","9394.137"
"549","9414.631"
"550","9417.055"
"551","9404.671"
"552","9385.35"
"553","9366.93"
"554","9355.754"
"555","9351.722"
"556","9352.979"
"557","9357.684"
"558","9364.246"
"559","9371.962"
"560","9380.322"
"561","9388.816"
"562","9396.213"
"563","9399.289"
"564","9394.498"
"565","9378.329"
"566","9351.534"
"567","9324.011"
"568","9306.802"
"569","9310.775"
"570","9337.338"
"571","9372.046"
"572","9399.006"
"573","9402.676"
"574","9378.54"
"575","9336.393"
"576","9286.942"
"577","9240.67"
"578","9203.766"
"579","9178.143"
"580","9165.514"
"581","9167.407"
"582","9182.667"
"583","9208.094"
"584","9240.461"
"585","9276.451"
"586","9311.771"
"587","9341.577"
"588","9361.048"
"589","9366.386"
"590","9360.582"
"591","9349.415"
"592","9338.647"
"593","9333.014"
"594","9332.543"
"595","9335.899"
"596","9341.75"
"597","9348.469"
"598","9353.474"
"599","9353.996"
"600","9347.292"
"601","9333.449"
"602","9318.795"
"603","9310.479"
"604","9315.502"
"605","9334.027"
"606","9355.713"
"607","9369.363"
"608","9364.272"
"609","9341.273"
"610","9313.503"
"611","9294.659"
"612","9297.178"
"613","9316.591"
"614","9336.056"
"615","9338.501"
"616","9309.771"
"617","9259.434"
"618","9208.709"
"619","9178.827"
"620","9185.493"
"621","9216.387"
"622","9250.286"
"623","9266.042"
"624","9250.701"
"625","9217.354"
"626","9184.255"
"627","9169.514"
"628","9180.607"
"629","9203.636"
"630","9222.173"
"631","9220.227"
"632","9196.082"
"633","9166.434"
"634","9149.135"
"635","9160.898"
"636","9200.246"
"637","9250.701"
"638","9295.393"
"639","9319.362"
"640","9323.95"
"641","9318.917"
"642","9314.06"
"643","9316.559"
"644","9320.702"
"645","9316.796"
"646","9295.191"
"647","9252.4"
"648","9202.568"
"649","9162.933"
"650","9150.532"
"651","9170.742"
"652","9209.276"
"653","9249.999"
"654","9277.32"
"655","9287.647"
"656","9289.535"
"657","9292.053"
"658","9303.581"
"659","9325.383"
"660","9354.448"
"661","9387.712"
"662","9421.444"
"663","9448.241"
"664","9459.442"
"665","9446.422"
"666","9406.03"
"667","9351.331"
"668","9298.349"
"669","9262.949"
"670","9253.331"
"671","9265.115"
"672","9292.77"
"673","9330.732"
"674","9372.679"
"675","9411.559"
"676","9440.315"
"677","9452.833"
"678","9451.172"
"679","9441.627"
"680","9430.518"
"681","9423.017"
"682","9419.373"
"683","9418.487"
"684","9419.267"
"685","9420.653"
"686","9421.685"
"687","9421.404"
"688","9418.914"
"689","9415.051"
"690","9412.717"
"691","9414.932"
"692","9424.225"
"693","9437.482"
"694","9447.98"
"695","9448.957"
"696","9435.961"
"697","9416.665"
"698","9402.685"
"699","9405.59"
"700","9430.458"
"701","9465.935"
"702","9498.123"
"703","9513.414"
"704","9507.649"
"705","9488.766"
"706","9465.481"
"707","9446.094"
"708","9434.11"
"709","9429.883"
"710","9433.71"
"711","9445.024"
"712","9458.832"
"713","9468.73"
"714","9468.342"
"715","9455.319"
"716","9436.836"
"717","9421.422"
"718","9417.429"
"719","9428.291"
"720","9451.786"
"721","9485.387"
"722","9526.228"
"723","9568.059"
"724","9602.743"
"725","9622.138"
"726","9620.981"
"727","9605.828"
"728","9586.25"
"729","9571.761"
"730","9568.088"
"731","9574.003"
"732","9587.551"
"733","9606.714"
"734","9628.474"
"735","9648.931"
"736","9664.175"
"737","9670.88"
"738","9669.545"
"739","9662.204"
"740","9650.879"
"741","9638.695"
"742","9631.732"
"743","9636.546"
"744","9659.434"
"745","9697.63"
"746","9737.456"
"747","9764.594"
"748","9766.625"
"749","9748.869"
"750","9726.369"
"751","9714.246"
"752","9722.399"
"753","9741.64"
"754","9758.437"
"755","9759.473"
"756","9743.047"
"757","9725.263"
"758","9723.72"
"759","9754.159"
"760","9809.568"
"761","9867.516"
"762","9905.313"
"763","9907.051"
"764","9886.985"
"765","9867.768"
"766","9871.845"
"767","9905.68"
"768","9947.394"
"769","9972.205"
"770","9957.492"
"771","9911.836"
"772","9867.438"
"773","9857.063"
"774","9904.278"
"775","9987.807"
"776","10072.68"
"777","10124.15"
"778","10126.92"
"779","10102.05"
"780","10074.58"
"781","10068.28"
"782","10088.29"
"783","10125.33"
"784","10169.77"
"785","10212.58"
"786","10247.65"
"787","10269.74"
"788","10273.66"
"789","10258.63"
"790","10231.68"
"791","10200.69"
"792","10173.38"
"793","10155.75"
"794","10152.57"
"795","10168.56"
"796","10205.47"
"797","10252.3"
"798","10294.61"
"799","10318.14"
"800","10318.84"
