,"Scan 00885"
"400","11084.35"
"401","11012.08"
"402","10970.29"
"403","10958.43"
"404","10975.98"
"405","11020.86"
"406","11077.77"
"407","11124.77"
"408","11140.03"
"409","11104.35"
"410","11030.79"
"411","10954.81"
"412","10912.04"
"413","10936.19"
"414","11025.89"
"415","11147.09"
"416","11264.75"
"417","11344.69"
"418","11374"
"419","11365.93"
"420","11335.27"
"421","11296.61"
"422","11259.72"
"423","11226.68"
"424","11198.83"
"425","11177.52"
"426","11163.51"
"427","11156.37"
"428","11155.51"
"429","11160.38"
"430","11170.02"
"431","11182.48"
"432","11195.66"
"433","11207.45"
"434","11216.25"
"435","11222.08"
"436","11225.32"
"437","11226.33"
"438","11225.42"
"439","11222.57"
"440","11217.68"
"441","11210.66"
"442","11201.36"
"443","11189.44"
"444","11174.49"
"445","11156.1"
"446","11134.49"
"447","11114.08"
"448","11101.04"
"449","11101.49"
"450","11120.12"
"451","11150.17"
"452","11179.26"
"453","11195.06"
"454","11186.68"
"455","11157.03"
"456","11116.91"
"457","11077.16"
"458","11047.78"
"459","11029.65"
"460","11017.63"
"461","11006.5"
"462","10991.35"
"463","10971.53"
"464","10949.55"
"465","10927.98"
"466","10909.41"
"467","10896.76"
"468","10893.29"
"469","10902.22"
"470","10926.32"
"471","10959.35"
"472","10986.84"
"473","10994.13"
"474","10967.44"
"475","10912"
"476","10851.85"
"477","10811.7"
"478","10815.13"
"479","10860.91"
"480","10921.55"
"481","10968.42"
"482","10973.89"
"483","10934.05"
"484","10871.42"
"485","10809.82"
"486","10772.37"
"487","10765.76"
"488","10777.64"
"489","10794.6"
"490","10803.61"
"491","10799.5"
"492","10786.55"
"493","10769.56"
"494","10753.16"
"495","10736.98"
"496","10714.58"
"497","10679.26"
"498","10624.61"
"499","10554.96"
"500","10487.45"
"501","10439.94"
"502","10429.57"
"503","10454.49"
"504","10490.33"
"505","10511.51"
"506","10493.38"
"507","10434.54"
"508","10360.44"
"509","10297.86"
"510","10272.66"
"511","10288.68"
"512","10325.39"
"513","10361.15"
"514","10374.96"
"515","10359.74"
"516","10323.01"
"517","10272.92"
"518","10217.6"
"519","10165.91"
"520","10127.4"
"521","10111.58"
"522","10127.18"
"523","10168.51"
"524","10216.91"
"525","10253.34"
"526","10259.91"
"527","10235.62"
"528","10193.43"
"529","10146.58"
"530","10107.64"
"531","10080.32"
"532","10061.81"
"533","10049.17"
"534","10039.63"
"535","10032.55"
"536","10028.68"
"537","10028.75"
"538","10033.09"
"539","10037.68"
"540","10036.11"
"541","10021.94"
"542","9990.246"
"543","9948.038"
"544","9908.093"
"545","9883.16"
"546","9883.479"
"547","9902.866"
"548","9928.458"
"549","9947.428"
"550","9948.901"
"551","9932.316"
"552","9900.585"
"553","9856.616"
"554","9805.006"
"555","9757.834"
"556","9729.176"
"557","9733.046"
"558","9776.269"
"559","9840.761"
"560","9903.093"
"561","9939.964"
"562","9938.112"
"563","9911.701"
"564","9879.497"
"565","9860.134"
"566","9864.46"
"567","9886.684"
"568","9918.874"
"569","9953.14"
"570","9981.699"
"571","9996.926"
"572","9991.241"
"573","9957.345"
"574","9897.716"
"575","9827.53"
"576","9762.744"
"577","9718.795"
"578","9700.644"
"579","9702.778"
"580","9719.261"
"581","9744.168"
"582","9771.474"
"583","9795.079"
"584","9808.909"
"585","9807.669"
"586","9793.513"
"587","9772.793"
"588","9751.893"
"589","9736.555"
"590","9728.423"
"591","9727.452"
"592","9733.591"
"593","9746.011"
"594","9760.283"
"595","9770.94"
"596","9772.535"
"597","9762.324"
"598","9746.18"
"599","9731.679"
"600","9726.348"
"601","9733.712"
"602","9748.467"
"603","9764.145"
"604","9774.359"
"605","9776.009"
"606","9771.021"
"607","9761.743"
"608","9750.533"
"609","9740.136"
"610","9733.719"
"611","9734.457"
"612","9745.129"
"613","9763.12"
"614","9781.873"
"615","9794.756"
"616","9795.956"
"617","9786.186"
"618","9769.38"
"619","9749.482"
"620","9729.937"
"621","9711.703"
"622","9694.944"
"623","9679.819"
"624","9666.114"
"625","9652.392"
"626","9636.979"
"627","9618.23"
"628","9597.268"
"629","9580.803"
"630","9576.195"
"631","9590.543"
"632","9621.915"
"633","9656.727"
"634","9680.675"
"635","9680.42"
"636","9657.972"
"637","9628.001"
"638","9605.509"
"639","9603.593"
"640","9619.073"
"641","9640.36"
"642","9655.835"
"643","9656.03"
"644","9642.002"
"645","9618.065"
"646","9588.524"
"647","9558.637"
"648","9536.422"
"649","9530.374"
"650","9548.822"
"651","9589.71"
"652","9633.44"
"653","9658.787"
"654","9645.551"
"655","9596.494"
"656","9537.659"
"657","9496.04"
"658","9495.975"
"659","9534.287"
"660","9591.249"
"661","9646.956"
"662","9683.93"
"663","9697.783"
"664","9688.61"
"665","9656.513"
"666","9606.145"
"667","9555.646"
"668","9525.609"
"669","9536.311"
"670","9589.94"
"671","9658.999"
"672","9713.313"
"673","9724.139"
"674","9690.549"
"675","9637.49"
"676","9590.843"
"677","9573.665"
"678","9584.797"
"679","9610.496"
"680","9636.95"
"681","9652.771"
"682","9657.069"
"683","9651.808"
"684","9638.956"
"685","9620.744"
"686","9600.02"
"687","9579.701"
"688","9562.725"
"689","9552.705"
"690","9554.076"
"691","9571.311"
"692","9607.881"
"693","9655.854"
"694","9699.978"
"695","9724.922"
"696","9719.181"
"697","9691.2"
"698","9655.926"
"699","9628.266"
"700","9618.039"
"701","9622.243"
"702","9635.876"
"703","9653.991"
"704","9673.057"
"705","9691.357"
"706","9707.296"
"707","9719.287"
"708","9725.803"
"709","9725.356"
"710","9716.463"
"711","9698.619"
"712","9676.36"
"713","9655.821"
"714","9643.12"
"715","9641.313"
"716","9646.269"
"717","9652.82"
"718","9655.95"
"719","9654.797"
"720","9653.281"
"721","9655.582"
"722","9664.856"
"723","9674.401"
"724","9671.964"
"725","9645.252"
"726","9588.764"
"727","9524.817"
"728","9482.827"
"729","9491.932"
"730","9559.701"
"731","9654.121"
"732","9738.999"
"733","9780.021"
"734","9775.884"
"735","9753.947"
"736","9742.489"
"737","9764.261"
"738","9806.366"
"739","9841.704"
"740","9843.199"
"741","9797.42"
"742","9727.826"
"743","9664.016"
"744","9634.873"
"745","9646.782"
"746","9678.939"
"747","9708.938"
"748","9716.708"
"749","9703.902"
"750","9684.091"
"751","9670.942"
"752","9674.212"
"753","9689.365"
"754","9708.604"
"755","9724.254"
"756","9734.726"
"757","9747.776"
"758","9771.945"
"759","9814.563"
"760","9868.094"
"761","9914.933"
"762","9937.303"
"763","9923.221"
"764","9886.452"
"765","9847.932"
"766","9828.421"
"767","9835.941"
"768","9855.893"
"769","9871.367"
"770","9866.687"
"771","9843.912"
"772","9818.548"
"773","9806.414"
"774","9819.607"
"775","9852.08"
"776","9892.242"
"777","9928.552"
"778","9953.945"
"779","9969.706"
"780","9978.035"
"781","9981.048"
"782","9979.619"
"783","9973.672"
"784","9963.102"
"785","9948.642"
"786","9935.066"
"787","9928.37"
"788","9934.481"
"789","9953.528"
"790","9975.255"
"791","9988.341"
